Orthogroup	Species Tree Node	Gene Tree Node	Support	Type	Genes 1	Genes 2
OG0000000	sacCer_protein	n10	1.0	Terminal	sacCer_protein_NP_011087.3	sacCer_protein_NP_012086.1
OG0000000	sacCer_protein	n11	1.0	Terminal	sacCer_protein_NP_009567.1	sacCer_protein_NP_058165.3
OG0000000	sacCer_protein	n12	1.0	Terminal	sacCer_protein_NP_058189.1	sacCer_protein_NP_058169.1
OG0000000	sacCer_protein	n13	1.0	Terminal	sacCer_protein_NP_012560.1	sacCer_protein_NP_058171.1, sacCer_protein_NP_058195.1, sacCer_protein_NP_058193.1, sacCer_protein_NP_058150.1, sacCer_protein_NP_058158.1, sacCer_protein_NP_058191.1, sacCer_protein_NP_009549.1, sacCer_protein_NP_013759.1, sacCer_protein_NP_058178.1, sacCer_protein_NP_001268465.1, sacCer_protein_NP_012562.1, sacCer_protein_NP_013136.1, sacCer_protein_NP_058147.3, sacCer_protein_NP_058174.3, sacCer_protein_NP_058163.1, sacCer_protein_NP_116653.1, sacCer_protein_NP_009909.2, sacCer_protein_NP_620389.3, sacCer_protein_NP_058142.3, sacCer_protein_NP_058185.3, sacCer_protein_NP_058138.3, sacCer_protein_NP_058146.3, sacCer_protein_NP_009450.1, sacCer_protein_NP_009451.1, sacCer_protein_NP_058143.1, sacCer_protein_NP_620390.1, sacCer_protein_NP_058157.1, sacCer_protein_NP_058164.1, sacCer_protein_NP_009910.2, sacCer_protein_NP_058175.1, sacCer_protein_NP_058139.1, sacCer_protein_NP_058186.1, sacCer_protein_NP_058148.1, sacCer_protein_NP_009406.1, sacCer_protein_NP_058183.1, sacCer_protein_NP_013765.1, sacCer_protein_NP_013668.1
OG0000000	sacCer_protein	n14	1.0	Terminal	sacCer_protein_NP_058171.1, sacCer_protein_NP_058195.1	sacCer_protein_NP_058193.1, sacCer_protein_NP_058150.1, sacCer_protein_NP_058158.1, sacCer_protein_NP_058191.1, sacCer_protein_NP_009549.1, sacCer_protein_NP_013759.1, sacCer_protein_NP_058178.1, sacCer_protein_NP_001268465.1, sacCer_protein_NP_012562.1, sacCer_protein_NP_013136.1, sacCer_protein_NP_058147.3, sacCer_protein_NP_058174.3, sacCer_protein_NP_058163.1, sacCer_protein_NP_116653.1, sacCer_protein_NP_009909.2, sacCer_protein_NP_620389.3, sacCer_protein_NP_058142.3, sacCer_protein_NP_058185.3, sacCer_protein_NP_058138.3, sacCer_protein_NP_058146.3, sacCer_protein_NP_009450.1, sacCer_protein_NP_009451.1, sacCer_protein_NP_058143.1, sacCer_protein_NP_620390.1, sacCer_protein_NP_058157.1, sacCer_protein_NP_058164.1, sacCer_protein_NP_009910.2, sacCer_protein_NP_058175.1, sacCer_protein_NP_058139.1, sacCer_protein_NP_058186.1, sacCer_protein_NP_058148.1, sacCer_protein_NP_009406.1, sacCer_protein_NP_058183.1, sacCer_protein_NP_013765.1, sacCer_protein_NP_013668.1
OG0000000	sacCer_protein	n15	1.0	Terminal	sacCer_protein_NP_058171.1	sacCer_protein_NP_058195.1
OG0000000	sacCer_protein	n16	1.0	Terminal	sacCer_protein_NP_058193.1, sacCer_protein_NP_058150.1	sacCer_protein_NP_058158.1, sacCer_protein_NP_058191.1, sacCer_protein_NP_009549.1, sacCer_protein_NP_013759.1, sacCer_protein_NP_058178.1, sacCer_protein_NP_001268465.1, sacCer_protein_NP_012562.1, sacCer_protein_NP_013136.1, sacCer_protein_NP_058147.3, sacCer_protein_NP_058174.3, sacCer_protein_NP_058163.1, sacCer_protein_NP_116653.1, sacCer_protein_NP_009909.2, sacCer_protein_NP_620389.3, sacCer_protein_NP_058142.3, sacCer_protein_NP_058185.3, sacCer_protein_NP_058138.3, sacCer_protein_NP_058146.3, sacCer_protein_NP_009450.1, sacCer_protein_NP_009451.1, sacCer_protein_NP_058143.1, sacCer_protein_NP_620390.1, sacCer_protein_NP_058157.1, sacCer_protein_NP_058164.1, sacCer_protein_NP_009910.2, sacCer_protein_NP_058175.1, sacCer_protein_NP_058139.1, sacCer_protein_NP_058186.1, sacCer_protein_NP_058148.1, sacCer_protein_NP_009406.1, sacCer_protein_NP_058183.1, sacCer_protein_NP_013765.1, sacCer_protein_NP_013668.1
OG0000000	sacCer_protein	n17	1.0	Terminal	sacCer_protein_NP_058193.1	sacCer_protein_NP_058150.1
OG0000000	sacCer_protein	n18	1.0	Terminal	sacCer_protein_NP_058158.1, sacCer_protein_NP_058191.1, sacCer_protein_NP_009549.1, sacCer_protein_NP_013759.1, sacCer_protein_NP_058178.1, sacCer_protein_NP_001268465.1, sacCer_protein_NP_012562.1, sacCer_protein_NP_013136.1, sacCer_protein_NP_058147.3, sacCer_protein_NP_058174.3, sacCer_protein_NP_058163.1, sacCer_protein_NP_116653.1, sacCer_protein_NP_009909.2, sacCer_protein_NP_620389.3, sacCer_protein_NP_058142.3, sacCer_protein_NP_058185.3, sacCer_protein_NP_058138.3, sacCer_protein_NP_058146.3, sacCer_protein_NP_009450.1, sacCer_protein_NP_009451.1, sacCer_protein_NP_058143.1, sacCer_protein_NP_620390.1, sacCer_protein_NP_058157.1, sacCer_protein_NP_058164.1, sacCer_protein_NP_009910.2, sacCer_protein_NP_058175.1, sacCer_protein_NP_058139.1, sacCer_protein_NP_058186.1, sacCer_protein_NP_058148.1, sacCer_protein_NP_009406.1, sacCer_protein_NP_058183.1, sacCer_protein_NP_013765.1	sacCer_protein_NP_013668.1
OG0000000	sacCer_protein	n19	1.0	Terminal	sacCer_protein_NP_058158.1, sacCer_protein_NP_058191.1, sacCer_protein_NP_009549.1, sacCer_protein_NP_013759.1, sacCer_protein_NP_058178.1, sacCer_protein_NP_001268465.1, sacCer_protein_NP_012562.1, sacCer_protein_NP_013136.1, sacCer_protein_NP_058147.3, sacCer_protein_NP_058174.3, sacCer_protein_NP_058163.1, sacCer_protein_NP_116653.1, sacCer_protein_NP_009909.2, sacCer_protein_NP_620389.3, sacCer_protein_NP_058142.3, sacCer_protein_NP_058185.3, sacCer_protein_NP_058138.3, sacCer_protein_NP_058146.3, sacCer_protein_NP_009450.1, sacCer_protein_NP_009451.1, sacCer_protein_NP_058143.1, sacCer_protein_NP_620390.1, sacCer_protein_NP_058157.1, sacCer_protein_NP_058164.1, sacCer_protein_NP_009910.2, sacCer_protein_NP_058175.1, sacCer_protein_NP_058139.1, sacCer_protein_NP_058186.1, sacCer_protein_NP_058148.1, sacCer_protein_NP_009406.1, sacCer_protein_NP_058183.1	sacCer_protein_NP_013765.1
OG0000000	sacCer_protein	n20	1.0	Terminal	sacCer_protein_NP_058158.1, sacCer_protein_NP_058191.1, sacCer_protein_NP_009549.1, sacCer_protein_NP_013759.1, sacCer_protein_NP_058178.1, sacCer_protein_NP_001268465.1, sacCer_protein_NP_012562.1, sacCer_protein_NP_013136.1, sacCer_protein_NP_058147.3, sacCer_protein_NP_058174.3, sacCer_protein_NP_058163.1, sacCer_protein_NP_116653.1, sacCer_protein_NP_009909.2, sacCer_protein_NP_620389.3, sacCer_protein_NP_058142.3, sacCer_protein_NP_058185.3, sacCer_protein_NP_058138.3, sacCer_protein_NP_058146.3, sacCer_protein_NP_009450.1, sacCer_protein_NP_009451.1, sacCer_protein_NP_058143.1, sacCer_protein_NP_620390.1, sacCer_protein_NP_058157.1, sacCer_protein_NP_058164.1, sacCer_protein_NP_009910.2, sacCer_protein_NP_058175.1, sacCer_protein_NP_058139.1, sacCer_protein_NP_058186.1, sacCer_protein_NP_058148.1, sacCer_protein_NP_009406.1	sacCer_protein_NP_058183.1
OG0000000	sacCer_protein	n21	1.0	Terminal	sacCer_protein_NP_058158.1, sacCer_protein_NP_058191.1, sacCer_protein_NP_009549.1, sacCer_protein_NP_013759.1, sacCer_protein_NP_058178.1, sacCer_protein_NP_001268465.1, sacCer_protein_NP_012562.1	sacCer_protein_NP_013136.1, sacCer_protein_NP_058147.3, sacCer_protein_NP_058174.3, sacCer_protein_NP_058163.1, sacCer_protein_NP_116653.1, sacCer_protein_NP_009909.2, sacCer_protein_NP_620389.3, sacCer_protein_NP_058142.3, sacCer_protein_NP_058185.3, sacCer_protein_NP_058138.3, sacCer_protein_NP_058146.3, sacCer_protein_NP_009450.1, sacCer_protein_NP_009451.1, sacCer_protein_NP_058143.1, sacCer_protein_NP_620390.1, sacCer_protein_NP_058157.1, sacCer_protein_NP_058164.1, sacCer_protein_NP_009910.2, sacCer_protein_NP_058175.1, sacCer_protein_NP_058139.1, sacCer_protein_NP_058186.1, sacCer_protein_NP_058148.1, sacCer_protein_NP_009406.1
OG0000000	sacCer_protein	n22	1.0	Terminal	sacCer_protein_NP_058158.1	sacCer_protein_NP_058191.1, sacCer_protein_NP_009549.1, sacCer_protein_NP_013759.1, sacCer_protein_NP_058178.1, sacCer_protein_NP_001268465.1, sacCer_protein_NP_012562.1
OG0000000	sacCer_protein	n23	1.0	Terminal	sacCer_protein_NP_058191.1, sacCer_protein_NP_009549.1, sacCer_protein_NP_013759.1, sacCer_protein_NP_058178.1, sacCer_protein_NP_001268465.1	sacCer_protein_NP_012562.1
OG0000000	sacCer_protein	n24	1.0	Terminal	sacCer_protein_NP_058191.1	sacCer_protein_NP_009549.1, sacCer_protein_NP_013759.1, sacCer_protein_NP_058178.1, sacCer_protein_NP_001268465.1
OG0000000	sacCer_protein	n25	1.0	Terminal	sacCer_protein_NP_009549.1, sacCer_protein_NP_013759.1, sacCer_protein_NP_058178.1	sacCer_protein_NP_001268465.1
OG0000000	sacCer_protein	n26	1.0	Terminal	sacCer_protein_NP_009549.1, sacCer_protein_NP_013759.1	sacCer_protein_NP_058178.1
OG0000000	sacCer_protein	n27	1.0	Terminal	sacCer_protein_NP_009549.1	sacCer_protein_NP_013759.1
OG0000000	sacCer_protein	n28	1.0	Terminal	sacCer_protein_NP_013136.1	sacCer_protein_NP_058147.3, sacCer_protein_NP_058174.3, sacCer_protein_NP_058163.1, sacCer_protein_NP_116653.1, sacCer_protein_NP_009909.2, sacCer_protein_NP_620389.3, sacCer_protein_NP_058142.3, sacCer_protein_NP_058185.3, sacCer_protein_NP_058138.3, sacCer_protein_NP_058146.3, sacCer_protein_NP_009450.1, sacCer_protein_NP_009451.1, sacCer_protein_NP_058143.1, sacCer_protein_NP_620390.1, sacCer_protein_NP_058157.1, sacCer_protein_NP_058164.1, sacCer_protein_NP_009910.2, sacCer_protein_NP_058175.1, sacCer_protein_NP_058139.1, sacCer_protein_NP_058186.1, sacCer_protein_NP_058148.1, sacCer_protein_NP_009406.1
OG0000000	sacCer_protein	n29	1.0	Terminal	sacCer_protein_NP_058147.3, sacCer_protein_NP_058174.3, sacCer_protein_NP_058163.1, sacCer_protein_NP_116653.1, sacCer_protein_NP_009909.2, sacCer_protein_NP_620389.3, sacCer_protein_NP_058142.3, sacCer_protein_NP_058185.3, sacCer_protein_NP_058138.3, sacCer_protein_NP_058146.3, sacCer_protein_NP_009450.1, sacCer_protein_NP_009451.1, sacCer_protein_NP_058143.1, sacCer_protein_NP_620390.1, sacCer_protein_NP_058157.1, sacCer_protein_NP_058164.1, sacCer_protein_NP_009910.2, sacCer_protein_NP_058175.1, sacCer_protein_NP_058139.1, sacCer_protein_NP_058186.1, sacCer_protein_NP_058148.1	sacCer_protein_NP_009406.1
OG0000000	sacCer_protein	n30	1.0	Terminal	sacCer_protein_NP_058147.3, sacCer_protein_NP_058174.3, sacCer_protein_NP_058163.1, sacCer_protein_NP_116653.1, sacCer_protein_NP_009909.2, sacCer_protein_NP_620389.3, sacCer_protein_NP_058142.3, sacCer_protein_NP_058185.3, sacCer_protein_NP_058138.3, sacCer_protein_NP_058146.3, sacCer_protein_NP_009450.1, sacCer_protein_NP_009451.1, sacCer_protein_NP_058143.1, sacCer_protein_NP_620390.1, sacCer_protein_NP_058157.1, sacCer_protein_NP_058164.1, sacCer_protein_NP_009910.2, sacCer_protein_NP_058175.1, sacCer_protein_NP_058139.1, sacCer_protein_NP_058186.1	sacCer_protein_NP_058148.1
OG0000000	sacCer_protein	n31	1.0	Terminal	sacCer_protein_NP_058147.3, sacCer_protein_NP_058174.3, sacCer_protein_NP_058163.1, sacCer_protein_NP_116653.1, sacCer_protein_NP_009909.2, sacCer_protein_NP_620389.3, sacCer_protein_NP_058142.3, sacCer_protein_NP_058185.3, sacCer_protein_NP_058138.3, sacCer_protein_NP_058146.3, sacCer_protein_NP_009450.1, sacCer_protein_NP_009451.1, sacCer_protein_NP_058143.1, sacCer_protein_NP_620390.1, sacCer_protein_NP_058157.1, sacCer_protein_NP_058164.1, sacCer_protein_NP_009910.2, sacCer_protein_NP_058175.1, sacCer_protein_NP_058139.1	sacCer_protein_NP_058186.1
OG0000000	sacCer_protein	n32	1.0	Terminal	sacCer_protein_NP_058147.3, sacCer_protein_NP_058174.3, sacCer_protein_NP_058163.1, sacCer_protein_NP_116653.1, sacCer_protein_NP_009909.2, sacCer_protein_NP_620389.3, sacCer_protein_NP_058142.3, sacCer_protein_NP_058185.3, sacCer_protein_NP_058138.3, sacCer_protein_NP_058146.3, sacCer_protein_NP_009450.1, sacCer_protein_NP_009451.1, sacCer_protein_NP_058143.1, sacCer_protein_NP_620390.1, sacCer_protein_NP_058157.1, sacCer_protein_NP_058164.1, sacCer_protein_NP_009910.2, sacCer_protein_NP_058175.1	sacCer_protein_NP_058139.1
OG0000000	sacCer_protein	n33	1.0	Terminal	sacCer_protein_NP_058147.3, sacCer_protein_NP_058174.3, sacCer_protein_NP_058163.1, sacCer_protein_NP_116653.1, sacCer_protein_NP_009909.2, sacCer_protein_NP_620389.3, sacCer_protein_NP_058142.3, sacCer_protein_NP_058185.3, sacCer_protein_NP_058138.3, sacCer_protein_NP_058146.3, sacCer_protein_NP_009450.1, sacCer_protein_NP_009451.1, sacCer_protein_NP_058143.1, sacCer_protein_NP_620390.1, sacCer_protein_NP_058157.1, sacCer_protein_NP_058164.1, sacCer_protein_NP_009910.2	sacCer_protein_NP_058175.1
OG0000000	sacCer_protein	n34	1.0	Terminal	sacCer_protein_NP_058147.3, sacCer_protein_NP_058174.3, sacCer_protein_NP_058163.1, sacCer_protein_NP_116653.1, sacCer_protein_NP_009909.2, sacCer_protein_NP_620389.3, sacCer_protein_NP_058142.3, sacCer_protein_NP_058185.3, sacCer_protein_NP_058138.3, sacCer_protein_NP_058146.3, sacCer_protein_NP_009450.1, sacCer_protein_NP_009451.1, sacCer_protein_NP_058143.1, sacCer_protein_NP_620390.1, sacCer_protein_NP_058157.1, sacCer_protein_NP_058164.1	sacCer_protein_NP_009910.2
OG0000000	sacCer_protein	n35	1.0	Terminal	sacCer_protein_NP_058147.3, sacCer_protein_NP_058174.3, sacCer_protein_NP_058163.1, sacCer_protein_NP_116653.1, sacCer_protein_NP_009909.2, sacCer_protein_NP_620389.3, sacCer_protein_NP_058142.3, sacCer_protein_NP_058185.3, sacCer_protein_NP_058138.3, sacCer_protein_NP_058146.3, sacCer_protein_NP_009450.1, sacCer_protein_NP_009451.1, sacCer_protein_NP_058143.1, sacCer_protein_NP_620390.1	sacCer_protein_NP_058157.1, sacCer_protein_NP_058164.1
OG0000000	sacCer_protein	n36	1.0	Terminal	sacCer_protein_NP_058147.3	sacCer_protein_NP_058174.3, sacCer_protein_NP_058163.1, sacCer_protein_NP_116653.1, sacCer_protein_NP_009909.2, sacCer_protein_NP_620389.3, sacCer_protein_NP_058142.3, sacCer_protein_NP_058185.3, sacCer_protein_NP_058138.3, sacCer_protein_NP_058146.3, sacCer_protein_NP_009450.1, sacCer_protein_NP_009451.1, sacCer_protein_NP_058143.1, sacCer_protein_NP_620390.1
OG0000000	sacCer_protein	n37	1.0	Terminal	sacCer_protein_NP_058174.3, sacCer_protein_NP_058163.1, sacCer_protein_NP_116653.1, sacCer_protein_NP_009909.2, sacCer_protein_NP_620389.3, sacCer_protein_NP_058142.3, sacCer_protein_NP_058185.3, sacCer_protein_NP_058138.3, sacCer_protein_NP_058146.3, sacCer_protein_NP_009450.1, sacCer_protein_NP_009451.1	sacCer_protein_NP_058143.1, sacCer_protein_NP_620390.1
OG0000000	sacCer_protein	n38	1.0	Terminal	sacCer_protein_NP_058174.3, sacCer_protein_NP_058163.1, sacCer_protein_NP_116653.1, sacCer_protein_NP_009909.2, sacCer_protein_NP_620389.3, sacCer_protein_NP_058142.3, sacCer_protein_NP_058185.3, sacCer_protein_NP_058138.3, sacCer_protein_NP_058146.3, sacCer_protein_NP_009450.1	sacCer_protein_NP_009451.1
OG0000000	sacCer_protein	n39	1.0	Terminal	sacCer_protein_NP_058174.3, sacCer_protein_NP_058163.1, sacCer_protein_NP_116653.1, sacCer_protein_NP_009909.2, sacCer_protein_NP_620389.3, sacCer_protein_NP_058142.3, sacCer_protein_NP_058185.3, sacCer_protein_NP_058138.3, sacCer_protein_NP_058146.3	sacCer_protein_NP_009450.1
OG0000000	sacCer_protein	n40	1.0	Terminal	sacCer_protein_NP_058174.3, sacCer_protein_NP_058163.1, sacCer_protein_NP_116653.1, sacCer_protein_NP_009909.2, sacCer_protein_NP_620389.3, sacCer_protein_NP_058142.3, sacCer_protein_NP_058185.3, sacCer_protein_NP_058138.3	sacCer_protein_NP_058146.3
OG0000000	sacCer_protein	n41	1.0	Terminal	sacCer_protein_NP_058174.3	sacCer_protein_NP_058163.1, sacCer_protein_NP_116653.1, sacCer_protein_NP_009909.2, sacCer_protein_NP_620389.3, sacCer_protein_NP_058142.3, sacCer_protein_NP_058185.3, sacCer_protein_NP_058138.3
OG0000000	sacCer_protein	n42	1.0	Terminal	sacCer_protein_NP_058163.1, sacCer_protein_NP_116653.1, sacCer_protein_NP_009909.2	sacCer_protein_NP_620389.3, sacCer_protein_NP_058142.3, sacCer_protein_NP_058185.3, sacCer_protein_NP_058138.3
OG0000000	sacCer_protein	n43	1.0	Terminal	sacCer_protein_NP_058163.1, sacCer_protein_NP_116653.1	sacCer_protein_NP_009909.2
OG0000000	sacCer_protein	n44	1.0	Terminal	sacCer_protein_NP_058163.1	sacCer_protein_NP_116653.1
OG0000000	sacCer_protein	n45	1.0	Terminal	sacCer_protein_NP_620389.3, sacCer_protein_NP_058142.3, sacCer_protein_NP_058185.3	sacCer_protein_NP_058138.3
OG0000000	sacCer_protein	n46	1.0	Terminal	sacCer_protein_NP_620389.3, sacCer_protein_NP_058142.3	sacCer_protein_NP_058185.3
OG0000000	sacCer_protein	n47	1.0	Terminal	sacCer_protein_NP_620389.3	sacCer_protein_NP_058142.3
OG0000000	sacCer_protein	n48	1.0	Terminal	sacCer_protein_NP_058143.1	sacCer_protein_NP_620390.1
OG0000000	sacCer_protein	n49	1.0	Terminal	sacCer_protein_NP_058157.1	sacCer_protein_NP_058164.1
OG0000001	N1	n0	1.0	Non-Terminal	BG2_protein_QNG13052.1, CBS138_protein_XP_445700.1	CBS138_protein_XP_447262.1, BG2_protein_QNG15956.1, BG2_protein_QNG16708.1, CBS138_protein_XP_449350.1, CBS138_protein_XP_448232.1, BG2_protein_QNG15394.1, BG2_protein_QNG12108.1, BG2_protein_QNG12752.1, CBS138_protein_XP_445979.1, BG2_protein_QNG13322.1, CBS138_protein_XP_445189.1, BG2_protein_QNG14606.1, BG2_protein_QNG13050.1, BG2_protein_QNG12527.1, BG2_protein_QNG13325.1, CBS138_protein_XP_445980.1, BG2_protein_QNG14878.1, BG2_protein_QNG14879.1, BG2_protein_QNG12107.1, BG2_protein_QNG13323.1, BG2_protein_QNG15398.1, CBS138_protein_XP_002999576.1, CBS138_protein_XP_445981.1, BG2_protein_QNG13324.1, BG2_protein_QNG12753.1, BG2_protein_QNG16706.1, BG2_protein_QNG17326.1, CBS138_protein_XP_449348.1, BG2_protein_QNG16704.1, CBS138_protein_XP_445219.1, BG2_protein_QNG12557.1
OG0000001	N1	n2	1.0	Non-Terminal	CBS138_protein_XP_447262.1, BG2_protein_QNG15956.1	BG2_protein_QNG16708.1, CBS138_protein_XP_449350.1, CBS138_protein_XP_448232.1, BG2_protein_QNG15394.1, BG2_protein_QNG12108.1, BG2_protein_QNG12752.1, CBS138_protein_XP_445979.1, BG2_protein_QNG13322.1, CBS138_protein_XP_445189.1, BG2_protein_QNG14606.1, BG2_protein_QNG13050.1, BG2_protein_QNG12527.1, BG2_protein_QNG13325.1, CBS138_protein_XP_445980.1, BG2_protein_QNG14878.1, BG2_protein_QNG14879.1, BG2_protein_QNG12107.1, BG2_protein_QNG13323.1, BG2_protein_QNG15398.1, CBS138_protein_XP_002999576.1, CBS138_protein_XP_445981.1, BG2_protein_QNG13324.1, BG2_protein_QNG12753.1, BG2_protein_QNG16706.1, BG2_protein_QNG17326.1, CBS138_protein_XP_449348.1, BG2_protein_QNG16704.1, CBS138_protein_XP_445219.1, BG2_protein_QNG12557.1
OG0000001	N1	n4	1.0	Non-Terminal	BG2_protein_QNG16708.1, CBS138_protein_XP_449350.1, CBS138_protein_XP_448232.1, BG2_protein_QNG15394.1, BG2_protein_QNG12108.1, BG2_protein_QNG12752.1, CBS138_protein_XP_445979.1, BG2_protein_QNG13322.1, CBS138_protein_XP_445189.1, BG2_protein_QNG14606.1, BG2_protein_QNG13050.1, BG2_protein_QNG12527.1, BG2_protein_QNG13325.1, CBS138_protein_XP_445980.1, BG2_protein_QNG14878.1, BG2_protein_QNG14879.1, BG2_protein_QNG12107.1, BG2_protein_QNG13323.1	BG2_protein_QNG15398.1, CBS138_protein_XP_002999576.1, CBS138_protein_XP_445981.1, BG2_protein_QNG13324.1, BG2_protein_QNG12753.1, BG2_protein_QNG16706.1, BG2_protein_QNG17326.1, CBS138_protein_XP_449348.1, BG2_protein_QNG16704.1, CBS138_protein_XP_445219.1, BG2_protein_QNG12557.1
