# Program:featureCounts v2.0.3; Command:"featureCounts" "-p" "-T" "4" "-s" "2" "-t" "start_to_stop" "-g" "ID" "-a" "/Users/s1964600/Work/isoform_analysis_Dec2023/data/mock_annotations/CBS138_GCF_000002545.3/mock_long_gene_400.gtf" "-o" "82_counts.txt" "82_aln.bam" "-R" "BAM" 
Geneid	Chr	Start	End	Strand	Length	82_aln.bam
CAGL0A01067g	NC_005967.2	106866	109191	+	2326	3018
CAGL0A01089g	NC_005967.2	108609	110616	-	2008	618
CAGL0A01111g	NC_005967.2	111480	112089	+	610	8924
CAGL0A01133g	NC_005967.2	112037	114842	+	2806	223
CAGL0A01155g	NC_005967.2	114809	117038	+	2230	419
CAGL0A01177g	NC_005967.2	117020	119972	+	2953	54
CAGL0A01193g	NC_005967.2	119731	120442	+	712	1695
CAGL0A01199g	NC_005967.2	121067	123308	+	2242	584
CAGL0A01221g	NC_005967.2	125780	127061	+	1282	8507
CAGL0A01243g	NC_005967.2	127106	129101	-	1996	148
CAGL0A01284g	NC_005967.2	131362	135967	+	4606	12
CAGL0A01325g	NC_005967.2	136262	138095	+	1834	799
CAGL0A01366g	NC_005967.2	140305	145093	+	4789	14
CAGL0A01408g	NC_005967.2	145388	147233	+	1846	18
CAGL0A01430g	NC_005967.2	147313	149836	+	2524	11510
CAGL0A01452g	NC_005967.2	149750	152594	+	2845	97
CAGL0A01474g	NC_005967.2	153155	155333	+	2179	190
CAGL0A01540g	NC_005967.2	155462	156342	-	881	82570
CAGL0A01562g	NC_005967.2	157645	158512	+	868	67372
CAGL0A01584g	NC_005967.2	158780	159437	+	658	82
CAGL0A01606g	NC_005967.2	158792	159914	-	1123	160
CAGL0A01628g	NC_005967.2	161327	163001	+	1675	3519
CAGL0A01650g	NC_005967.2	163770	164526	+	757	836
CAGL0A01672g	NC_005967.2	164436	166920	-	2485	1605
CAGL0A01694g	NC_005967.2	166842	169167	-	2326	170
CAGL0A01716g	NC_005967.2	169567	170602	+	1036	1037
CAGL0A01738g	NC_005967.2	170940	172749	+	1810	3151
CAGL0A01760g	NC_005967.2	172208	174425	-	2218	783
CAGL0A01782g	NC_005967.2	174618	176724	-	2107	30925
CAGL0A01804g	NC_005967.2	179780	181871	-	2092	4121
CAGL0A01826g	NC_005967.2	183613	185779	-	2167	55
CAGL0A01848g	NC_005967.2	187500	190704	-	3205	733
CAGL0A01870g	NC_005967.2	190935	193719	-	2785	152
CAGL0A01892g	NC_005967.2	194560	195226	+	667	0
CAGL0A01914g	NC_005967.2	195146	206777	+	11632	2722
CAGL0A01958g	NC_005967.2	206981	208601	+	1621	1785
CAGL0A01980g	NC_005967.2	207911	210338	-	2428	376
CAGL0A02002g	NC_005967.2	210307	211087	-	781	313
CAGL0A02024g	NC_005967.2	211429	213901	-	2473	137
CAGL0A02046g	NC_005967.2	215768	218498	+	2731	1298
CAGL0A02090g	NC_005967.2	218255	220676	-	2422	12264
CAGL0A02112g	NC_005967.2	221288	223334	+	2047	7787
CAGL0A02134g	NC_005967.2	222748	224017	-	1270	316
CAGL0A02145g	NC_005967.2	224026	226844	+	2819	70
CAGL0A02189g	NC_005967.2	226545	228762	-	2218	4181
CAGL0A02211g	NC_005967.2	229156	231214	-	2059	3806
CAGL0A02233g	NC_005967.2	235420	237469	-	2050	107
CAGL0A02255g	NC_005967.2	244683	245901	+	1219	64
CAGL0A02277g	NC_005967.2	248522	249740	+	1219	198
CAGL0A02299g	NC_005967.2	250851	252090	+	1240	950
CAGL0A02321g	NC_005967.2	251792	253862	-	2071	4599
CAGL0A02343g	NC_005967.2	254861	255527	+	667	11
CAGL0A02365g	NC_005967.2	255850	257581	-	1732	6516
CAGL0A02387g	NC_005967.2	258667	260026	+	1360	1410
CAGL0A02409g	NC_005967.2	259684	261421	-	1738	1203
CAGL0A02431g	NC_005967.2	261412	263575	-	2164	734
CAGL0A02475g	NC_005967.2	263752	265873	-	2122	4754
CAGL0A02486g	NC_005967.2	266055	269055	+	3001	639
CAGL0A02508g	NC_005967.2	269090	270440	+	1351	686
CAGL0A02530g	NC_005967.2	270481	271840	+	1360	4457
CAGL0A02552g	NC_005967.2	271284	272874	-	1591	1771
CAGL0A02574g	NC_005967.2	276915	278454	+	1540	5094
CAGL0A02596g	NC_005967.2	278467	281485	+	3019	1205
CAGL0A02618g	NC_005967.2	280761	281463	-	703	3251
CAGL0A02629g	NC_005967.2	281637	283803	+	2167	2076
CAGL0A02651g	NC_005967.2	283234	286783	-	3550	1177
CAGL0A02673g	NC_005967.2	286918	288148	-	1231	2740
CAGL0A02695g	NC_005967.2	287973	290448	-	2476	3217
CAGL0A02706g	NC_005967.2	290595	292104	+	1510	64
CAGL0A02728g	NC_005967.2	291888	292560	+	673	6756
CAGL0A02750g	NC_005967.2	292470	294159	+	1690	937
CAGL0A02772g	NC_005967.2	293566	295291	-	1726	511
CAGL0A02794g	NC_005967.2	295534	296771	+	1238	375
CAGL0A02816g	NC_005967.2	296851	298183	+	1333	649
CAGL0A02838g	NC_005967.2	297472	300358	-	2887	332
CAGL0A02860g	NC_005967.2	300336	301944	-	1609	458
CAGL0A02882g	NC_005967.2	302262	302976	+	715	4650
CAGL0A02904g	NC_005967.2	302938	304843	+	1906	155
CAGL0A02926g	NC_005967.2	304389	305775	-	1387	936
CAGL0A02948g	NC_005967.2	306353	307325	+	973	884
CAGL0A02970g	NC_005967.2	306703	308032	-	1330	6
CAGL0A02992g	NC_005967.2	308289	310062	-	1774	102
CAGL0A03014g	NC_005967.2	310323	312228	+	1906	436
CAGL0A03036g	NC_005967.2	312174	312879	+	706	4246
CAGL0A03051g	NC_005967.2	312328	313334	-	1007	3140
CAGL0A03058g	NC_005967.2	313662	316440	+	2779	919
CAGL0A03080g	NC_005967.2	316167	316806	-	640	2346
CAGL0A03102g	NC_005967.2	317961	320310	+	2350	74
CAGL0A03117g	NC_005967.2	320671	323066	+	2396	2215
CAGL0A03146g	NC_005967.2	322630	323377	-	748	786
CAGL0A03168g	NC_005967.2	324013	324742	+	730	80144
CAGL0A03190g	NC_005967.2	324181	325306	-	1126	530
CAGL0A03212g	NC_005967.2	325388	326594	-	1207	3923
CAGL0A03234g	NC_005967.2	328577	331505	+	2929	15462
CAGL0A03256g	NC_005967.2	331579	333865	+	2287	334
CAGL0A03278g	NC_005967.2;NC_005967.2	333422;333422	335069;334389	-;-	1648	42195
CAGL0A03300g	NC_005967.2	335717	337583	-	1867	26
CAGL0A03322g	NC_005967.2	338516	340268	+	1753	847
CAGL0A03344g	NC_005967.2	340501	342778	+	2278	453
CAGL0A03366g	NC_005967.2	343587	345759	-	2173	17665
CAGL0A03388g	NC_005967.2	346348	347362	-	1015	30432
CAGL0A03410g	NC_005967.2	348708	349851	+	1144	8
CAGL0A03432g	NC_005967.2	349884	353739	+	3856	656
CAGL0A03454g	NC_005967.2	353884	355744	+	1861	494
CAGL0A03476g	NC_005967.2	355220	357035	-	1816	2164
CAGL0A03498g	NC_005967.2	357239	359678	-	2440	84
CAGL0A03542g	NC_005967.2	360379	361030	-	652	1273
CAGL0A03564g	NC_005967.2	361432	364813	-	3382	142
CAGL0A03586g	NC_005967.2	364727	365696	-	970	56
CAGL0A03608g	NC_005967.2	365890	366934	-	1045	498
CAGL0A03630g	NC_005967.2	369004	372592	-	3589	975
CAGL0A03652g	NC_005967.2	372700	375301	-	2602	3686
CAGL0A03674g	NC_005967.2	375610	377002	+	1393	507
CAGL0A03696g	NC_005967.2	377255	378902	+	1648	1377
CAGL0A03718g	NC_005967.2	378474	383832	-	5359	2574
CAGL0A03740g	NC_005967.2	384820	387466	+	2647	177
CAGL0A03784g	NC_005967.2	387456	388401	-	946	543
CAGL0A03806g	NC_005967.2	388858	390670	+	1813	0
CAGL0A03828g	NC_005967.2	390687	392517	+	1831	502
CAGL0A03872g	NC_005967.2	392522	394454	-	1933	778
CAGL0A03883g	NC_005967.2	394613	395429	+	817	2208
CAGL0A03905g	NC_005967.2	394819	396067	-	1249	333
CAGL0A03927g	NC_005967.2	397179	398892	+	1714	999
CAGL0A03949g	NC_005967.2	399220	400426	+	1207	473
CAGL0A03971g	NC_005967.2	399891	400611	-	721	1658
CAGL0A03993g	NC_005967.2	400841	402204	+	1364	370
CAGL0A04015g	NC_005967.2	401670	403596	-	1927	8098
CAGL0A04037g	NC_005967.2	403663	405814	-	2152	4665
CAGL0A04059g	NC_005967.2	406133	407888	+	1756	3393
CAGL0A04081g	NC_005967.2	408064	409588	+	1525	910
CAGL0A04103g	NC_005967.2	409523	410477	+	955	450
CAGL0A04125g	NC_005967.2	410626	411823	+	1198	22864
CAGL0A04147g	NC_005967.2	411274	412849	-	1576	186
CAGL0A04169g	NC_005967.2	413188	415297	-	2110	595
CAGL0A04191g	NC_005967.2	415533	416202	-	670	1803
CAGL0A04213g	NC_005967.2	416929	419248	+	2320	1364
CAGL0A04235g	NC_005967.2	419951	422510	+	2560	425
CAGL0A04257g	NC_005967.2	421955	424289	-	2335	6035
CAGL0A04279g	NC_005967.2	425058	426612	+	1555	1145
CAGL0A04301g	NC_005967.2	426171	427929	-	1759	236
CAGL0A04323g	NC_005967.2	429121	430171	+	1051	1166
CAGL0A04345g	NC_005967.2	429536	431114	-	1579	1708
CAGL0A04367g	NC_005967.2	431119	431881	-	763	428
CAGL0A04389g	NC_005967.2	432158	433025	+	868	920
CAGL0A04411g	NC_005967.2	433577	435944	+	2368	395
CAGL0A04433g	NC_005967.2	436143	437325	+	1183	1950
CAGL0A04455g	NC_005967.2	437546	441242	+	3697	424
CAGL0A04477g	NC_005967.2	442089	444801	+	2713	684
CAGL0A04499g	NC_005967.2	444685	445333	-	649	147
CAGL0A04521g	NC_005967.2	447271	448276	+	1006	33885
CAGL0A04543g	NC_005967.2	448806	450297	+	1492	648
CAGL0A04565g	NC_005967.2	450575	454100	+	3526	2231
CAGL0A04587g	NC_005967.2	454151	455879	+	1729	205
CAGL0A04631g	NC_005967.2	456156	457641	+	1486	2257
CAGL0A04653g	NC_005967.2	457190	459218	-	2029	313
CAGL0A04675g	NC_005967.2	459759	460515	-	757	3
CAGL0A04697g	NC_005967.2	461930	462704	+	775	694
CAGL0A04719g	NC_005967.2	462316	463513	-	1198	1717
CAGL0A04741g	NC_005967.2	463902	465912	-	2011	2073
CAGL0A04785g	NC_005967.2	467238	469440	+	2203	984
CAGL0A04807g	NC_005967.2	469655	470852	+	1198	950
CAGL0A04829g	NC_005967.2	470391	472251	-	1861	26253
CAGL0B00220g	NC_005968.1	10385	11015	+	631	0
CAGL0B00242g	NC_005968.1	10182	11136	-	955	0
CAGL0B00264g	NC_005968.1	11470	12502	+	1033	49
CAGL0B00286g	NC_005968.1	12403	13885	-	1483	3001
CAGL0B00308g	NC_005968.1	16533	18225	+	1693	462
CAGL0B00330g	NC_005968.1	17631	21441	-	3811	573
CAGL0B00352g	NC_005968.1	21771	23184	-	1414	2522
CAGL0B00374g	NC_005968.1	23693	24458	+	766	1179
CAGL0B00396g	NC_005968.1	24098	24764	-	667	2318
CAGL0B00418g	NC_005968.1	26584	29215	+	2632	2312
CAGL0B00440g	NC_005968.1	31504	32713	+	1210	2303
CAGL0B00462g	NC_005968.1	33144	34518	+	1375	12
CAGL0B00484g	NC_005968.1	35991	38904	+	2914	6203
CAGL0B00506g	NC_005968.1	38244	39894	-	1651	352
CAGL0B00528g	NC_005968.1	42677	45098	+	2422	682
CAGL0B00550g	NC_005968.1	44768	46124	-	1357	2584
CAGL0B00572g	NC_005968.1	48498	49506	-	1009	4
CAGL0B00594g	NC_005968.1	51485	52082	+	598	26915
CAGL0B00616g	NC_005968.1	52916	54566	+	1651	78
CAGL0B00638g	NC_005968.1	53866	55093	-	1228	176
CAGL0B00660g	NC_005968.1	55041	57681	-	2641	1835
CAGL0B00682g	NC_005968.1	57789	59640	-	1852	561
CAGL0B00704g	NC_005968.1	59973	61944	-	1972	10118
CAGL0B00726g	NC_005968.1	63903	65553	+	1651	12
CAGL0B00748g	NC_005968.1	65727	68565	+	2839	520
CAGL0B00770g	NC_005968.1	67887	69912	-	2026	107
CAGL0B00792g	NC_005968.1	70460	72197	-	1738	694
CAGL0B00814g	NC_005968.1	73366	74854	+	1489	1575
CAGL0B00836g	NC_005968.1	74365	75256	-	892	584
CAGL0B00858g	NC_005968.1	75930	77298	+	1369	753
CAGL0B00880g	NC_005968.1	76688	78005	-	1318	447
CAGL0B00902g	NC_005968.1	77987	80795	-	2809	6472
CAGL0B00924g	NC_005968.1	81092	82808	-	1717	64
CAGL0B00946g	NC_005968.1	83143	84727	+	1585	3467
CAGL0B00968g	NC_005968.1	84713	86351	+	1639	351
CAGL0B00990g	NC_005968.1	85829	86810	-	982	2893
CAGL0B01012g	NC_005968.1	91330	93601	+	2272	100
CAGL0B01078g	NC_005968.1	96302	98930	+	2629	68
CAGL0B01100g	NC_005968.1	98650	99682	-	1033	730
CAGL0B01122g	NC_005968.1	100472	102020	+	1549	4754
CAGL0B01144g	NC_005968.1	101667	103242	-	1576	512
CAGL0B01166g	NC_005968.1	103561	106387	+	2827	1639
CAGL0B01188g	NC_005968.1	105816	107802	-	1987	576
CAGL0B01203g	NC_005968.1	108965	110292	+	1328	101351
CAGL0B01232g	NC_005968.1	112175	113264	+	1090	42
CAGL0B01243g	NC_005968.1	112431	113262	-	832	0
CAGL0B01265g	NC_005968.1	113719	114679	+	961	119
CAGL0B01287g	NC_005968.1	114832	118975	+	4144	517
CAGL0B01331g	NC_005968.1	119648	120668	+	1021	740
CAGL0B01353g	NC_005968.1	120062	122519	-	2458	1013
CAGL0B01375g	NC_005968.1	122930	126662	-	3733	6780
CAGL0B01397g	NC_005968.1	127374	129318	+	1945	3710
CAGL0B01419g	NC_005968.1	128808	129714	-	907	1437
CAGL0B01441g	NC_005968.1	129816	131517	-	1702	1349
CAGL0B01463g	NC_005968.1	131812	132916	+	1105	869
CAGL0B01485g	NC_005968.1	132868	135292	+	2425	2623
CAGL0B01507g	NC_005968.1	135422	137105	+	1684	323
CAGL0B01529g	NC_005968.1	137174	138683	+	1510	222
CAGL0B01551g	NC_005968.1	138826	144316	+	5491	613
CAGL0B01573g	NC_005968.1	143700	144771	-	1072	757
CAGL0B01589g	NC_005968.1	145132	145888	+	757	878
CAGL0B01595g	NC_005968.1	146542	149140	+	2599	2
CAGL0B01617g	NC_005968.1	148408	150934	-	2527	429
CAGL0B01639g	NC_005968.1	150850	153283	-	2434	660
CAGL0B01683g	NC_005968.1	153875	156350	-	2476	1043
CAGL0B01705g	NC_005968.1	157245	159663	+	2419	449
CAGL0B01727g	NC_005968.1	158973	161106	-	2134	66
CAGL0B01771g	NC_005968.1	163063	165073	+	2011	440
CAGL0B01793g	NC_005968.1	165053	165749	+	697	1179
CAGL0B01815g	NC_005968.1	165248	166520	-	1273	807
CAGL0B01837g	NC_005968.1	166553	168662	-	2110	449
CAGL0B01859g	NC_005968.1	168976	171244	+	2269	251
CAGL0B01875g	NC_005968.1	172117	172741	+	625	17
CAGL0B01881g	NC_005968.1	172460	174521	-	2062	1980
CAGL0B01903g	NC_005968.1	175134	176109	+	976	1382
CAGL0B01925g	NC_005968.1	176316	179550	+	3235	586
CAGL0B01947g	NC_005968.1	179003	180701	-	1699	428
CAGL0B01969g	NC_005968.1	181006	182677	-	1672	14
CAGL0B01991g	NC_005968.1	182894	184286	+	1393	428
CAGL0B02013g	NC_005968.1	184252	188014	+	3763	546
CAGL0B02035g	NC_005968.1	187458	189792	-	2335	1985
CAGL0B02057g	NC_005968.1	189933	191136	-	1204	92
CAGL0B02079g	NC_005968.1	191336	193610	-	2275	4
CAGL0B02101g	NC_005968.1	194461	196198	+	1738	147
CAGL0B02123g	NC_005968.1	195558	196785	-	1228	218
CAGL0B02145g	NC_005968.1	198831	201096	+	2266	682
CAGL0B02167g	NC_005968.1	201332	202523	+	1192	1752
CAGL0B02189g	NC_005968.1	201954	205617	-	3664	2443
CAGL0B02211g	NC_005968.1	206010	212784	-	6775	297
CAGL0B02233g	NC_005968.1	213180	215403	+	2224	331
CAGL0B02255g	NC_005968.1	214815	215538	-	724	1207
CAGL0B02277g	NC_005968.1	215653	216745	-	1093	447
CAGL0B02299g	NC_005968.1	217341	219672	+	2332	1254
CAGL0B02321g	NC_005968.1	220222	222160	+	1939	1282
CAGL0B02343g	NC_005968.1	221730	223743	-	2014	3448
CAGL0B02365g	NC_005968.1	224263	227815	-	3553	1356
CAGL0B02387g	NC_005968.1	227809	229624	-	1816	139
CAGL0B02409g	NC_005968.1	229687	231172	-	1486	484
CAGL0B02431g	NC_005968.1	232347	234321	+	1975	324
CAGL0B02453g	NC_005968.1	233725	235075	-	1351	9161
CAGL0B02475g	NC_005968.1	236029	238171	+	2143	12388
CAGL0B02497g	NC_005968.1	238507	240247	+	1741	3028
CAGL0B02519g	NC_005968.1	240486	241824	+	1339	941
CAGL0B02541g	NC_005968.1	241331	243497	-	2167	631
CAGL0B02563g	NC_005968.1	244624	246571	+	1948	253
CAGL0B02585g	NC_005968.1	246796	248080	+	1285	4312
CAGL0B02607g	NC_005968.1	248395	250387	-	1993	1106
CAGL0B02629g	NC_005968.1	250886	253763	+	2878	1045
CAGL0B02651g	NC_005968.1	253095	254064	-	970	2
CAGL0B02673g	NC_005968.1	255316	257131	+	1816	427
CAGL0B02695g	NC_005968.1	256463	258152	-	1690	184
CAGL0B02717g	NC_005968.1	258271	260722	-	2452	11665
CAGL0B02739g	NC_005968.1	262190	264620	-	2431	335
CAGL0B02755g	NC_005968.1	264963	265578	+	616	491
CAGL0B02761g	NC_005968.1	265971	268107	+	2137	551
CAGL0B02772g	NC_005968.1	267289	268987	-	1699	420
CAGL0B02794g	NC_005968.1	268903	270751	-	1849	12787
CAGL0B02816g	NC_005968.1	271082	274166	-	3085	586
CAGL0B02838g	NC_005968.1	274584	276693	-	2110	408
CAGL0B02860g	NC_005968.1	277607	278657	-	1051	618
CAGL0B02882g	NC_005968.1	278934	281184	-	2251	2022
CAGL0B02904g	NC_005968.1	281693	283910	-	2218	110
CAGL0B02926g	NC_005968.1	284497	286753	-	2257	3
CAGL0B02948g	NC_005968.1	287606	289799	-	2194	64
CAGL0B02970g	NC_005968.1	290848	293137	-	2290	213
CAGL0B03047g	NC_005968.1	298526	300125	+	1600	15573
CAGL0B03069g	NC_005968.1	301443	302847	+	1405	16253
CAGL0B03091g	NC_005968.1	302712	305202	-	2491	1864
CAGL0B03113g	NC_005968.1	305615	308585	-	2971	196
CAGL0B03179g	NC_005968.1	309416	312599	-	3184	598
CAGL0B03201g	NC_005968.1	312839	314195	-	1357	20
CAGL0B03223g	NC_005968.1	314290	314992	-	703	2
CAGL0B03245g	NC_005968.1	316192	318067	+	1876	9153
CAGL0B03267g	NC_005968.1	317676	318516	-	841	2010
CAGL0B03289g	NC_005968.1	319012	322024	+	3013	165
CAGL0B03311g	NC_005968.1	322659	324921	+	2263	134
CAGL0B03333g	NC_005968.1	324367	326083	-	1717	1168
CAGL0B03355g	NC_005968.1	326046	327213	-	1168	369
CAGL0B03377g	NC_005968.1	327774	330468	+	2695	798
CAGL0B03399g	NC_005968.1	330838	336232	+	5395	700
CAGL0B03421g	NC_005968.1	335671	340138	-	4468	1127
CAGL0B03443g	NC_005968.1	341391	343548	-	2158	138
CAGL0B03465g	NC_005968.1	343594	344626	-	1033	40
CAGL0B03487g	NC_005968.1	344999	348536	-	3538	109505
CAGL0B03509g	NC_005968.1	349238	351431	-	2194	962
CAGL0B03531g	NC_005968.1	352819	354151	+	1333	362
CAGL0B03553g	NC_005968.1	354365	357830	+	3466	2092
CAGL0B03575g	NC_005968.1	357125	358784	-	1660	1014
CAGL0B03597g	NC_005968.1	358618	360640	-	2023	1340
CAGL0B03611g	NC_005968.1	360364	360952	-	589	9
CAGL0B03619g	NC_005968.1	361572	363378	+	1807	1769
CAGL0B03641g	NC_005968.1	363897	367263	+	3367	559
CAGL0B03663g	NC_005968.1	367614	369405	+	1792	433
CAGL0B03685g	NC_005968.1	369880	371095	+	1216	4445
CAGL0B03707g	NC_005968.1	371461	373300	+	1840	1135
CAGL0B03773g	NC_005968.1	373956	376173	+	2218	3594
CAGL0B03795g	NC_005968.1	376266	377577	+	1312	4747
CAGL0B03817g	NC_005968.1	378159	379557	+	1399	525
CAGL0B03839g	NC_005968.1	380291	382214	+	1924	105
CAGL0B03855g	NC_005968.1	381711	382395	-	685	947
CAGL0B03861g	NC_005968.1	382052	383336	-	1285	2
CAGL0B03883g	NC_005968.1	383602	384922	+	1321	1484
CAGL0B03899g	NC_005968.1	384301	384955	-	655	16
CAGL0B03905g	NC_005968.1	385192	386887	+	1696	645
CAGL0B03927g	NC_005968.1	386875	387865	+	991	1729
CAGL0B03949g	NC_005968.1	387461	389759	-	2299	1999
CAGL0B03971g	NC_005968.1	390300	392331	-	2032	581
CAGL0B03993g	NC_005968.1	393030	395181	-	2152	5022
CAGL0B04015g	NC_005968.1	395422	397030	-	1609	706
CAGL0B04037g	NC_005968.1	397190	398111	-	922	2226
CAGL0B04059g	NC_005968.1	398002	399442	-	1441	483
CAGL0B04103g	NC_005968.1	400331	401564	+	1234	155
CAGL0B04125g	NC_005968.1	401113	402517	-	1405	3063
CAGL0B04147g	NC_005968.1	402798	404898	+	2101	1609
CAGL0B04169g	NC_005968.1	404313	407298	-	2986	2539
CAGL0B04191g	NC_005968.1	408700	409993	+	1294	878
CAGL0B04213g	NC_005968.1	412230	415332	+	3103	54
CAGL0B04235g	NC_005968.1	415260	416601	-	1342	60
CAGL0B04257g	NC_005968.1	416873	418361	-	1489	181431
CAGL0B04279g	NC_005968.1	418278	420273	-	1996	2021
CAGL0B04301g	NC_005968.1	420544	422572	+	2029	860
CAGL0B04323g	NC_005968.1	422687	424379	+	1693	1107
CAGL0B04345g	NC_005968.1	424411	425992	+	1582	18032
CAGL0B04367g	NC_005968.1	425499	426747	-	1249	179
CAGL0B04389g	NC_005968.1	427594	431485	+	3892	1012
CAGL0B04411g	NC_005968.1	430871	431810	-	940	381
CAGL0B04433g	NC_005968.1	431845	434227	-	2383	1862
CAGL0B04455g	NC_005968.1	435437	437654	+	2218	197
CAGL0B04477g	NC_005968.1	436957	438208	-	1252	674
CAGL0B04499g	NC_005968.1	438657	439461	+	805	2497
CAGL0B04521g	NC_005968.1	439332	440751	-	1420	2123
CAGL0B04543g	NC_005968.1	441599	442952	+	1354	1216
CAGL0B04565g	NC_005968.1	442710	444315	-	1606	3780
CAGL0B04587g	NC_005968.1	444779	445964	-	1186	1211
CAGL0B04609g	NC_005968.1	446314	447379	+	1066	286
CAGL0B04631g	NC_005968.1	446818	450508	-	3691	616
CAGL0B04675g	NC_005968.1	450996	452586	-	1591	325
CAGL0B04697g	NC_005968.1	452956	453910	-	955	1915
CAGL0B04719g	NC_005968.1	454309	455702	+	1394	183
CAGL0B04741g	NC_005968.1	455075	456995	-	1921	236
CAGL0B04763g	NC_005968.1	457009	458314	-	1306	114
CAGL0B04785g	NC_005968.1	459394	460594	+	1201	12
CAGL0B04807g	NC_005968.1	460721	462380	+	1660	3692
CAGL0B04829g	NC_005968.1	462676	463631	+	956	786
CAGL0B04851g	NC_005968.1	463074	468096	-	5023	1871
CAGL0B04873g	NC_005968.1	468917	470405	+	1489	192
CAGL0B04895g	NC_005968.1	475072	477355	+	2284	377
CAGL0B04917g	NC_005968.1	477539	479174	-	1636	492
CAGL0B04939g	NC_005968.1	480361	482563	-	2203	656
CAGL0B04961g	NC_005968.1	482911	484207	+	1297	2538
CAGL0B04983g	NC_005968.1	484166	485036	+	871	959
CAGL0B05049g	NC_005968.1	487186	491998	+	4813	1225
CAGL0C00110g	NC_006026.1	1737	4284	-	2548	3329
CAGL0C00209g	NC_006026.1	11226	12939	-	1714	0
CAGL0C00231g	NC_006026.1	15916	17938	+	2023	506
CAGL0C00253g	NC_006026.1	18484	23710	-	5227	239
CAGL0C00275g	NC_006026.1	28113	29223	+	1111	553
CAGL0C00297g	NC_006026.1	29470	32020	+	2551	2226
CAGL0C00319g	NC_006026.1	31935	34077	-	2143	1630
CAGL0C00341g	NC_006026.1	34815	35565	+	751	766
CAGL0C00363g	NC_006026.1	35369	36599	-	1231	60
CAGL0C00385g	NC_006026.1	37253	40214	+	2962	1273
CAGL0C00407g	NC_006026.1	40815	42867	+	2053	272
CAGL0C00429g	NC_006026.1	43086	44190	+	1105	335
CAGL0C00451g	NC_006026.1	43779	44712	-	934	264
CAGL0C00473g	NC_006026.1	44821	52360	-	7540	1680
CAGL0C00495g	NC_006026.1	52679	53465	-	787	624
CAGL0C00517g	NC_006026.1	54154	57100	+	2947	1709
CAGL0C00539g	NC_006026.1	57175	59902	+	2728	2036
CAGL0C00561g	NC_006026.1	59454	61893	-	2440	264
CAGL0C00583g	NC_006026.1	62224	63796	+	1573	729
CAGL0C00605g	NC_006026.1	63957	65304	+	1348	374
CAGL0C00627g	NC_006026.1	65389	66883	+	1495	222
CAGL0C00649g	NC_006026.1	66983	68912	+	1930	3557
