# Program:featureCounts v2.0.3; Command:"featureCounts" "-p" "-T" "4" "-s" "2" "-t" "start_to_stop" "-g" "ID" "-a" "/Users/s1964600/Work/isoform_analysis_Dec2023/data/mock_annotations/BG2_GCA_014217725.1/mock_long_gene_400.gtf" "-o" "90_counts.txt" "90_aln.bam" "-R" "BAM" 
Geneid	Chr	Start	End	Strand	Length	90_aln.bam
GWK60_A04675	CP048230.1	485444	487304	-	1861	525400
GWK60_A04697	CP048230.1	497983	506875	+	8893	4
GWK60_B00011	CP048231.1	3667	7072	-	3406	0
GWK60_B00055	CP048231.1	13090	13720	+	631	18
GWK60_B00077	CP048231.1	12887	13841	-	955	0
GWK60_B00099	CP048231.1	14175	15207	+	1033	0
GWK60_B00121	CP048231.1	15108	16590	-	1483	4214
GWK60_B00143	CP048231.1	19247	20939	+	1693	2648
GWK60_B00165	CP048231.1	20345	24155	-	3811	3681
GWK60_B00187	CP048231.1	24485	25898	-	1414	3470
GWK60_B00209	CP048231.1	26407	27172	+	766	1632
GWK60_B00231	CP048231.1	26812	27478	-	667	25187
GWK60_B00253	CP048231.1	29305	31936	+	2632	23389
GWK60_B00275	CP048231.1	34232	35441	+	1210	19509
GWK60_B00297	CP048231.1	35873	37247	+	1375	20
GWK60_B00319	CP048231.1	38721	41634	+	2914	12062
GWK60_B00341	CP048231.1	40974	42624	-	1651	3139
GWK60_B00363	CP048231.1	45405	47826	+	2422	2268
GWK60_B00385	CP048231.1	47496	48852	-	1357	12159
GWK60_B00407	CP048231.1	54181	54778	+	598	116592
GWK60_B00429	CP048231.1	55618	57268	+	1651	694
GWK60_B00451	CP048231.1	56568	57795	-	1228	1118
GWK60_B00473	CP048231.1	57743	60383	-	2641	8550
GWK60_B00495	CP048231.1	60491	62342	-	1852	3898
GWK60_B00517	CP048231.1	62678	64649	-	1972	90194
GWK60_B00539	CP048231.1	66062	66692	+	631	1297
GWK60_B00561	CP048231.1	66607	68257	+	1651	37
GWK60_B00583	CP048231.1	68432	71270	+	2839	12666
GWK60_B00605	CP048231.1	70592	72617	-	2026	5449
GWK60_B00627	CP048231.1	73165	74902	-	1738	368
GWK60_B00649	CP048231.1	76074	77562	+	1489	52372
GWK60_B00671	CP048231.1	77070	77961	-	892	7231
GWK60_B00693	CP048231.1	78603	79971	+	1369	12504
GWK60_B00715	CP048231.1	79361	80678	-	1318	1462
GWK60_B00737	CP048231.1	80661	83469	-	2809	44617
GWK60_B00759	CP048231.1	83764	85480	-	1717	514
GWK60_B00781	CP048231.1	85815	87399	+	1585	47158
GWK60_B00803	CP048231.1	87385	89023	+	1639	767
GWK60_B00825	CP048231.1	88499	89480	-	982	1306
GWK60_B00847	CP048231.1	93991	96262	+	2272	1658
GWK60_B00891	CP048231.1	98961	101589	+	2629	5737
GWK60_B00913	CP048231.1	101303	102335	-	1033	46261
GWK60_B00935	CP048231.1	103080	104628	+	1549	8082
GWK60_B00957	CP048231.1	104275	105850	-	1576	6210
GWK60_B00979	CP048231.1	106169	108995	+	2827	11698
GWK60_B01001	CP048231.1	108425	110411	-	1987	4724
GWK60_B01023	CP048231.1	111567	112894	+	1328	152717
GWK60_B01045	CP048231.1	114776	115865	+	1090	9201
GWK60_B01067	CP048231.1	115211	116133	-	923	2736
GWK60_B01089	CP048231.1	117247	121390	+	4144	1518
GWK60_B01133	CP048231.1	122063	123083	+	1021	6294
GWK60_B01155	CP048231.1	122477	124934	-	2458	9615
GWK60_B01177	CP048231.1	125344	129076	-	3733	29410
GWK60_B01199	CP048231.1	129799	131743	+	1945	5669
GWK60_B01221	CP048231.1	131233	132139	-	907	14806
GWK60_B01243	CP048231.1	132241	133942	-	1702	8570
GWK60_B01265	CP048231.1	134237	135341	+	1105	3482
GWK60_B01287	CP048231.1	135293	137717	+	2425	5402
GWK60_B01309	CP048231.1	137847	139530	+	1684	1588
GWK60_B01331	CP048231.1	139599	141108	+	1510	3953
GWK60_B01353	CP048231.1	141251	146741	+	5491	7725
GWK60_B01375	CP048231.1	146125	147196	-	1072	4593
GWK60_B01397	CP048231.1	147557	148313	+	757	10474
GWK60_B01419	CP048231.1	148951	151549	+	2599	829
GWK60_B01441	CP048231.1	150817	153343	-	2527	2201
GWK60_B01463	CP048231.1	153259	155692	-	2434	12211
GWK60_B01507	CP048231.1	156284	158759	-	2476	5829
GWK60_B01529	CP048231.1	159653	162071	+	2419	2496
GWK60_B01551	CP048231.1	161381	163514	-	2134	908
GWK60_B01573	CP048231.1	164194	165463	+	1270	2476
GWK60_B01595	CP048231.1	165472	167482	+	2011	953
GWK60_B01617	CP048231.1	167384	168158	+	775	6575
GWK60_B01639	CP048231.1	167657	168929	-	1273	5188
GWK60_B01661	CP048231.1	168962	171071	-	2110	1843
GWK60_B01683	CP048231.1	171385	173653	+	2269	1782
GWK60_B01705	CP048231.1	174528	175152	+	625	370
GWK60_B01727	CP048231.1	174871	176932	-	2062	3089
GWK60_B01749	CP048231.1	177545	178520	+	976	8103
GWK60_B01771	CP048231.1	178729	181963	+	3235	14996
GWK60_B01793	CP048231.1	181416	183114	-	1699	2758
GWK60_B01815	CP048231.1	183420	185091	-	1672	370
GWK60_B01837	CP048231.1	185308	186700	+	1393	2284
GWK60_B01859	CP048231.1	186666	190428	+	3763	6868
GWK60_B01881	CP048231.1	189872	192206	-	2335	53777
GWK60_B01903	CP048231.1	192347	193550	-	1204	283
GWK60_B01925	CP048231.1	193750	196024	-	2275	8
GWK60_B01947	CP048231.1	196865	198602	+	1738	1778
GWK60_B01969	CP048231.1	197962	199189	-	1228	1908
GWK60_B01991	CP048231.1	201213	203478	+	2266	3384
GWK60_B02013	CP048231.1	203713	204904	+	1192	8931
GWK60_B02035	CP048231.1	204334	207997	-	3664	16727
GWK60_B02057	CP048231.1	208389	215157	-	6769	3901
GWK60_B02079	CP048231.1	215560	217783	+	2224	5465
GWK60_B02101	CP048231.1	217195	217918	-	724	4604
GWK60_B02123	CP048231.1	218033	219125	-	1093	1050
GWK60_B02145	CP048231.1	219721	222052	+	2332	4658
GWK60_B02167	CP048231.1	222603	224541	+	1939	5698
GWK60_B02189	CP048231.1	224111	226124	-	2014	1165
GWK60_B02211	CP048231.1	226645	230197	-	3553	10426
GWK60_B02233	CP048231.1	230190	232005	-	1816	2342
GWK60_B02255	CP048231.1	232068	233553	-	1486	3916
GWK60_B02277	CP048231.1	234728	236702	+	1975	16169
GWK60_B02299	CP048231.1	236102	237449	-	1348	46595
GWK60_B02321	CP048231.1	238381	240523	+	2143	55044
GWK60_B02343	CP048231.1	240864	242604	+	1741	21541
GWK60_B02365	CP048231.1	242850	244188	+	1339	5134
GWK60_B02387	CP048231.1	243696	245862	-	2167	5473
GWK60_B02409	CP048231.1	246986	248933	+	1948	38321
GWK60_B02431	CP048231.1	249151	250435	+	1285	28679
GWK60_B02453	CP048231.1	250748	252740	-	1993	2480
GWK60_B02475	CP048231.1	253234	256111	+	2878	8930
GWK60_B02497	CP048231.1	255443	256412	-	970	18
GWK60_B02519	CP048231.1	257664	259479	+	1816	3807
GWK60_B02541	CP048231.1	258811	260500	-	1690	2874
GWK60_B02563	CP048231.1	260620	263071	-	2452	53574
GWK60_B02585	CP048231.1	264539	266969	-	2431	5128
GWK60_B02607	CP048231.1	267312	267927	+	616	15748
GWK60_B02629	CP048231.1	268320	270456	+	2137	3526
GWK60_B02651	CP048231.1	269638	271336	-	1699	3573
GWK60_B02673	CP048231.1	271252	273100	-	1849	27314
GWK60_B02695	CP048231.1	273429	276513	-	3085	2729
GWK60_B02717	CP048231.1	276931	279040	-	2110	31393
GWK60_B02739	CP048231.1	279981	281031	-	1051	98026
GWK60_B02761	CP048231.1	281309	283559	-	2251	25157
GWK60_B02783	CP048231.1	284104	286321	-	2218	386
GWK60_B02805	CP048231.1	286911	289167	-	2257	236
GWK60_B02827	CP048231.1	290020	292213	-	2194	537
GWK60_B02849	CP048231.1	293262	295551	-	2290	3064
GWK60_B02871	CP048231.1	297335	299828	+	2494	8621
GWK60_B02893	CP048231.1	300948	302547	+	1600	66682
GWK60_B02915	CP048231.1	303869	305273	+	1405	233826
GWK60_B02937	CP048231.1	305138	307628	-	2491	5094
GWK60_B02959	CP048231.1	308045	311015	-	2971	1544
GWK60_B03003	CP048231.1	311846	315029	-	3184	4750
GWK60_B03025	CP048231.1	315269	316625	-	1357	986
GWK60_B03047	CP048231.1	316720	317422	-	703	4
GWK60_B03069	CP048231.1	318623	320498	+	1876	57792
GWK60_B03091	CP048231.1	320107	320947	-	841	13512
GWK60_B03113	CP048231.1	321443	324455	+	3013	1720
GWK60_B03135	CP048231.1	325089	327351	+	2263	3043
GWK60_B03157	CP048231.1	326797	328513	-	1717	8425
GWK60_B03179	CP048231.1	328476	329643	-	1168	2709
GWK60_B03201	CP048231.1	330203	332897	+	2695	6390
GWK60_B03223	CP048231.1	333268	338662	+	5395	4738
GWK60_B03245	CP048231.1	338101	342568	-	4468	17251
GWK60_B03267	CP048231.1	343823	345980	-	2158	3172
GWK60_B03289	CP048231.1	346026	347058	-	1033	6306
GWK60_B03311	CP048231.1	347431	350968	-	3538	260894
GWK60_B03333	CP048231.1	351656	353849	-	2194	25221
GWK60_B03355	CP048231.1	355233	356565	+	1333	5841
GWK60_B03377	CP048231.1	356779	360226	+	3448	9973
GWK60_B03399	CP048231.1	359521	361180	-	1660	8408
GWK60_B03421	CP048231.1	361014	363036	-	2023	15506
GWK60_B03443	CP048231.1	363170	363779	+	610	7265
GWK60_B03465	CP048231.1	363702	365772	+	2071	84977
GWK60_B03487	CP048231.1	366291	369657	+	3367	3081
GWK60_B03509	CP048231.1	370006	371797	+	1792	9067
GWK60_B03531	CP048231.1	372274	373489	+	1216	46486
GWK60_B03553	CP048231.1	373855	375694	+	1840	5563
GWK60_B03597	CP048231.1	376348	378565	+	2218	16462
GWK60_B03619	CP048231.1	378658	379969	+	1312	12127
GWK60_B03641	CP048231.1	380551	381949	+	1399	17831
GWK60_B03663	CP048231.1	382644	384567	+	1924	1393
GWK60_B03685	CP048231.1	384064	384748	-	685	6231
GWK60_B03707	CP048231.1	384405	385689	-	1285	12
GWK60_B03729	CP048231.1	385957	387277	+	1321	4997
GWK60_B03751	CP048231.1	386656	387310	-	655	101
GWK60_B03773	CP048231.1	387547	389242	+	1696	4276
GWK60_B03795	CP048231.1	389230	390220	+	991	5649
GWK60_B03817	CP048231.1	389816	392114	-	2299	8871
GWK60_B03839	CP048231.1	392655	394686	-	2032	6390
GWK60_B03861	CP048231.1	395386	397537	-	2152	10622
GWK60_B03883	CP048231.1	397775	399383	-	1609	5472
GWK60_B03905	CP048231.1	399543	400464	-	922	23219
GWK60_B03927	CP048231.1	400355	401795	-	1441	14955
GWK60_B03971	CP048231.1	402687	403920	+	1234	1676
GWK60_B03993	CP048231.1	403468	404872	-	1405	5033
GWK60_B04015	CP048231.1	405153	407253	+	2101	10262
GWK60_B04037	CP048231.1	406668	409653	-	2986	2917
GWK60_B04059	CP048231.1	411044	412337	+	1294	9840
GWK60_B04081	CP048231.1	414571	417673	+	3103	312
GWK60_B04103	CP048231.1	417597	418938	-	1342	485
GWK60_B04125	CP048231.1	419211	420699	-	1489	345937
GWK60_B04147	CP048231.1	420615	422613	-	1999	3202
GWK60_B04169	CP048231.1	422884	424912	+	2029	6618
GWK60_B04191	CP048231.1	425048	426719	+	1672	36111
GWK60_B04213	CP048231.1	426749	428330	+	1582	41273
GWK60_B04235	CP048231.1	427837	429085	-	1249	3210
GWK60_B04257	CP048231.1	429930	433821	+	3892	7435
GWK60_B04279	CP048231.1	433207	434146	-	940	4167
GWK60_B04301	CP048231.1	434181	436563	-	2383	4656
GWK60_B04323	CP048231.1	437818	440035	+	2218	341
GWK60_B04345	CP048231.1	439338	440589	-	1252	4632
GWK60_B04367	CP048231.1	441038	441842	+	805	19774
GWK60_B04389	CP048231.1	441713	443132	-	1420	25343
GWK60_B04411	CP048231.1	443964	445317	+	1354	17646
GWK60_B04433	CP048231.1	445075	446698	-	1624	33747
GWK60_B04455	CP048231.1	447144	448329	-	1186	6106
GWK60_B04477	CP048231.1	448679	449744	+	1066	1487
GWK60_B04499	CP048231.1	449183	452873	-	3691	7070
GWK60_B04521	CP048231.1	453361	454951	-	1591	1201
GWK60_B04543	CP048231.1	455321	456275	-	955	18635
GWK60_B04565	CP048231.1	456662	458067	+	1406	1977
GWK60_B04587	CP048231.1	457440	459360	-	1921	2065
GWK60_B04609	CP048231.1	459374	460679	-	1306	1671
GWK60_B04631	CP048231.1	461759	462959	+	1201	56
GWK60_B04653	CP048231.1	463089	464748	+	1660	20567
GWK60_B04675	CP048231.1	465042	465997	+	956	6877
GWK60_B04697	CP048231.1	465440	470462	-	5023	12614
GWK60_B04719	CP048231.1	471283	472771	+	1489	595
GWK60_B04741	CP048231.1	477439	479722	+	2284	1094
GWK60_B04763	CP048231.1	479911	481546	-	1636	23261
GWK60_B04785	CP048231.1	482719	484921	-	2203	3808
GWK60_B04807	CP048231.1	485269	486565	+	1297	6101
GWK60_B04829	CP048231.1	486524	487394	+	871	10975
GWK60_B04895	CP048231.1	489548	494360	+	4813	4607
GWK60_B04917	CP048231.1	500565	511083	+	10519	0
GWK60_C00011	CP048232.1	2618	5165	-	2548	25
GWK60_C00033	CP048232.1	14058	15729	-	1672	811
GWK60_C00055	CP048232.1	18654	20676	+	2023	1321
GWK60_C00077	CP048232.1	21225	26166	-	4942	1388
GWK60_C00099	CP048232.1	30573	31683	+	1111	47966
GWK60_C00121	CP048232.1	31928	34478	+	2551	6163
GWK60_C00143	CP048232.1	34393	36535	-	2143	61640
GWK60_C00165	CP048232.1	37298	38048	+	751	9863
GWK60_C00187	CP048232.1	37853	39083	-	1231	405
GWK60_C00209	CP048232.1	39722	42674	+	2953	7915
GWK60_C00231	CP048232.1	43275	45327	+	2053	3886
GWK60_C00253	CP048232.1	45546	46650	+	1105	9461
GWK60_C00275	CP048232.1	46239	47172	-	934	6945
GWK60_C00297	CP048232.1	47286	54825	-	7540	9771
GWK60_C00319	CP048232.1	55145	55931	-	787	3493
GWK60_C00341	CP048232.1	56618	59558	+	2941	8241
GWK60_C00363	CP048232.1	60236	62354	+	2119	22636
GWK60_C00385	CP048232.1	61906	64345	-	2440	1310
GWK60_C00407	CP048232.1	64676	66248	+	1573	3598
GWK60_C00429	CP048232.1	66409	67756	+	1348	2663
GWK60_C00451	CP048232.1	67841	69335	+	1495	3829
GWK60_C00473	CP048232.1	69435	71364	+	1930	69552
GWK60_C00495	CP048232.1	71832	74745	+	2914	35712
GWK60_C00517	CP048232.1	74836	76183	+	1348	2134
GWK60_C00539	CP048232.1	76143	77115	-	973	1577
GWK60_C00561	CP048232.1	77073	79923	-	2851	2798
GWK60_C00583	CP048232.1	80123	82880	-	2758	4268
GWK60_C00605	CP048232.1	88503	89133	+	631	129
GWK60_C00627	CP048232.1	90376	96229	+	5854	4285
GWK60_C00649	CP048232.1	96593	97427	+	835	0
GWK60_C00671	CP048232.1	101138	104006	+	2869	10512
GWK60_C00693	CP048232.1	110892	115938	+	5047	35218
GWK60_C00715	CP048232.1	116630	117977	+	1348	6515
GWK60_C00737	CP048232.1	118231	119704	+	1474	4608
GWK60_C00759	CP048232.1	119167	122332	-	3166	26864
GWK60_C00781	CP048232.1	122959	125512	-	2554	17056
GWK60_C00803	CP048232.1	126245	127796	+	1552	21041
