"","gene","baseMean","log2FC","stderror","padj","standard_cg","database_cg","systematic_sc","standard_sc","database_sc"
"29","CAGL0C01419g",37.3761518289105,-1.63903968021263,0.548352413629836,0.00921117879883778,"","CAL0127510","YPL184C","MRN1","S000006105"
"30","CAGL0C01639g",2288.57486342282,-1.96653187954471,0.179024832414704,5.81211732411751e-26,"","CAL0127644","YBR247C","ENP1","S000000451"
"31","CAGL0C01749g",765.032518443783,-1.86414562309931,0.277245607824797,3.07393881719709e-10,"","CAL0127512","YBR242W","YBR242W","S000000446"
"32","CAGL0C02519g",1546.69095166677,-1.61660405815695,0.212872838843846,8.38544645296212e-13,"","CAL0127248","YER028C","MIG3","S000000830"
"33","CAGL0C02827g",945.298719999118,-1.20750031683115,0.214036624453564,1.84594272912782e-07,"","CAL0127448","YOR264W","DSE3","S000005790"
"34","CAGL0C03355g",35.5722822937337,-1.5801278328943,0.567840497025645,0.0159027342448077,"","CAL0127278","YNR054C","ESF2","S000005337"
"35","CAGL0C03369g",5563.80182160931,-1.32481133681508,0.209893432396031,3.98972152425089e-09,"","CAL0127296","YNR053C","NOG2","S000005336"
"36","CAGL0C03531g",2595.49631318454,-1.05799362996879,0.219050587015153,1.04398318412182e-05,"","CAL0127598","YNR046W","TRM112","S000005329"
"37","CAGL0C04565g",213.771374702079,-1.37027732481443,0.295054945885302,2.40178247602076e-05,"","CAL0127468","YJR097W","JJJ3","S000003858"
"38","CAGL0C04785g",225.552573470202,-1.39645029528333,0.271759357746745,2.40201039073197e-06,"","CAL0127540","YJR115W","YJR115W","S000003876"
"39","CAGL0C04917g",60.0229092674685,-1.4088046172683,0.492615712546996,0.0130011224318477,"","CAL0127438","YJR109C","CPA2","S000003870"
"40","CAGL0D00220g",1290.97038310968,-1.67548993620906,0.229536263841305,6.66542675314795e-12,"","CAL0128389","YAL059W","ECM1","S000000055"
"41","CAGL0D00462g",585.26032083075,-1.03342256717808,0.229085816902182,4.23742022461626e-05,"","CAL0127951","YKL185W","ASH1","S000001668"
"42","CAGL0D00550g",5449.8771643261,-1.2651184628766,0.231250343830244,4.53142463593031e-07,"","CAL0128461","YKL181W","PRS1","S000001664"
"43","CAGL0D00880g",1986.87277764604,-1.42205370587743,0.235265971554575,1.93426852777773e-08,"","CAL0128097","YDL060W","TSR1","S000002218"
"44","CAGL0D01188g",117271.850603674,-1.00551789431819,0.174246639045197,9.08700986001563e-08,"TEF1","CAL0128411","YPR080W","TEF1","S000006284"
"45","CAGL0D01562g",2271.72540986686,-1.12343771440754,0.323398483550531,0.00216918941265463,"FCY1","CAL0127965","YPR062W","FCY1","S000006266"
"46","CAGL0D02706g",1128.05971675692,-1.143413031828,0.186774034955018,1.25438604848634e-08,"","CAL0128053","YHR197W","RIX1","S000001240"
"47","CAGL0D02838g",1321.15796545858,-1.57351602601583,0.199029205096658,8.21621464442921e-14,"","CAL0128129","YLL034C","RIX7","S000003957"
"48","CAGL0D02860g",453.163039932597,-1.49032780378825,0.216883201164941,1.20779476535628e-10,"","CAL0128373","YLL033W","IRC19","S000003956"
"49","CAGL0D03410g",1631.31155190811,-1.04018075746756,0.21799043086751,1.37322895205619e-05,"","CAL0128101","YJL025W","RRN7","S000003562"
"50","CAGL0D03674g",3938.3537673777,-1.34728920749057,0.171847536747647,1.35027731121023e-13,"","CAL0128197","YPL226W","NEW1","S000006147"
"51","CAGL0D04180g",1804.00856800519,-1.32936673310779,0.188482517806121,3.59250166840172e-11,"","CAL0128371","YIL091C","UTP25","S000001353"
"52","CAGL0D04620g",224.332441865474,-2.16672845485837,0.392947391036077,3.60477914160325e-07,"","CAL0128517","YPR119W","CLB2","S000006323"
"53","CAGL0D04642g",472.92953178071,-1.3565670046322,0.206535035727339,8.19650875409942e-10,"","CAL0127957","YPR120C","CLB5","S000006324"
"54","CAGL0D04884g",2065.06593380874,-1.4166306939918,0.20252158840828,5.29183993197927e-11,"","CAL0128415","YPR137W","RRP9","S000006341"
"55","CAGL0D05236g",460.000126189096,-1.61208116267898,0.209180729850228,3.67402573622143e-13,"","CAL0128143","YFR032C","RRT5","S000001928"
"56","CAGL0D05500g",1581.50754092778,-1.24264995352655,0.207453885835076,2.65259489264558e-08,"","CAL0128387","YGR187C","HGH1","S000003419"
"57","CAGL0D05588g",1478.81763664286,-1.02951874878852,0.207448296339233,5.60203493326859e-06,"","CAL0128449","YLL011W","SOF1","S000003934"
"58","CAGL0E00517g",1441.83943142407,-1.69562039959714,0.247757164044435,1.43971583284064e-10,"","CAL0128900","YCR087C-A","YCR087C-A","S000007223"
"59","CAGL0E00979g",1786.2560924432,-1.24166844273691,0.181834478003301,1.59612435874027e-10,"","CAL0128862","YDR165W","TRM82","S000002572"
"60","CAGL0E01331g",6508.71482263662,-1.37745867624974,0.171837335351154,3.54937441952781e-14,"SWI5","CAL0128722","YDR146C","SWI5","S000002553"
"61","CAGL0E01925g",825.701505638371,-1.5207643946217,0.182254383266395,2.89485353192659e-15,"","CAL0128920","YOL124C","TRM11","S000005484"
"62","CAGL0E02255g",868.379038829294,-2.95808681022624,0.353842326638977,2.55472559464944e-15,"","CAL0129082","YOL109W","ZEO1","S000005469"
"63","CAGL0E02343g",841.696177487563,-1.61648313492635,0.192664011604298,2.04217108821897e-15,"","CAL0128994","YOL010W","RCL1","S000005370"
"64","CAGL0E02673g",1399.3989380187,-1.68496124967894,0.201371010480504,2.45627782722704e-15,"","CAL0128912","YOR004W","UTP23","S000005530"
"65","CAGL0E02959g",755.635160182615,-1.00215175717751,0.168338216378671,3.27436071991871e-08,"","CAL0128648","YGR150C","CCM1","S000003382"
"66","CAGL0E03069g",1977.0665999256,-1.35645817907238,0.2120137331017,2.36699509945579e-09,"","CAL0128576","YGR145W","ENP2","S000003377"
"67","CAGL0E03245g",6335.1071787504,-1.8520395681637,0.223857493504464,4.97941776692608e-15,"","CAL0129126","YGR159C","NSR1","S000003391"
"68","CAGL0E03289g",4251.44938695631,-1.52722747441697,0.227492138180107,3.27274615914881e-10,"","CAL0128684","YGR162W","TIF4631","S000003394"
"69","CAGL0E05434g",566.193868756725,-1.17053236049345,0.235892650658119,5.61128383634552e-06,"","CAL0128864","YOR337W","TEA1","S000005864"
"70","CAGL0E05456g",1496.35990855116,-1.91228826695967,0.376856077420498,3.25544445451545e-06,"","CAL0128820","YOR338W","YOR338W","S000005865"
"71","CAGL0E05478g",1735.9209079457,-1.66607885166374,0.206200104074963,2.20717345751148e-14,"","CAL0128572","YOR340C","RPA43","S000005867"
"72","CAGL0E05500g",2628.21479392375,-1.49677334080001,0.283084875656948,1.15463868224914e-06,"","CAL0128962","YOR341W","RPA190","S000005868"
"73","CAGL0E05522g",594.29296797979,-2.04890321742343,0.206081380104523,2.57595390391036e-21,"","CAL0128916","YOR342C","YOR342C","S000005869"
"74","CAGL0E05764g",824.008845605984,-1.22138794763846,0.190254312160798,2.07043605988971e-09,"","CAL0128858","YPL212C","PUS1","S000006133"
"75","CAGL0E05874g",2790.20100744365,-1.36596408486691,0.169566756532953,2.6569358474109e-14,"","CAL0128694","YPL217C","BMS1","S000006138"
"76","CAGL0F00407g",4818.89258720016,-1.91182275345768,0.180808308677232,4.59132477819254e-24,"","CAL0129185","YJR070C","LIA1","S000003831"
"77","CAGL0F00561g",1102.58162912899,-1.55349066502304,0.220731847685683,3.97114199783057e-11,"","CAL0131128","YJR063W","RPA12","S000003824"
"78","CAGL0F01023g",1328.87706339332,-1.39049958384571,0.187390962693628,2.83942099756576e-12,"","CAL0130862","YOL041C","NOP12","S000005401"
"79","CAGL0F01177g",1648.08181879884,-1.17489406800087,0.193006751053621,1.51653476280255e-08,"","CAL0129631","YOL036W","YOL036W","S000005396"
"80","CAGL0F01287g",6052.04434768959,-1.24712793754507,0.176599101378134,3.38950240615416e-11,"GAS5","CAL0129998","YOL030W","GAS5","S000005390"
"81","CAGL0F01463g",110626.874956068,-2.67772118687162,0.213782491584468,1.35626225300178e-33,"TIR1","CAL0129864","YOR010C","TIR2","S000005536"
"82","CAGL0F01925g",709.311659964902,-1.14097505058655,0.207072638275019,3.67297398428684e-07,"","CAL0129990","YLR051C","FCF2","S000004041"
"83","CAGL0F02541g",4178.02079219126,-1.11906492273058,0.17666336446588,3.48652161258667e-09,"","CAL0129392","YDR398W","UTP5","S000002806"
"84","CAGL0F02563g",4682.4441295305,-1.50502455407493,0.227493237791229,6.05013820564612e-10,"HPT1","CAL0131144","YDR399W","HPT1","S000002807"
"85","CAGL0F02849g",5078.09268751106,-1.14692271801586,0.162649947300882,3.61710494044798e-11,"","CAL0129164","YDR412W","RRP17","S000002820"
"86","CAGL0F03927g",9857.74194092908,-1.74865939608179,0.274150417809814,2.65703272688445e-09,"","CAL0129288","YMR217W","GUA1","S000004830"
"87","CAGL0F04103g",5397.19767263688,-1.2154548388986,0.234238479127504,1.88364755474232e-06,"","CAL0129814","YBL028C","YBL028C","S000000124"
"88","CAGL0F04433g",3933.58706536984,-1.39510149656321,0.199388122306001,5.26056682752713e-11,"URA7","CAL0131306","YBL039C","URA7","S000000135"
"89","CAGL0F04499g",6958.52371795766,-1.46066902819974,0.226919597976782,1.87190432063859e-09,"","CAL0129568","YBL042C","FUI1","S000000138"
"90","CAGL0F04983g",1697.65244329588,-1.54059768006906,0.227398360032545,2.23395846534538e-10,"","CAL0130982","YLR276C","DBP9","S000004266"
"91","CAGL0F05115g",7189.46448401345,-1.13475446440055,0.23027817421952,6.54713589836044e-06,"","CAL0131126","YLR413W","INA1","S000004405"
"92","CAGL0F05621g",313.251476006967,-1.19786200889517,0.224381312224406,9.02170152328044e-07,"","CAL0129434","YDR191W","HST4","S000002599"
"93","CAGL0F05709g",147.582949959402,-2.11587091987702,0.341665814972572,8.26431404562991e-09,"","CAL0131110","YDR184C","ATC1","S000002592"
"94","CAGL0F05885g",1252.34801876136,-1.51013629390724,0.183788149978546,7.81308165410017e-15,"","CAL0131070","YMR032W","HOF1","S000004635"
"95","CAGL0F06501g",1060.88014603498,-1.06706490771029,0.265106720100522,0.000307296413942401,"","CAL0131182","YMR062C","ARG7","S000004666"
"96","CAGL0F06809g",1376.52266370113,-1.48723086306581,0.226810477154764,8.74375375135629e-10,"","CAL0131296","YIR026C","YVH1","S000001465"
"97","CAGL0F06875g",6516.61532711774,-1.0357660769562,0.247680171558598,0.000164471170244666,"","CAL0130944","YIR034C","LYS1","S000001473"
"98","CAGL0F07139g",2909.42981541493,-1.2214313899905,0.171299025051752,2.15935912131129e-11,"","CAL0130980","YGL120C","PRP43","S000003088"
"99","CAGL0F07579g",14269.8763452053,-1.41503295687129,0.591307558110698,0.0410754009132656,"CWP1.2","CAL0131192","YKL096W","CWP1","S000001579"
"100","CAGL0F07601g",38811.694823508,-1.5133260749266,0.286408677649364,1.17517120613485e-06,"CWP1.1","CAL0131282","YKL096W-A","CWP2","S000001956"
"101","CAGL0F07623g",1141.79996269139,-1.2672068507759,0.197133705387238,1.96524906181058e-09,"","CAL0131288","YKL098W","MTC2","S000001581"
"102","CAGL0F07645g",677.512218778959,-1.5619307713185,0.222217960496104,4.22130628447024e-11,"","CAL0131190","YKL099C","UTP11","S000001582"
"103","CAGL0F08129g",3157.28972029345,-1.71352765145496,0.215998421043669,6.68980900767219e-14,"SDA1","CAL0129292","YGR245C","SDA1","S000003477"
"104","CAGL0F09075g",3607.23999872784,-1.02018357969713,0.225838879130256,4.14175607248049e-05,"","CAL0129548","YHR205W","SCH9","S000001248"
"105","CAGL0G00154g",20267.6386605226,-1.03575264864425,0.201338166009009,2.33722043577516e-06,"","CAL0137601","YGR285C","ZUO1","S000003517"
"106","CAGL0G00264g",2460.06143415756,-2.0886929579689,0.191331106537455,1.20119373382267e-25,"","CAL0129340","YGR280C","PXR1","S000003512"
"107","CAGL0G00924g",2381.51123332621,-1.05410683886632,0.156184772636327,2.62222369444812e-10,"GLM5","CAL0137583","YLR336C","SGD1","S000004328"
"108","CAGL0G01078g",61299.8819888939,-1.03222799046893,0.26622217899476,0.000526599137561971,"","CAL0129443","YLR344W","RPL26A","S000004336"
"109","CAGL0G01826g",53726.9501304433,-1.0182714006628,0.275228552251085,0.000997635014224285,"","CAL0137763","YPR102C","RPL11A","S000006306"
"110","CAGL0G02409g",1294.63222670938,-1.58872329194155,0.289232007075945,4.01475616581054e-07,"SRP40","CAL0130749","YKR092C","SRP40","S000001800"
"111","CAGL0G02453g",42.1474542488081,-1.6247400523899,0.55889778036526,0.0114370856212131,"","CAL0129352","YKR093W","PTR2","S000001801"
"112","CAGL0G02629g",792.617252429482,-1.49405069685855,0.243612600261072,1.17707379292996e-08,"","CAL0129180","YIL096C","BMT5","S000001358"
"113","CAGL0G02761g",1629.70393763106,-1.14380372582726,0.171392163497597,4.20695472559815e-10,"","CAL0130727","YIL103W","DPH1","S000001365"
"114","CAGL0G03443g",5430.1663263405,-1.23559367010327,0.259662659213611,1.45973291846908e-05,"","CAL0137765","YER110C","KAP123","S000000912"
"115","CAGL0G03927g",127.078042048503,-1.68050873554794,0.373914891790174,4.51893270542301e-05,"TPO1_1","CAL0137711","YLL028W","TPO1","S000003951"
"116","CAGL0G04411g",8032.01358808521,-1.25185124473171,0.313134946137723,0.000337265860430613,"","CAL0137661","YJL109C","UTP10","S000003645"
"117","CAGL0G04631g",9127.09344291963,-1.21111877354981,0.196035227370781,8.9984816712617e-09,"","CAL0130225","YDR492W","IZH1","S000002900"
"118","CAGL0G04983g",1790.87491881389,-1.34883802837978,0.165058314873989,1.10132305683692e-14,"","CAL0137605","YLR363W-A","YLR363W-A","S000007620"
"119","CAGL0G05379g",626.810980974787,-1.00048711286331,0.225440905663262,5.69826719477596e-05,"","CAL0137633","YNL199C","GCR2","S000005143"
"120","CAGL0G05566g",1803.68826207704,-1.94082083947854,0.221228810212242,9.0090255861526e-17,"","CAL0130661","YDL222C","FMP45","S000002381"
"121","CAGL0G05588g",49.6543386927456,-1.08886480179925,0.430084886816462,0.0298719872172204,"","CAL0130659","YDL220C","CDC13","S000002379"
"122","CAGL0G05632g",126.592312547941,-1.77949302610442,0.419538667029698,0.000129365919740951,"","CAL0130596","YDL218W","YDL218W","S000002377"
"123","CAGL0G05742g",1417.74709354817,-2.18494659188748,0.182577185062065,1.10025321158071e-30,"","CAL0130025","YDL213C","NOP6","S000002372"
"124","CAGL0G05808g",528.024671867832,-1.0520330983088,0.178525295529746,4.57727242115685e-08,"","CAL0130478","YDL211C","YDL211C","S000002370"
"125","CAGL0G05896g",4055.55046226177,-1.36105423822102,0.251420779694845,6.09207418445271e-07,"","CAL0130797","YHR143W","DSE2","S000001186"
"126","CAGL0G05940g",74674.2371510803,-1.01779890717841,0.282390916136373,0.00139567154467724,"","CAL0129156","YHR141C","RPL42B","S000001183"
"127","CAGL0G06248g",3930.61893699841,-1.52491961306095,0.18696882926814,1.22939628229122e-14,"","CAL0130408","YAL025C","MAK16","S000000023"
"128","CAGL0G07106g",3044.30246172725,-1.45811831659548,0.249531893270861,6.02386840987236e-08,"APT1","CAL0130544","YML022W","APT1","S000004484"
"129","CAGL0G07535g",3090.30318238826,-1.54455007272553,0.170568708271987,8.63049522695437e-18,"","CAL0130446","YOR294W","RRS1","S000005820"
"130","CAGL0G07557g",31.2208816468655,-1.58544805479436,0.500537531648318,0.00554557125004475,"","CAL0130171","YOR295W","UAF30","S000005821"
"131","CAGL0G07843g",5240.98827860345,-1.38080105027966,0.204776044582946,2.72553215279613e-10,"","CAL0137773","YGR103W","NOP7","S000003335"
"132","CAGL0G07975g",899.798390481907,-1.23325707472839,0.205655899476309,2.55846627931483e-08,"","CAL0130153","YNR038W","DBP6","S000005321"
"133","CAGL0G08019g",796.961692502228,-1.24286885774724,0.292229594310475,0.000123609936438015,"","CAL0129369","YDR090C","ILT1","S000002497"
"134","CAGL0G08041g",5412.73540221822,-1.37791357505743,0.225279016757284,1.28394663589751e-08,"","CAL0129825","YDR091C","RLI1","S000002498"
"135","CAGL0G08668g",2597.39002088692,-1.67427104684712,0.24558245502339,1.69810084979282e-10,"","CAL0137725","YIL123W","SIM1","S000001385"
"136","CAGL0G09273g",454.861469396075,-1.22255115958971,0.299907941688964,0.000251864579581209,"","CAL0129313","YGR197C","SNG1","S000003429"
"137","CAGL0G09515g",995.113377053185,-1.19218191278653,0.225812172354796,1.20066480550217e-06,"","CAL0129456","YOR190W","SPR1","S000005716"
"138","CAGL0G10021g",398.386838369483,-1.16219690054028,0.268779788597739,9.25374199046394e-05,"","CAL0129918","YPR186C","PZF1","S000006390"
"139","CAGL0G10043g",6294.01729991094,-1.11506139950007,0.187701560254469,3.51865818747407e-08,"","CAL0129249","YPR187W","RPO26","S000006391"
"140","CAGL0H01177g",4070.1950264382,-1.56527067553446,0.670579684603319,0.0465980865066168,"","CAL0131968","YDR284C","DPP1","S000002692"
"141","CAGL0H02079g",1328.08107032248,-1.16884013927178,0.197568062150942,4.03400968116181e-08,"","CAL0132028","YHR088W","RPF1","S000001130"
"142","CAGL0H02189g",1475.40199128441,-1.3681022874896,0.157389809911323,1.75815254509875e-16,"","CAL0131664","YMR269W","TMA23","S000004882"
"143","CAGL0H02431g",53.2991995675623,-1.84088917680354,0.473367498554942,0.000504561501489916,"","CAL0132018","YMR259C","TRM732","S000004872"
"144","CAGL0H02695g",1260.33024497039,-1.72762556638662,0.239024254274032,1.10174491222081e-11,"","CAL0129886","YKR058W","GLG1","S000001766"
"145","CAGL0H02937g",1655.4836746841,-1.09774977051422,0.227901374533729,1.1099674167831e-05,"","CAL0130575","YJL069C","UTP18","S000003605"
"146","CAGL0H02959g",56.3535566095746,-1.36891387305772,0.566541245268208,0.0388637413695268,"TOS8","CAL0131890","YGL096W","TOS8","S000003064"
"147","CAGL0H03377g",1923.83702138916,-1.2971385204696,0.262920607443072,6.38506548778612e-06,"DBP3","CAL0131546","YGL078C","DBP3","S000003046"
"148","CAGL0H03773g",1789.41275374015,-1.67526369497298,0.24846833134241,2.72758927519882e-10,"","CAL0131530","YNL002C","RLP7","S000004947"
"149","CAGL0H04807g",896.118887128161,-1.00661292438828,0.212971863127952,1.69202741026885e-05,"","CAL0130500","YML014W","TRM9","S000004476"
"150","CAGL0H05709g",4259.97370740092,-1.87364802066291,0.216481241265631,2.39536722109506e-16,"","CAL0131474","YPL093W","NOG1","S000006014"
"151","CAGL0H06985g",4640.81816310893,-1.60198965328053,0.181273968902114,5.28815473970729e-17,"","CAL0130551","YML093W","UTP14","S000004558"
"152","CAGL0H07161g",185.719913673183,-1.14161356857869,0.242776276318574,1.87971614623812e-05,"","CAL0131978","YDR317W","HIM1","S000002725"
"153","CAGL0H07271g",378.193577701481,-1.09723474074513,0.205601229656009,9.09407726564508e-07,"","CAL0130307","YDR315C","IPK1","S000002723"
"154","CAGL0H07491g",577.357433090273,-1.33232950208502,0.208654293646782,2.55548495910261e-09,"","CAL0131776","YBR158W","AMN1","S000000362"
"155","CAGL0H07975g",1944.20380154866,-1.1712432352556,0.21992108413249,9.60512402056543e-07,"","CAL0129821","YDL051W","LHP1","S000002209"
"156","CAGL0H08778g",487.314493406051,-1.61154967035201,0.196914374236113,1.01057125971782e-14,"","CAL0132042","YPR042C","PUF2","S000006246"
"157","CAGL0H09064g",4961.06811761286,-1.44475157615987,0.26493427175773,4.97169823359259e-07,"FUR1","CAL0131842","YHR128W","FUR1","S000001170"
"158","CAGL0H09438g",399.569954750789,-1.11171917142588,0.246718257745703,4.3223462950903e-05,"","CAL0130277","YER016W","BIM1","S000000818"
"159","CAGL0H09724g",2252.7651396601,-1.68354023934367,0.229398508935332,5.08401067009067e-12,"","CAL0131974","YER006W","NUG1","S000000808"
"160","CAGL0H10076g",45.9718816816309,-3.7625304424268,0.546801035061792,1.13570395297005e-10,"","CAL0131608","YBR054W","YRO2","S000000258"
"161","CAGL0H10406g",1853.26117649943,-1.04531998069044,0.212819387050306,7.08197363771027e-06,"","CAL0130134","YDL112W","TRM3","S000002270"
"162","CAGL0I00550g",208.854446478093,-1.68470455787505,0.368456598098824,3.29858646303546e-05,"","CAL0132606","YLR297W","YLR297W","S000004288"
"163","CAGL0I01606g",1342.23996458685,-1.39420535878324,0.186246076612244,1.80672381092081e-12,"","CAL0132502","YJR041C","URB2","S000003802"
"164","CAGL0I01826g",1087.54955735646,-1.4573697286669,0.228124343548987,2.51099612402484e-09,"","CAL0130023","YHR148W","IMP3","S000001191"
"165","CAGL0I01848g",1152.98643046109,-1.14608766663617,0.172087942015994,4.55733645000644e-10,"","CAL0132186","YHR149C","SKG6","S000001192"
"166","CAGL0I01914g",334.659161242484,-1.50248148602255,0.312886870047652,1.19151797984079e-05,"","CAL0129955","YHR152W","SPO12","S000001195"
"167","CAGL0I02354g",1390.26364415034,-1.40523635164833,0.19899535878657,3.38950240615416e-11,"","CAL0132148","YHR169W","DBP8","S000001212"
"168","CAGL0I02398g",2387.76281657431,-1.26146118044726,0.197832160415814,2.68478532717938e-09,"","CAL0132434","YHR170W","NMD3","S000001213"
"169","CAGL0I02926g",3426.58559247347,-1.29758082407891,0.216424224011586,2.5702469679224e-08,"","CAL0132284","YDR496C","PUF6","S000002904"
"170","CAGL0I03080g",7774.87599001107,-1.00713542889919,0.251767835399431,0.000335541921874886,"URA3","CAL0130376","YEL021W","URA3","S000000747"
"171","CAGL0I03234g",8501.63073526003,-1.58504470705555,0.259076523521208,1.27469605541359e-08,"","CAL0132644","YEL026W","SNU13","S000000752"
"172","CAGL0I03344g",594.739180049521,-1.37489255780463,0.211962935805074,1.37457092326701e-09,"","CAL0130127","YDL167C","NRP1","S000002326"
"173","CAGL0I03608g",2160.89448477551,-1.45116064337405,0.165097326256131,7.90010428155739e-17,"","CAL0132424","YDL153C","SAS10","S000002312"
"174","CAGL0I03630g",1134.87814084528,-1.09760533893948,0.181214763707682,1.8134395121551e-08,"","CAL0132728","YDL150W","RPC53","S000002309"
"175","CAGL0I04730g",3879.3929933997,-1.59381725486711,0.221428022195904,1.35441009186811e-11,"HMT1","CAL0132500","YBR034C","HMT1","S000000238"
"176","CAGL0I04818g",1756.96503834145,-1.3929045868638,0.175259325785619,5.98329461448776e-14,"","CAL0132482","YBR038W","CHS2","S000000242"
"177","CAGL0I05500g",1701.5710092184,-1.05909446103815,0.226055643156837,2.01258622553006e-05,"PRS2","CAL0132730","YER099C","PRS2","S000000901"
"178","CAGL0I05588g",896.645047043517,-1.19230028199184,0.214440716211856,2.84838547253118e-07,"","CAL0130322","YNR015W","SMM1","S000005298"
"179","CAGL0I05764g",1342.56126542397,-1.39991954035848,0.229476467326023,1.4078301246036e-08,"","CAL0129746","YNR009W","NRM1","S000005292"
"180","CAGL0I06006g",1765.23496855517,-1.60947756379514,0.172667734051039,8.59144442430411e-19,"","CAL0132598","YJL148W","RPA34","S000003684"
"181","CAGL0I06490g",1203.85860436382,-1.5099291395114,0.200025814861948,1.1771351669497e-12,"","CAL0132614","YPR169W","JIP5","S000006373"
"182","CAGL0I07975g",1740.76284999464,-1.61722717424956,0.175288123225298,1.95125466550106e-18,"","CAL0130217","YOL077C","BRX1","S000005437"
"183","CAGL0I08393g",1244.60908861575,-1.12549006135701,0.298321395919553,0.000762528836912765,"TIF3","CAL0132098","YPR163C","TIF3","S000006367"
"184","CAGL0I08547g",2905.18627877419,-1.36855496503236,0.229564470484175,3.12737889889853e-08,"","CAL0132088","YER156C","MYG1","S000000958"
"185","CAGL0I09152g",334.132824502245,-1.26754157657606,0.237890043906369,9.49077360252196e-07,"","CAL0132262","YBR257W","POP4","S000000461"
