identity,coverage,qlength,slength,alength,bitscore,E-value,norm_bitscore,qcov,scov,query_y,subject_y
38.397,65.0,502.0,382.0,237.0,134.0,9.41e-05,0.26693227091633465,0.4721115537848606,0.6204188481675392,XP_445424.1,NP_009343.1
33.645,59.0,180.0,174.0,107.0,56.6,4.35e-11,0.31444444444444447,0.5944444444444444,0.6149425287356322,XP_448019.1,NP_009346.1
81.653,100.0,713.0,704.0,714.0,1231.0,0.0,1.726507713884993,1.0,1.0,XP_448802.1,NP_009347.1
72.047,95.0,783.0,769.0,762.0,1056.0,0.0,1.3486590038314177,0.9731800766283525,0.9908972691807543,XP_449878.1,NP_009348.2
53.725,96.0,1047.0,994.0,1020.0,1033.0,0.0,0.9866284622731614,0.9742120343839542,1.0,XP_449877.1,NP_009349.3
60.0,99.0,246.0,247.0,245.0,303.0,1.34e-105,1.2317073170731707,0.9959349593495935,0.9919028340080972,XP_448016.1,NP_009350.1
66.768,99.0,662.0,649.0,659.0,906.0,0.0,1.3685800604229608,0.9954682779456193,1.0,XP_449876.1,NP_009351.1
28.593,89.0,622.0,814.0,661.0,145.0,4.62e-37,0.23311897106109325,1.0,0.812039312039312,XP_449875.1,NP_009352.2
47.748,93.0,118.0,114.0,111.0,102.0,5.0199999999999996e-30,0.864406779661017,0.940677966101695,0.9736842105263158,XP_449874.1,NP_009353.1
55.294,100.0,170.0,172.0,170.0,181.0,1.08e-59,1.0647058823529412,1.0,0.9883720930232558,XP_449872.1,NP_009355.3
41.836,99.0,785.0,805.0,839.0,594.0,0.0,0.756687898089172,1.0,1.0,XP_449871.1,NP_009356.1
62.857,99.0,415.0,415.0,420.0,549.0,0.0,1.3228915662650602,1.0,1.0,XP_449861.1,NP_009358.1
56.948,97.0,854.0,840.0,878.0,881.0,0.0,1.031615925058548,1.0,1.0,XP_449862.1,NP_009359.1
47.704,64.0,580.0,617.0,392.0,355.0,4.91e-116,0.6120689655172413,0.6758620689655173,0.6353322528363047,XP_449863.1,NP_009360.1
58.491,94.0,269.0,263.0,265.0,306.0,3.1099999999999997e-106,1.137546468401487,0.9851301115241635,1.0,XP_449864.1,NP_009361.1
93.173,99.0,500.0,501.0,498.0,947.0,0.0,1.894,0.996,0.9940119760479041,XP_449865.1,NP_009362.1
95.393,100.0,369.0,369.0,369.0,688.0,0.0,1.8644986449864498,1.0,1.0,XP_449869.1,NP_009364.1
77.349,100.0,1002.0,971.0,1011.0,1261.0,0.0,1.2584830339321358,1.0,1.0,XP_449870.1,NP_009365.1
52.016,86.0,289.0,258.0,248.0,242.0,1.38e-80,0.8373702422145328,0.8581314878892734,0.9612403100775194,XP_449860.1,NP_009367.1
43.802,80.0,413.0,373.0,363.0,243.0,1.7400000000000002e-77,0.5883777239709443,0.8789346246973365,0.9731903485254692,XP_449859.1,NP_009368.2
54.167,82.0,173.0,177.0,144.0,166.0,1.74e-53,0.9595375722543352,0.8323699421965318,0.8135593220338984,XP_449856.1,NP_009369.1
37.381,98.0,379.0,414.0,420.0,222.0,2.1299999999999998e-69,0.5857519788918206,1.0,1.0,XP_449855.1,NP_009370.1
34.154,89.0,760.0,897.0,465.0,203.0,1.0500000000000001e-29,0.26710526315789473,0.6118421052631579,0.5183946488294314,XP_449854.1,NP_009371.1
33.708,94.0,528.0,653.0,534.0,206.0,2.22e-59,0.39015151515151514,1.0,0.8177641653905053,XP_446636.1,NP_009374.1
39.847,96.0,261.0,253.0,261.0,171.0,3.44e-53,0.6551724137931034,1.0,1.0,XP_446635.1,NP_009375.1
78.113,98.0,1355.0,1328.0,1325.0,2143.0,0.0,1.5815498154981549,0.977859778597786,0.9977409638554217,XP_446634.1,NP_009376.2
67.532,100.0,306.0,297.0,308.0,386.0,1.87e-136,1.261437908496732,1.0,1.0,XP_446633.1,NP_009377.2
40.655,100.0,1435.0,1318.0,1466.0,921.0,0.0,0.6418118466898954,1.0,1.0,XP_446632.1,NP_009378.1
71.105,99.0,759.0,742.0,751.0,1138.0,0.0,1.4993412384716733,0.9894598155467721,1.0,XP_448088.1,NP_009379.2
52.941,88.0,517.0,413.0,459.0,455.0,1.24e-158,0.8800773694390716,0.8878143133462283,1.0,XP_448087.1,NP_009380.1
59.978,100.0,837.0,873.0,912.0,1043.0,0.0,1.2461170848267622,1.0,1.0,XP_447062.1,NP_009381.1
37.791,92.0,333.0,354.0,344.0,226.0,1.5400000000000001e-72,0.6786786786786787,1.0,0.9717514124293786,XP_447063.1,NP_009382.2
58.168,98.0,1131.0,1126.0,1157.0,1269.0,0.0,1.1220159151193634,1.0,1.0,XP_447064.1,NP_009383.1
43.289,92.0,325.0,302.0,298.0,250.0,1.14e-82,0.7692307692307693,0.916923076923077,0.9867549668874173,XP_447066.1,NP_009384.1
54.688,100.0,1356.0,1336.0,1408.0,1334.0,0.0,0.9837758112094396,1.0,1.0,XP_447067.1,NP_009385.2
64.901,95.0,635.0,606.0,604.0,824.0,0.0,1.2976377952755906,0.9511811023622048,0.9966996699669967,XP_447068.1,NP_009386.1
51.869,99.0,399.0,468.0,428.0,407.0,1.0399999999999999e-140,1.0200501253132832,1.0,0.9145299145299145,XP_447069.1,NP_009387.1
39.773,94.0,255.0,275.0,264.0,160.0,9.49e-49,0.6274509803921569,1.0,0.96,XP_447070.1,NP_009388.2
69.787,79.0,405.0,592.0,235.0,358.0,4.88e-08,0.8839506172839506,0.5802469135802469,0.3969594594594595,XP_447071.1,NP_009389.3
85.242,99.0,394.0,391.0,393.0,691.0,0.0,1.7538071065989849,0.9974619289340102,1.0,XP_447072.1,NP_009390.1
40.067,90.0,625.0,659.0,599.0,399.0,1.61e-131,0.6384,0.9584,0.9089529590288316,XP_447073.1,NP_009391.2
48.276,100.0,493.0,460.0,493.0,449.0,5.98e-156,0.9107505070993914,1.0,1.0,XP_445294.1,NP_009392.2
70.098,79.0,259.0,288.0,204.0,306.0,9.66e-106,1.1814671814671815,0.7876447876447876,0.7083333333333334,XP_445295.1,NP_009393.1
28.571,68.0,198.0,195.0,140.0,53.5,1.02e-09,0.2702020202020202,0.7070707070707071,0.717948717948718,XP_445296.1,NP_009394.1
77.404,100.0,206.0,207.0,208.0,309.0,2.87e-109,1.5,1.0,1.0,XP_446340.1,NP_009398.1
31.102,95.0,1274.0,1206.0,1225.0,620.0,0.0,0.48665620094191525,0.9615384615384616,1.0,XP_444804.1,NP_009399.2
42.452,99.0,1160.0,1162.0,1199.0,903.0,0.0,0.778448275862069,1.0,1.0,XP_444805.1,NP_009400.1
34.441,58.0,539.0,509.0,331.0,139.0,2.04e-36,0.25788497217068646,0.614100185528757,0.650294695481336,XP_446391.1,NP_009401.1
56.566,90.0,219.0,216.0,198.0,239.0,2.29e-81,1.091324200913242,0.9041095890410958,0.9166666666666666,XP_446392.1,NP_009402.1
60.046,100.0,426.0,440.0,433.0,542.0,0.0,1.272300469483568,1.0,0.9840909090909091,XP_446393.1,NP_009403.1
71.725,99.0,621.0,627.0,626.0,934.0,0.0,1.5040257648953301,1.0,0.9984051036682615,XP_446394.1,NP_009404.1
53.455,99.0,275.0,285.0,275.0,279.0,5.9e-95,1.0145454545454546,1.0,0.9649122807017544,XP_446395.1,NP_009405.1
45.559,78.0,709.0,762.0,349.0,254.0,5.66e-15,0.35825105782792666,0.4922425952045134,0.458005249343832,XP_447443.1,NP_009408.3
77.961,99.0,306.0,306.0,304.0,504.0,0.0,1.6470588235294117,0.9934640522875817,0.9934640522875817,XP_447442.1,NP_009409.1
78.723,97.0,435.0,422.0,423.0,701.0,0.0,1.6114942528735632,0.9724137931034482,1.0,XP_447441.1,NP_009410.1
66.563,95.0,974.0,1076.0,683.0,431.0,8.41e-59,0.44250513347022585,0.7012320328542094,0.6347583643122676,XP_445391.1,NP_009411.2
67.078,99.0,687.0,746.0,729.0,1020.0,0.0,1.48471615720524,1.0,0.9772117962466488,XP_445392.1,NP_009420.1
58.75,99.0,1188.0,1181.0,1200.0,1389.0,0.0,1.1691919191919191,1.0,1.0,XP_445393.1,NP_009421.3
37.815,53.0,1537.0,1771.0,833.0,344.0,2.05e-88,0.22381262199089136,0.5419648666232921,0.47035573122529645,XP_447567.2,NP_009424.1
45.161,93.0,196.0,198.0,186.0,179.0,3.44e-58,0.9132653061224489,0.9489795918367347,0.9393939393939394,XP_449750.1,NP_009443.1
69.027,99.0,1151.0,1144.0,1172.0,1617.0,0.0,1.4048653344917463,1.0,1.0,XP_449751.1,NP_009445.2
62.914,100.0,1038.0,981.0,1057.0,1333.0,0.0,1.2842003853564548,1.0,1.0,XP_449752.1,NP_009446.2
38.914,86.0,486.0,451.0,442.0,200.0,1.44e-59,0.411522633744856,0.9094650205761317,0.9800443458980045,XP_449753.1,NP_009447.1
76.555,97.0,215.0,213.0,209.0,352.0,9.609999999999999e-126,1.6372093023255814,0.9720930232558139,0.9812206572769953,XP_449754.1,NP_009448.1
47.086,90.0,1117.0,1078.0,1098.0,842.0,0.0,0.7538048343777977,0.9829901521933752,1.0,XP_449755.1,NP_009449.1
88.073,100.0,545.0,543.0,545.0,978.0,0.0,1.7944954128440367,1.0,1.0,XP_449761.1,NP_009453.2
50.702,96.0,754.0,751.0,783.0,668.0,0.0,0.8859416445623343,1.0,1.0,XP_449760.1,NP_009455.3
50.376,99.0,270.0,242.0,266.0,266.0,1.58e-90,0.9851851851851852,0.9851851851851852,1.0,XP_449759.1,NP_009457.1
66.822,97.0,220.0,201.0,214.0,280.0,1.04e-97,1.2727272727272727,0.9727272727272728,1.0,XP_449758.1,NP_009459.1
88.372,99.0,130.0,131.0,129.0,242.0,5.740000000000001e-85,1.8615384615384616,0.9923076923076923,0.9847328244274809,XP_446991.1,NP_009460.1
79.452,87.0,421.0,415.0,365.0,623.0,0.0,1.479809976247031,0.8669833729216152,0.8795180722891566,XP_446522.1,NP_009462.2
51.042,49.0,177.0,150.0,96.0,98.2,3.11e-27,0.5548022598870057,0.5423728813559322,0.64,XP_446993.1,NP_009463.1
28.782,100.0,2787.0,2763.0,2849.0,1049.0,0.0,0.3763903839253678,1.0,1.0,XP_446995.1,NP_009465.2
43.1,99.0,466.0,490.0,529.0,392.0,1.81e-133,0.8412017167381974,1.0,1.0,XP_445254.1,NP_009467.1
36.066,97.0,980.0,999.0,1098.0,505.0,4.76e-164,0.5153061224489796,1.0,1.0,XP_445257.1,NP_009468.1
42.474,97.0,758.0,769.0,784.0,593.0,0.0,0.7823218997361477,1.0,1.0,XP_445258.1,NP_009469.2
55.344,92.0,458.0,442.0,421.0,489.0,1.4899999999999998e-172,1.0676855895196506,0.9192139737991266,0.9524886877828054,XP_444967.1,NP_009471.1
28.426,100.0,368.0,361.0,394.0,72.4,1.03e-14,0.1967391304347826,1.0,1.0,XP_444969.1,NP_009472.1
56.32,99.0,541.0,542.0,538.0,624.0,0.0,1.1534195933456561,0.9944547134935305,0.992619926199262,XP_444970.1,NP_009473.2
57.535,94.0,1502.0,1452.0,1420.0,1659.0,0.0,1.1045272969374167,0.9454061251664447,0.977961432506887,XP_446509.1,NP_009474.1
92.241,99.0,117.0,118.0,116.0,228.0,8.54e-80,1.9487179487179487,0.9914529914529915,0.9830508474576272,XP_444971.1,NP_009475.1
86.287,100.0,1072.0,1072.0,1072.0,1929.0,0.0,1.7994402985074627,1.0,1.0,XP_446507.1,NP_009477.1
88.906,100.0,649.0,647.0,649.0,1164.0,0.0,1.7935285053929122,1.0,1.0,XP_446506.1,NP_009478.1
39.564,89.0,355.0,363.0,321.0,230.0,1.07e-73,0.647887323943662,0.9042253521126761,0.8842975206611571,XP_444965.1,NP_009479.1
67.136,99.0,429.0,425.0,426.0,604.0,0.0,1.407925407925408,0.993006993006993,1.0,XP_446505.1,NP_009484.2
45.785,84.0,747.0,770.0,688.0,566.0,0.0,0.7576974564926372,0.9210174029451138,0.8935064935064935,XP_444962.1,NP_009486.3
80.556,78.0,1148.0,1098.0,881.0,961.0,1.82e-13,0.8371080139372822,0.7674216027874564,0.802367941712204,XP_444961.1,NP_009487.2
75.676,85.0,261.0,260.0,222.0,357.0,2.75e-126,1.367816091954023,0.8505747126436781,0.8538461538461538,XP_444960.1,NP_009489.1
72.222,64.0,696.0,655.0,450.0,677.0,0.0,0.9727011494252874,0.646551724137931,0.6870229007633588,XP_444959.1,NP_009492.1
38.739,54.0,193.0,120.0,111.0,82.0,4.7400000000000006e-21,0.42487046632124353,0.5751295336787565,0.925,XP_444957.1,NP_009494.1
52.681,99.0,423.0,392.0,429.0,414.0,2.83e-144,0.9787234042553191,1.0,1.0,XP_444956.1,NP_009495.1
86.029,65.0,208.0,216.0,136.0,246.0,6.39e-84,1.1826923076923077,0.6538461538461539,0.6296296296296297,XP_444955.1,NP_009496.2
66.813,94.0,468.0,459.0,455.0,619.0,0.0,1.3226495726495726,0.9722222222222222,0.9912854030501089,XP_447469.1,NP_009497.2
50.129,91.0,418.0,384.0,389.0,372.0,9.64e-128,0.8899521531100478,0.930622009569378,1.0,XP_444953.1,NP_009498.1
46.408,61.0,831.0,719.0,515.0,467.0,1.65e-154,0.5619735258724429,0.6197352587244284,0.7162726008344924,XP_444951.1,NP_009501.1
52.063,88.0,668.0,639.0,630.0,486.0,1.85e-165,0.7275449101796407,0.9431137724550899,0.9859154929577465,XP_444950.1,NP_009502.1
73.288,100.0,292.0,292.0,292.0,449.0,8.83e-162,1.5376712328767124,1.0,1.0,XP_446174.1,NP_009503.1
53.801,99.0,138.0,171.0,171.0,173.0,4.42e-57,1.2536231884057971,1.0,1.0,XP_446173.1,NP_009504.1
52.073,100.0,1381.0,1311.0,1423.0,1274.0,0.0,0.9225199131064447,1.0,1.0,XP_446172.1,NP_009506.1
35.662,54.0,441.0,402.0,272.0,155.0,1.56e-43,0.35147392290249435,0.6167800453514739,0.6766169154228856,XP_446171.1,NP_009507.1
62.391,100.0,457.0,453.0,460.0,577.0,0.0,1.262582056892779,1.0,1.0,XP_446170.1,NP_009508.1
69.811,20.0,257.0,286.0,53.0,75.9,9.65e-17,0.2953307392996109,0.20622568093385213,0.1853146853146853,XP_446168.1,NP_009510.1
67.818,99.0,639.0,630.0,637.0,890.0,0.0,1.3928012519561814,0.9968701095461658,1.0,XP_446167.1,NP_009511.1
88.75,99.0,241.0,242.0,240.0,456.0,6.830000000000001e-166,1.892116182572614,0.995850622406639,0.9917355371900827,XP_446166.1,NP_009512.1
63.014,100.0,219.0,218.0,219.0,281.0,8.48e-98,1.2831050228310503,1.0,1.0,XP_446165.1,NP_009513.1
84.456,100.0,579.0,578.0,579.0,1030.0,0.0,1.778929188255613,1.0,1.0,XP_446164.1,NP_009514.1
81.218,85.0,232.0,212.0,197.0,347.0,9.41e-124,1.4956896551724137,0.8491379310344828,0.9292452830188679,XP_446163.1,NP_009515.1
55.664,99.0,1025.0,1006.0,1024.0,1138.0,0.0,1.1102439024390245,0.9990243902439024,1.0,XP_446162.1,NP_009516.1
72.441,98.0,257.0,265.0,254.0,394.0,6.239999999999999e-141,1.5330739299610896,0.9883268482490273,0.9584905660377359,XP_446161.1,NP_009517.1
53.879,100.0,705.0,661.0,709.0,764.0,0.0,1.0836879432624114,1.0,1.0,XP_446159.1,NP_009518.1
30.63,99.0,1513.0,1483.0,1603.0,565.0,6.04e-176,0.3734302709847984,1.0,1.0,XP_446158.1,NP_009519.1
79.592,85.0,345.0,295.0,294.0,492.0,1.11e-177,1.4260869565217391,0.8521739130434782,0.9966101694915255,XP_446157.1,NP_009520.1
44.798,79.0,381.0,349.0,346.0,260.0,5.12e-85,0.6824146981627297,0.9081364829396326,0.9914040114613181,XP_446156.1,NP_009521.1
31.273,77.0,338.0,282.0,275.0,90.5,1.6200000000000002e-21,0.2677514792899408,0.8136094674556213,0.975177304964539,XP_446155.1,NP_009522.1
88.525,96.0,318.0,306.0,305.0,558.0,0.0,1.7547169811320755,0.9591194968553459,0.9967320261437909,XP_446154.1,NP_009523.1
74.074,29.0,376.0,405.0,108.0,172.0,1e-50,0.4574468085106383,0.2872340425531915,0.26666666666666666,XP_446150.1,NP_009524.1
63.717,100.0,106.0,111.0,113.0,112.0,2.9899999999999998e-34,1.0566037735849056,1.0,1.0,XP_446149.1,NP_009525.1
91.579,100.0,95.0,95.0,95.0,179.0,1.7799999999999998e-61,1.8842105263157896,1.0,1.0,XP_446583.1,NP_009527.1
54.483,100.0,145.0,130.0,145.0,156.0,7.16e-51,1.0758620689655172,1.0,1.0,XP_448311.1,NP_009528.1
74.737,97.0,684.0,672.0,665.0,1038.0,0.0,1.5175438596491229,0.9722222222222222,0.9895833333333334,XP_448312.1,NP_009529.1
85.36,100.0,868.0,879.0,888.0,1485.0,0.0,1.7108294930875576,1.0,1.0,XP_447899.1,NP_009530.1
75.025,86.0,1133.0,1026.0,1009.0,1522.0,0.0,1.3433362753751104,0.8905560458958517,0.9834307992202729,XP_447898.1,NP_009531.1
83.193,83.0,144.0,118.0,119.0,199.0,4.9299999999999994e-68,1.3819444444444444,0.8263888888888888,1.0,XP_447897.1,NP_009532.1
61.863,98.0,574.0,551.0,569.0,680.0,0.0,1.1846689895470384,0.9912891986062717,1.0,XP_447896.1,NP_009533.1
56.667,97.0,520.0,505.0,510.0,588.0,0.0,1.1307692307692307,0.9807692307692307,1.0,XP_447895.1,NP_009534.1
46.512,97.0,133.0,125.0,129.0,122.0,7.3e-38,0.9172932330827067,0.9699248120300752,1.0,XP_447894.1,NP_009535.1
45.82,99.0,1579.0,1514.0,1591.0,1315.0,0.0,0.8328055731475618,1.0,1.0,XP_447893.1,NP_009536.1
79.096,99.0,353.0,357.0,354.0,586.0,0.0,1.660056657223796,1.0,0.9915966386554622,XP_447892.1,NP_009537.1
87.833,100.0,526.0,526.0,526.0,975.0,0.0,1.8536121673003803,1.0,1.0,XP_447891.1,NP_009538.1
28.601,98.0,894.0,930.0,972.0,347.0,8.33e-106,0.38814317673378074,1.0,1.0,XP_445815.1,NP_009539.2
46.684,93.0,401.0,371.0,377.0,313.0,4.3900000000000005e-105,0.7805486284289277,0.940149625935162,1.0,XP_445814.1,NP_009540.2
63.611,96.0,759.0,715.0,731.0,913.0,0.0,1.2028985507246377,0.9631093544137023,1.0,XP_445813.1,NP_009542.1
44.944,94.0,280.0,251.0,267.0,210.0,2.53e-68,0.75,0.9535714285714286,1.0,XP_445812.1,NP_009543.1
59.786,99.0,840.0,840.0,843.0,984.0,0.0,1.1714285714285715,1.0,1.0,XP_445811.1,NP_009545.2
52.453,100.0,1244.0,1203.0,1325.0,1141.0,0.0,0.9172025723472669,1.0,1.0,XP_445810.1,NP_009546.1
33.495,96.0,180.0,200.0,206.0,129.0,8.83e-39,0.7166666666666667,1.0,1.0,XP_445809.1,NP_009547.2
49.502,99.0,2493.0,2497.0,2511.0,2471.0,0.0,0.99117529081428,1.0,1.0,XP_449804.1,NP_009551.2
84.615,100.0,104.0,106.0,104.0,186.0,1.69e-63,1.7884615384615385,1.0,0.9811320754716981,XP_445365.1,NP_009554.1
68.8,87.0,286.0,274.0,250.0,374.0,2.4200000000000003e-132,1.3076923076923077,0.8741258741258742,0.9124087591240876,XP_445362.1,NP_009556.1
76.356,97.0,473.0,471.0,461.0,714.0,0.0,1.5095137420718816,0.9746300211416491,0.9787685774946921,XP_445361.1,NP_009557.1
48.394,99.0,433.0,433.0,436.0,419.0,2.0400000000000002e-145,0.9676674364896074,1.0,1.0,XP_445360.1,NP_009558.2
70.816,99.0,497.0,491.0,490.0,736.0,0.0,1.4808853118712273,0.9859154929577465,0.9979633401221996,XP_445358.1,NP_009560.1
34.661,93.0,736.0,692.0,753.0,290.0,1.52e-88,0.39402173913043476,1.0,1.0,XP_445357.1,NP_009561.2
59.319,99.0,548.0,557.0,558.0,687.0,0.0,1.2536496350364963,1.0,1.0,XP_447058.1,NP_009562.1
88.811,99.0,287.0,287.0,286.0,493.0,4.34e-179,1.7177700348432057,0.9965156794425087,0.9965156794425087,XP_447227.1,NP_009565.1
37.857,68.0,203.0,226.0,140.0,106.0,3.93e-29,0.5221674876847291,0.6896551724137931,0.6194690265486725,XP_447447.1,NP_009570.1
49.837,99.0,597.0,612.0,614.0,608.0,0.0,1.018425460636516,1.0,1.0,XP_447446.1,NP_009571.1
65.364,99.0,918.0,917.0,921.0,1225.0,0.0,1.3344226579520697,1.0,1.0,XP_447444.1,NP_009573.1
77.229,98.0,633.0,660.0,628.0,1028.0,0.0,1.6240126382306477,0.9921011058451816,0.9515151515151515,XP_445163.1,NP_009577.1
55.0,100.0,177.0,179.0,180.0,209.0,1.03e-70,1.1807909604519775,1.0,1.0,XP_445162.1,NP_009578.1
68.989,98.0,1165.0,1163.0,1177.0,1590.0,0.0,1.3648068669527897,1.0,1.0,XP_445161.1,NP_009579.1
65.022,74.0,301.0,282.0,223.0,317.0,1.68e-109,1.053156146179402,0.7408637873754153,0.7907801418439716,XP_445160.1,NP_009580.1
90.355,100.0,394.0,393.0,394.0,731.0,0.0,1.8553299492385786,1.0,1.0,XP_445159.1,NP_009581.1
73.81,99.0,380.0,430.0,378.0,587.0,0.0,1.5447368421052632,0.9947368421052631,0.8790697674418605,XP_445158.1,NP_009582.1
58.919,100.0,525.0,542.0,555.0,600.0,0.0,1.1428571428571428,1.0,1.0,XP_445157.1,NP_009584.1
70.096,91.0,457.0,431.0,418.0,601.0,0.0,1.3150984682713347,0.9146608315098468,0.9698375870069605,XP_447456.1,NP_009585.1
40.391,99.0,552.0,531.0,562.0,349.0,4.28e-115,0.6322463768115942,1.0,1.0,XP_445156.1,NP_009586.1
89.227,100.0,362.0,362.0,362.0,646.0,0.0,1.7845303867403315,1.0,1.0,XP_445155.1,NP_009587.1
80.46,100.0,348.0,348.0,348.0,613.0,0.0,1.7614942528735633,1.0,1.0,XP_447455.1,NP_009590.1
78.222,99.0,228.0,227.0,225.0,382.0,3.74e-137,1.6754385964912282,0.9868421052631579,0.9911894273127754,XP_447454.1,NP_009591.1
50.673,100.0,410.0,423.0,446.0,429.0,9.46e-150,1.0463414634146342,1.0,1.0,XP_447457.1,NP_009592.1
64.31,99.0,295.0,294.0,297.0,381.0,7.07e-135,1.2915254237288136,1.0,1.0,XP_447458.1,NP_009593.1
76.141,100.0,963.0,914.0,964.0,1487.0,0.0,1.5441329179646937,1.0,1.0,XP_447459.1,NP_009594.1
80.0,90.0,311.0,296.0,280.0,436.0,5.310000000000001e-156,1.4019292604501608,0.9003215434083601,0.9459459459459459,XP_447453.1,NP_009595.1
39.427,92.0,298.0,293.0,279.0,227.0,3.15e-74,0.761744966442953,0.9362416107382551,0.9522184300341296,XP_447452.1,NP_009596.1
71.94,99.0,669.0,672.0,670.0,1038.0,0.0,1.5515695067264574,1.0,0.9970238095238095,XP_447451.1,NP_009597.2
48.446,96.0,397.0,397.0,386.0,412.0,1.39e-143,1.0377833753148615,0.9722921914357683,0.9722921914357683,XP_447450.1,NP_009598.1
44.404,97.0,572.0,565.0,554.0,479.0,8.159999999999999e-165,0.8374125874125874,0.9685314685314685,0.9805309734513274,XP_447449.1,NP_009600.2
26.667,31.0,639.0,1115.0,225.0,55.1,2.4e-08,0.0862284820031299,0.352112676056338,0.20179372197309417,XP_447228.1,NP_009601.2
58.308,99.0,334.0,333.0,331.0,403.0,4.33e-142,1.2065868263473054,0.9910179640718563,0.993993993993994,XP_447229.1,NP_009602.1
52.866,86.0,175.0,183.0,157.0,162.0,5.86e-52,0.9257142857142857,0.8971428571428571,0.8579234972677595,XP_447230.1,NP_009603.1
48.433,96.0,358.0,353.0,351.0,343.0,6.0800000000000005e-118,0.9581005586592178,0.9804469273743017,0.9943342776203966,XP_447234.1,NP_009609.1
36.737,99.0,899.0,861.0,901.0,550.0,0.0,0.6117908787541713,1.0,1.0,XP_447236.1,NP_009611.1
54.092,99.0,501.0,495.0,501.0,561.0,0.0,1.1197604790419162,1.0,1.0,XP_447237.1,NP_009612.1
50.0,45.0,366.0,484.0,168.0,169.0,7.88e-49,0.46174863387978143,0.45901639344262296,0.34710743801652894,XP_447239.1,NP_009613.1
53.914,99.0,781.0,778.0,792.0,872.0,0.0,1.11651728553137,1.0,1.0,XP_447240.1,NP_009614.2
56.548,80.0,620.0,514.0,504.0,582.0,0.0,0.9387096774193548,0.8129032258064516,0.980544747081712,XP_447242.1,NP_009616.1
78.914,100.0,310.0,309.0,313.0,515.0,0.0,1.6612903225806452,1.0,1.0,XP_447243.1,NP_009617.3
53.939,87.0,180.0,175.0,165.0,170.0,4.02e-55,0.9444444444444444,0.9166666666666666,0.9428571428571428,XP_447244.2,NP_009618.2
