identity,coverage,qlength,slength,alength,bitscore,E-value,norm_bitscore,qcov,scov,query_y,subject_y
100.0,100.0,67.0,67.0,67.0,142.0,1.77e-47,2.1194029850746268,1.0,1.0,QNG15816.1,XP_002999582.1
100.0,100.0,100.0,100.0,100.0,198.0,1.2299999999999998e-68,1.98,1.0,1.0,QNG15862.1,XP_002999583.1
78.104,100.0,1731.0,1856.0,1909.0,2501.0,0.0,1.4448295782784517,1.0,1.0,QNG13707.1,XP_002999584.1
99.538,13.0,3241.0,3329.0,433.0,1024.0,0.0,0.31595186670780623,0.1336007405121876,0.1300690898167618,QNG12756.1,XP_002999585.1
100.0,100.0,70.0,70.0,70.0,145.0,9.16e-49,2.0714285714285716,1.0,1.0,QNG16497.1,XP_002999587.1
97.872,100.0,94.0,94.0,94.0,189.0,2.63e-65,2.0106382978723403,1.0,1.0,QNG16426.1,XP_002999588.1
96.875,100.0,64.0,64.0,64.0,127.0,9.519999999999999e-42,1.984375,1.0,1.0,QNG16403.1,XP_002999589.1
100.0,100.0,52.0,52.0,52.0,103.0,1.39e-32,1.9807692307692308,1.0,1.0,QNG16370.1,XP_002999591.1
100.0,100.0,68.0,68.0,68.0,131.0,4e-43,1.9264705882352942,1.0,1.0,QNG16337.1,XP_002999592.1
98.45,100.0,129.0,129.0,129.0,266.0,1.48e-94,2.062015503875969,1.0,1.0,QNG16263.1,XP_002999593.1
100.0,100.0,51.0,51.0,51.0,101.0,1.17e-31,1.9803921568627452,1.0,1.0,QNG16260.1,XP_002999594.1
100.0,100.0,61.0,61.0,61.0,120.0,5.7e-39,1.9672131147540983,1.0,1.0,QNG16561.1,XP_002999596.1
82.511,74.0,1416.0,1414.0,1155.0,1786.0,0.0,1.2612994350282485,0.815677966101695,0.8168316831683168,QNG16564.1,XP_002999597.1
100.0,100.0,85.0,85.0,85.0,171.0,3.06e-58,2.011764705882353,1.0,1.0,QNG16742.1,XP_002999599.1
97.436,100.0,39.0,39.0,39.0,76.3,5.24e-22,1.9564102564102563,1.0,1.0,QNG16849.1,XP_002999600.1
100.0,100.0,64.0,64.0,64.0,127.0,9.95e-42,1.984375,1.0,1.0,QNG16950.1,XP_002999601.1
98.718,100.0,78.0,78.0,78.0,155.0,2.58e-52,1.9871794871794872,1.0,1.0,QNG17014.1,XP_002999602.1
100.0,100.0,55.0,55.0,55.0,111.0,1.67e-35,2.018181818181818,1.0,1.0,QNG17079.1,XP_002999603.1
100.0,100.0,93.0,93.0,93.0,185.0,1.53e-63,1.989247311827957,1.0,1.0,QNG17154.1,XP_002999604.1
99.34,100.0,1667.0,1755.0,1667.0,3431.0,0.0,2.0581883623275345,1.0,0.9498575498575499,QNG17179.1,XP_002999605.1
100.0,100.0,92.0,92.0,92.0,185.0,1.06e-63,2.010869565217391,1.0,1.0,QNG17185.1,XP_002999606.1
100.0,100.0,72.0,72.0,72.0,144.0,6.179999999999999e-48,2.0,1.0,1.0,QNG17189.1,XP_002999607.1
100.0,100.0,98.0,98.0,98.0,203.0,1.35e-70,2.0714285714285716,1.0,1.0,QNG17195.1,XP_002999608.1
99.654,58.0,1504.0,866.0,866.0,1813.0,0.0,1.2054521276595744,0.5757978723404256,1.0,QNG12133.1,XP_022456058.1
99.283,100.0,279.0,279.0,279.0,571.0,0.0,2.046594982078853,1.0,1.0,QNG12109.1,XP_444779.1
99.471,100.0,756.0,756.0,756.0,1563.0,0.0,2.0674603174603177,1.0,1.0,QNG12110.1,XP_444780.1
99.587,100.0,726.0,726.0,726.0,1488.0,0.0,2.049586776859504,1.0,1.0,QNG12111.1,XP_444781.1
99.748,100.0,793.0,793.0,793.0,1614.0,0.0,2.0353089533417403,1.0,1.0,QNG12112.1,XP_444782.1
100.0,100.0,223.0,223.0,223.0,450.0,1.8600000000000003e-164,2.0179372197309418,1.0,1.0,QNG12113.1,XP_444783.1
100.0,100.0,266.0,266.0,266.0,560.0,0.0,2.1052631578947367,1.0,1.0,QNG12114.1,XP_444784.1
98.485,100.0,198.0,198.0,198.0,400.0,1.2200000000000001e-145,2.0202020202020203,1.0,1.0,QNG12115.1,XP_444785.1
99.214,100.0,509.0,509.0,509.0,1054.0,0.0,2.0707269155206287,1.0,1.0,QNG12116.1,XP_444786.1
98.942,100.0,189.0,189.0,189.0,378.0,4.5799999999999995e-137,2.0,1.0,1.0,QNG12117.1,XP_444787.1
99.872,100.0,784.0,784.0,784.0,1626.0,0.0,2.0739795918367347,1.0,1.0,QNG12118.1,XP_444788.1
99.439,100.0,1069.0,1069.0,1069.0,2180.0,0.0,2.039289055191768,1.0,1.0,QNG12119.1,XP_444789.1
100.0,100.0,254.0,254.0,254.0,526.0,0.0,2.0708661417322833,1.0,1.0,QNG12120.1,XP_444790.1
100.0,100.0,464.0,464.0,464.0,962.0,0.0,2.0732758620689653,1.0,1.0,QNG12121.1,XP_444791.1
99.729,100.0,1107.0,1107.0,1107.0,2298.0,0.0,2.075880758807588,1.0,1.0,QNG12122.1,XP_444792.1
99.873,100.0,786.0,786.0,786.0,1638.0,0.0,2.0839694656488548,1.0,1.0,QNG12123.1,XP_444793.1
100.0,100.0,902.0,902.0,902.0,1848.0,0.0,2.048780487804878,1.0,1.0,QNG12124.1,XP_444794.1
100.0,100.0,1122.0,1122.0,1122.0,2306.0,0.0,2.055258467023173,1.0,1.0,QNG12125.1,XP_444795.1
99.628,100.0,269.0,269.0,269.0,540.0,0.0,2.007434944237918,1.0,1.0,QNG12126.1,XP_444796.1
98.544,100.0,412.0,412.0,412.0,831.0,0.0,2.016990291262136,1.0,1.0,QNG12127.1,XP_444797.1
99.071,100.0,646.0,646.0,646.0,1315.0,0.0,2.0356037151702786,1.0,1.0,QNG12128.1,XP_444798.1
99.688,100.0,640.0,640.0,640.0,1315.0,0.0,2.0546875,1.0,1.0,QNG12129.1,XP_444799.1
100.0,100.0,217.0,217.0,217.0,448.0,1.16e-163,2.064516129032258,1.0,1.0,QNG12130.1,XP_444800.1
98.425,100.0,127.0,127.0,127.0,259.0,5.29e-92,2.0393700787401574,1.0,1.0,QNG12131.1,XP_444801.1
97.917,100.0,96.0,96.0,96.0,193.0,6.3e-67,2.0104166666666665,1.0,1.0,QNG12134.1,XP_444802.1
100.0,100.0,549.0,549.0,549.0,1128.0,0.0,2.0546448087431695,1.0,1.0,QNG12135.1,XP_444803.1
99.337,100.0,1206.0,1262.0,1206.0,2466.0,0.0,2.044776119402985,1.0,0.9556259904912837,QNG12136.1,XP_444804.1
99.312,100.0,1162.0,1162.0,1162.0,2365.0,0.0,2.0352839931153186,1.0,1.0,QNG12137.1,XP_444805.1
99.725,100.0,364.0,364.0,364.0,741.0,0.0,2.0357142857142856,1.0,1.0,QNG12138.1,XP_444806.1
99.088,100.0,329.0,329.0,329.0,669.0,0.0,2.033434650455927,1.0,1.0,QNG12139.1,XP_444807.1
100.0,100.0,851.0,851.0,851.0,1733.0,0.0,2.036427732079906,1.0,1.0,QNG12140.1,XP_444808.1
99.867,100.0,752.0,752.0,752.0,1538.0,0.0,2.0452127659574466,1.0,1.0,QNG12141.1,XP_444809.1
99.439,100.0,1426.0,1426.0,1426.0,2912.0,0.0,2.0420757363253856,1.0,1.0,QNG12142.1,XP_444810.1
99.115,100.0,226.0,226.0,226.0,464.0,9.029999999999999e-170,2.0530973451327434,1.0,1.0,QNG12143.1,XP_444811.1
99.752,100.0,403.0,403.0,403.0,822.0,0.0,2.0397022332506203,1.0,1.0,QNG12144.1,XP_444812.1
100.0,100.0,78.0,78.0,78.0,157.0,7.13e-53,2.0128205128205128,1.0,1.0,QNG12145.1,XP_444813.1
100.0,100.0,219.0,219.0,219.0,457.0,4.34e-167,2.08675799086758,1.0,1.0,QNG12146.1,XP_444814.1
100.0,100.0,411.0,411.0,411.0,856.0,0.0,2.0827250608272507,1.0,1.0,QNG12147.1,XP_444815.1
100.0,100.0,483.0,483.0,483.0,1002.0,0.0,2.0745341614906834,1.0,1.0,QNG12148.1,XP_444816.1
100.0,100.0,641.0,641.0,641.0,1323.0,0.0,2.06396255850234,1.0,1.0,QNG12149.1,XP_444817.1
100.0,100.0,535.0,535.0,535.0,1107.0,0.0,2.069158878504673,1.0,1.0,QNG12150.1,XP_444818.1
100.0,100.0,69.0,69.0,69.0,140.0,1.4599999999999999e-46,2.028985507246377,1.0,1.0,QNG12151.1,XP_444819.1
99.501,100.0,801.0,801.0,801.0,1635.0,0.0,2.041198501872659,1.0,1.0,QNG12152.1,XP_444820.1
99.672,100.0,609.0,609.0,609.0,1234.0,0.0,2.026272577996716,1.0,1.0,QNG12153.1,XP_444821.1
99.647,100.0,850.0,850.0,850.0,1766.0,0.0,2.0776470588235294,1.0,1.0,QNG12154.1,XP_444822.1
99.837,100.0,613.0,613.0,613.0,1259.0,0.0,2.053833605220228,1.0,1.0,QNG12156.1,XP_444823.1
99.659,100.0,293.0,293.0,293.0,602.0,0.0,2.054607508532423,1.0,1.0,QNG12157.1,XP_444824.1
99.812,100.0,531.0,531.0,531.0,1087.0,0.0,2.047080979284369,1.0,1.0,QNG12158.1,XP_444825.1
98.337,100.0,481.0,479.0,481.0,927.0,0.0,1.9272349272349272,1.0,1.0,QNG12162.1,XP_444828.1
100.0,100.0,707.0,707.0,707.0,1459.0,0.0,2.0636492220650635,1.0,1.0,QNG12163.1,XP_444829.1
99.631,100.0,814.0,814.0,814.0,1683.0,0.0,2.0675675675675675,1.0,1.0,QNG12164.1,XP_444830.1
94.595,100.0,592.0,573.0,592.0,1089.0,0.0,1.839527027027027,1.0,1.0,QNG12165.1,XP_444831.1
100.0,100.0,105.0,105.0,105.0,209.0,9.180000000000001e-73,1.9904761904761905,1.0,1.0,QNG12166.1,XP_444832.1
100.0,100.0,155.0,155.0,155.0,301.0,9.29e-108,1.9419354838709677,1.0,1.0,QNG12167.1,XP_444833.1
98.824,100.0,85.0,85.0,85.0,171.0,3.2e-58,2.011764705882353,1.0,1.0,QNG12168.1,XP_444834.1
98.551,86.0,240.0,215.0,207.0,400.0,2.1900000000000003e-144,1.6666666666666667,0.8625,0.9627906976744186,QNG12169.1,XP_444835.1
100.0,100.0,424.0,424.0,424.0,858.0,0.0,2.0235849056603774,1.0,1.0,QNG12170.1,XP_444836.1
100.0,100.0,118.0,118.0,118.0,247.0,1.37e-87,2.093220338983051,1.0,1.0,QNG12171.1,XP_444837.1
99.856,100.0,694.0,694.0,694.0,1417.0,0.0,2.0417867435158503,1.0,1.0,QNG12172.1,XP_444838.1
99.22,100.0,641.0,641.0,641.0,1306.0,0.0,2.0374414976599065,1.0,1.0,QNG12173.1,XP_444839.1
100.0,100.0,211.0,211.0,211.0,439.0,2.7900000000000003e-160,2.080568720379147,1.0,1.0,QNG12174.1,XP_444840.1
99.147,100.0,469.0,469.0,469.0,959.0,0.0,2.044776119402985,1.0,1.0,QNG12175.1,XP_444841.1
99.504,100.0,605.0,605.0,605.0,1243.0,0.0,2.0545454545454547,1.0,1.0,QNG12176.1,XP_444842.1
99.472,100.0,568.0,568.0,568.0,1157.0,0.0,2.0369718309859155,1.0,1.0,QNG12177.1,XP_444843.1
99.467,100.0,563.0,563.0,563.0,1152.0,0.0,2.0461811722912966,1.0,1.0,QNG12178.1,XP_444844.1
99.83,100.0,588.0,588.0,588.0,1211.0,0.0,2.0595238095238093,1.0,1.0,QNG12179.1,XP_444845.2
99.893,100.0,934.0,934.0,934.0,1936.0,0.0,2.0728051391862956,1.0,1.0,QNG12180.1,XP_444846.1
99.496,100.0,794.0,794.0,794.0,1574.0,0.0,1.9823677581863979,1.0,1.0,QNG12181.1,XP_444847.1
97.727,100.0,88.0,88.0,88.0,174.0,1.25e-59,1.9772727272727273,1.0,1.0,QNG12182.1,XP_444848.1
99.92,100.0,3743.0,3743.0,3743.0,7697.0,0.0,2.0563718942025115,1.0,1.0,QNG12183.1,XP_444849.1
99.754,100.0,406.0,406.0,406.0,830.0,0.0,2.044334975369458,1.0,1.0,QNG12184.1,XP_444850.1
99.556,100.0,675.0,675.0,675.0,1368.0,0.0,2.026666666666667,1.0,1.0,QNG12185.1,XP_444851.1
100.0,100.0,126.0,126.0,126.0,259.0,3.73e-92,2.0555555555555554,1.0,1.0,QNG12186.1,XP_444852.1
99.275,100.0,690.0,690.0,690.0,1394.0,0.0,2.020289855072464,1.0,1.0,QNG12187.1,XP_444853.1
99.871,100.0,776.0,776.0,776.0,1594.0,0.0,2.054123711340206,1.0,1.0,QNG12188.1,XP_444854.1
99.554,100.0,673.0,673.0,673.0,1396.0,0.0,2.074294205052006,1.0,1.0,QNG12189.1,XP_444855.1
99.818,100.0,548.0,548.0,548.0,1132.0,0.0,2.065693430656934,1.0,1.0,QNG12190.1,XP_444856.1
99.654,100.0,289.0,380.0,289.0,598.0,0.0,2.069204152249135,1.0,0.7605263157894737,QNG12191.1,XP_444857.1
97.949,99.0,391.0,393.0,390.0,778.0,0.0,1.989769820971867,0.9974424552429667,0.9923664122137404,QNG12192.1,XP_444858.1
100.0,100.0,605.0,605.0,605.0,1261.0,0.0,2.084297520661157,1.0,1.0,QNG12193.1,XP_444859.1
99.094,100.0,552.0,552.0,552.0,1126.0,0.0,2.039855072463768,1.0,1.0,QNG12194.1,XP_444860.1
97.45,100.0,549.0,549.0,549.0,1112.0,0.0,2.0255009107468123,1.0,1.0,QNG12195.1,XP_444861.1
71.429,100.0,272.0,273.0,273.0,428.0,4.05e-154,1.5735294117647058,1.0,1.0,QNG12196.1,XP_444863.1
79.649,100.0,279.0,284.0,285.0,467.0,5.4e-169,1.6738351254480286,1.0,1.0,QNG12197.1,XP_444864.1
99.82,100.0,556.0,556.0,556.0,1137.0,0.0,2.0449640287769784,1.0,1.0,QNG12198.1,XP_444865.1
97.727,100.0,88.0,88.0,88.0,180.0,8.44e-62,2.0454545454545454,1.0,1.0,QNG12199.1,XP_444866.1
99.774,100.0,443.0,443.0,443.0,917.0,0.0,2.069977426636569,1.0,1.0,QNG12200.1,XP_444867.1
99.687,100.0,319.0,319.0,319.0,659.0,0.0,2.0658307210031346,1.0,1.0,QNG12201.1,XP_444868.1
100.0,100.0,445.0,445.0,445.0,909.0,0.0,2.042696629213483,1.0,1.0,QNG12202.1,XP_444869.1
99.83,100.0,587.0,587.0,587.0,1194.0,0.0,2.0340715502555367,1.0,1.0,QNG12203.1,XP_444870.1
99.303,100.0,573.0,574.0,574.0,1186.0,0.0,2.0698080279232114,1.0,1.0,QNG12204.1,XP_444871.1
99.654,100.0,866.0,866.0,866.0,1796.0,0.0,2.0739030023094687,1.0,1.0,QNG12205.1,XP_444872.1
99.684,100.0,316.0,316.0,316.0,647.0,0.0,2.0474683544303796,1.0,1.0,QNG12206.1,XP_444873.1
99.687,100.0,319.0,319.0,319.0,658.0,0.0,2.06269592476489,1.0,1.0,QNG12207.1,XP_444874.1
99.244,100.0,396.0,397.0,397.0,820.0,0.0,2.0707070707070705,1.0,1.0,QNG12208.1,XP_444875.1
100.0,100.0,379.0,379.0,379.0,781.0,0.0,2.0606860158311346,1.0,1.0,QNG12209.1,XP_444876.1
99.197,100.0,872.0,872.0,872.0,1731.0,0.0,1.985091743119266,1.0,1.0,QNG12210.1,XP_444877.1
100.0,100.0,100.0,100.0,100.0,196.0,8.23e-68,1.96,1.0,1.0,QNG12211.1,XP_444878.1
99.49,100.0,588.0,588.0,588.0,1199.0,0.0,2.0391156462585034,1.0,1.0,QNG12212.1,XP_444879.1
98.761,100.0,1049.0,1043.0,1049.0,2135.0,0.0,2.0352716873212584,1.0,1.0,QNG12213.1,XP_444880.1
100.0,100.0,276.0,276.0,276.0,568.0,0.0,2.0579710144927534,1.0,1.0,QNG12214.1,XP_444881.1
98.553,100.0,691.0,685.0,691.0,1406.0,0.0,2.0347322720694647,1.0,1.0,QNG12215.1,XP_444882.1
97.832,100.0,369.0,363.0,369.0,724.0,0.0,1.962059620596206,1.0,1.0,QNG12216.1,XP_444883.1
90.0,100.0,90.0,84.0,90.0,155.0,6.11e-52,1.7222222222222223,1.0,1.0,QNG12217.1,XP_444884.1
100.0,100.0,429.0,429.0,429.0,869.0,0.0,2.0256410256410255,1.0,1.0,QNG12218.1,XP_444885.1
99.773,100.0,441.0,441.0,441.0,912.0,0.0,2.068027210884354,1.0,1.0,QNG12219.1,XP_444886.1
100.0,100.0,216.0,216.0,216.0,449.0,2.31e-164,2.0787037037037037,1.0,1.0,QNG12220.1,XP_444887.1
99.677,100.0,310.0,310.0,310.0,633.0,0.0,2.041935483870968,1.0,1.0,QNG12221.1,XP_444888.1
96.981,100.0,828.0,827.0,828.0,1647.0,0.0,1.9891304347826086,1.0,1.0,QNG12222.1,XP_444889.1
99.005,100.0,402.0,402.0,402.0,832.0,0.0,2.0696517412935322,1.0,1.0,QNG12223.1,XP_444890.1
100.0,100.0,104.0,104.0,104.0,218.0,2.91e-76,2.0961538461538463,1.0,1.0,QNG12224.1,XP_444891.1
99.401,100.0,501.0,501.0,501.0,1038.0,0.0,2.07185628742515,1.0,1.0,QNG12225.1,XP_444892.1
100.0,100.0,328.0,328.0,328.0,663.0,0.0,2.0213414634146343,1.0,1.0,QNG12226.1,XP_444893.1
100.0,100.0,190.0,190.0,190.0,391.0,2.83e-142,2.057894736842105,1.0,1.0,QNG12227.1,XP_444894.1
98.382,100.0,309.0,309.0,309.0,634.0,0.0,2.0517799352750807,1.0,1.0,QNG12228.1,XP_444895.1
100.0,100.0,457.0,457.0,457.0,951.0,0.0,2.0809628008752736,1.0,1.0,QNG12230.1,XP_444896.1
99.002,100.0,501.0,501.0,501.0,1024.0,0.0,2.0439121756487024,1.0,1.0,QNG12231.1,XP_444897.1
100.0,100.0,101.0,101.0,101.0,209.0,7.47e-73,2.0693069306930694,1.0,1.0,QNG12232.1,XP_444898.1
99.874,100.0,792.0,792.0,792.0,1619.0,0.0,2.044191919191919,1.0,1.0,QNG12234.1,XP_444900.1
100.0,100.0,79.0,79.0,79.0,164.0,1.34e-55,2.0759493670886076,1.0,1.0,QNG12235.1,XP_444901.1
99.692,100.0,649.0,649.0,649.0,1357.0,0.0,2.090909090909091,1.0,1.0,QNG12236.1,XP_444902.1
99.569,100.0,232.0,232.0,232.0,457.0,5.79e-167,1.9698275862068966,1.0,1.0,QNG12237.1,XP_444903.1
100.0,100.0,115.0,115.0,115.0,232.0,1.49e-81,2.017391304347826,1.0,1.0,QNG12238.1,XP_444904.1
100.0,100.0,109.0,109.0,109.0,203.0,1.86e-70,1.8623853211009174,1.0,1.0,QNG12239.1,XP_444905.1
99.585,100.0,241.0,241.0,241.0,487.0,1.55e-178,2.020746887966805,1.0,1.0,QNG12240.1,XP_444906.1
100.0,100.0,268.0,268.0,268.0,549.0,0.0,2.048507462686567,1.0,1.0,QNG12241.1,XP_444907.1
100.0,100.0,842.0,842.0,842.0,1742.0,0.0,2.0688836104513064,1.0,1.0,QNG12242.1,XP_444908.1
100.0,100.0,628.0,628.0,628.0,1310.0,0.0,2.0859872611464967,1.0,1.0,QNG12243.1,XP_444909.1
100.0,100.0,189.0,189.0,189.0,372.0,1.4699999999999998e-134,1.9682539682539681,1.0,1.0,QNG12244.1,XP_444910.1
98.975,100.0,488.0,488.0,488.0,995.0,0.0,2.0389344262295084,1.0,1.0,QNG12245.1,XP_444911.1
99.556,100.0,450.0,450.0,450.0,929.0,0.0,2.0644444444444443,1.0,1.0,QNG12246.1,XP_444912.1
99.36,100.0,625.0,625.0,625.0,1278.0,0.0,2.0448,1.0,1.0,QNG12247.1,XP_444913.1
100.0,100.0,590.0,590.0,590.0,1215.0,0.0,2.059322033898305,1.0,1.0,QNG12248.1,XP_444914.1
100.0,100.0,204.0,204.0,204.0,414.0,6.19e-151,2.0294117647058822,1.0,1.0,QNG12249.1,XP_444915.1
