XP_002999563.1	QNG16703.1	73.576	83	4336	5492	3126	4515	0.0
XP_002999563.1	QNG16703.1	66.933	83	4336	5492	3499	4405	0.0
XP_002999563.1	QNG16703.1	31.907	83	4336	5492	257	53.5	7.58e-07
XP_002999563.1	QNG16703.1	30.072	83	4336	5492	276	52.4	1.78e-06
XP_002999564.1	QNG14848.1	64.201	99	1373	3740	1352	1731	0.0
XP_002999564.1	QNG14848.1	64.121	99	1373	3740	1087	1363	0.0
XP_002999564.1	QNG14848.1	64.121	99	1373	3740	1087	1363	0.0
XP_002999564.1	QNG14848.1	64.121	99	1373	3740	1087	1363	0.0
XP_002999564.1	QNG14848.1	64.121	99	1373	3740	1087	1363	0.0
XP_002999564.1	QNG14848.1	64.121	99	1373	3740	1087	1363	0.0
XP_002999564.1	QNG14848.1	64.121	99	1373	3740	1087	1363	0.0
XP_002999564.1	QNG14848.1	64.121	99	1373	3740	1087	1363	0.0
XP_002999564.1	QNG14848.1	64.121	99	1373	3740	1087	1363	0.0
XP_002999564.1	QNG14848.1	64.121	99	1373	3740	1087	1363	0.0
XP_002999564.1	QNG14848.1	64.121	99	1373	3740	1087	1363	0.0
XP_002999564.1	QNG14848.1	64.121	99	1373	3740	1087	1363	0.0
XP_002999564.1	QNG14848.1	64.121	99	1373	3740	1087	1363	0.0
XP_002999564.1	QNG14848.1	64.121	99	1373	3740	1087	1363	0.0
XP_002999564.1	QNG14848.1	64.121	99	1373	3740	1087	1363	0.0
XP_002999564.1	QNG14848.1	64.121	99	1373	3740	1087	1363	0.0
XP_002999564.1	QNG14848.1	64.029	99	1373	3740	1087	1362	0.0
XP_002999564.1	QNG14848.1	64.029	99	1373	3740	1087	1362	0.0
XP_002999564.1	QNG14848.1	64.029	99	1373	3740	1087	1362	0.0
XP_002999564.1	QNG14848.1	63.636	99	1373	3740	1089	1353	0.0
XP_002999564.1	QNG14848.1	61.153	99	1373	3740	1058	1256	0.0
XP_002999565.1	QNG14848.1	96.410	100	1240	3740	975	1865	0.0
XP_002999565.1	QNG14848.1	94.800	100	1240	3740	923	1749	0.0
XP_002999565.1	QNG14848.1	89.514	100	1240	3740	658	1147	0.0
XP_002999565.1	QNG14848.1	89.514	100	1240	3740	658	1147	0.0
XP_002999565.1	QNG14848.1	89.514	100	1240	3740	658	1147	0.0
XP_002999565.1	QNG14848.1	89.514	100	1240	3740	658	1147	0.0
XP_002999565.1	QNG14848.1	89.514	100	1240	3740	658	1147	0.0
XP_002999565.1	QNG14848.1	89.514	100	1240	3740	658	1147	0.0
XP_002999565.1	QNG14848.1	89.514	100	1240	3740	658	1147	0.0
XP_002999565.1	QNG14848.1	89.514	100	1240	3740	658	1147	0.0
XP_002999565.1	QNG14848.1	89.514	100	1240	3740	658	1147	0.0
XP_002999565.1	QNG14848.1	89.514	100	1240	3740	658	1147	0.0
XP_002999565.1	QNG14848.1	89.514	100	1240	3740	658	1147	0.0
XP_002999565.1	QNG14848.1	89.514	100	1240	3740	658	1147	0.0
XP_002999565.1	QNG14848.1	89.514	100	1240	3740	658	1147	0.0
XP_002999565.1	QNG14848.1	89.514	100	1240	3740	658	1147	0.0
XP_002999565.1	QNG14848.1	89.514	100	1240	3740	658	1147	0.0
XP_002999565.1	QNG14848.1	89.514	100	1240	3740	658	1147	0.0
XP_002999565.1	QNG14848.1	89.514	100	1240	3740	658	1147	0.0
XP_002999565.1	QNG14848.1	89.514	100	1240	3740	658	1147	0.0
XP_002999565.1	QNG14848.1	89.514	100	1240	3740	658	1147	0.0
XP_002999565.1	QNG14848.1	89.514	100	1240	3740	658	1147	0.0
XP_002999565.1	QNG14848.1	89.514	100	1240	3740	658	1146	0.0
XP_002999565.1	QNG14848.1	89.362	100	1240	3740	658	1145	0.0
XP_002999565.1	QNG14848.1	89.362	100	1240	3740	658	1145	0.0
XP_002999565.1	QNG14848.1	89.362	100	1240	3740	658	1145	0.0
XP_002999566.1	QNG14944.1	100.000	100	71	71	71	144	2.47e-48
XP_002999567.1	QNG14845.1	63.806	68	2421	1902	967	796	0.0
XP_002999567.1	QNG14845.1	70.563	68	2421	1902	231	191	7.59e-49
XP_002999567.1	QNG14845.1	60.952	68	2421	1902	105	108	1.11e-23
XP_002999567.1	QNG14845.1	66.667	68	2421	1902	42	75.9	7.67e-14
XP_002999567.1	QNG14845.1	24.047	68	2421	1902	341	63.5	3.35e-10
XP_002999567.1	QNG14845.1	54.808	68	2421	1902	208	55.5	1.08e-07
XP_002999567.1	QNG14845.1	55.721	68	2421	1902	201	51.6	1.41e-06
XP_002999567.1	QNG14845.1	26.119	68	2421	1902	536	51.2	1.85e-06
XP_002999567.1	QNG14845.1	59.459	68	2421	1902	111	42.0	0.001
XP_002999567.1	QNG14845.1	58.879	68	2421	1902	107	38.5	0.015
XP_002999567.1	QNG14845.1	56.034	68	2421	1902	116	38.1	0.019
XP_002999567.1	QNG14845.1	59.048	68	2421	1902	105	37.0	0.041
XP_002999567.1	QNG14845.1	57.273	68	2421	1902	110	35.4	0.13
XP_002999567.1	QNG14845.1	55.752	68	2421	1902	113	35.0	0.16
XP_002999567.1	QNG14845.1	30.000	68	2421	1902	120	32.3	0.99
XP_002999567.1	QNG14845.1	56.842	68	2421	1902	95	31.2	2.4
XP_002999568.1	QNG14947.1	85.022	93	1083	1271	681	798	0.0
XP_002999568.1	QNG14947.1	99.140	93	1083	1271	349	733	0.0
XP_002999569.1	QNG14536.1	24.299	99	94	1258	107	29.6	0.057
XP_002999570.1	QNG15007.1	100.000	100	94	94	94	183	6.65e-63
XP_002999571.1	QNG14851.1	58.003	77	1529	3344	631	584	7.20e-176
XP_002999571.1	QNG14851.1	61.854	77	1529	3344	561	573	5.14e-172
XP_002999571.1	QNG14851.1	50.198	77	1529	3344	757	526	3.25e-156
XP_002999571.1	QNG14851.1	61.765	77	1529	3344	510	521	1.32e-154
XP_002999571.1	QNG14851.1	60.131	77	1529	3344	459	439	1.16e-127
XP_002999571.1	QNG14851.1	47.149	77	1529	3344	649	400	1.10e-114
XP_002999571.1	QNG14851.1	40.413	77	1529	3344	824	374	3.84e-106
XP_002999571.1	QNG14851.1	46.630	77	1529	3344	549	328	1.16e-91
XP_002999571.1	QNG14851.1	55.200	77	1529	3344	375	317	5.19e-88
XP_002999571.1	QNG14851.1	54.088	77	1529	3344	318	253	4.12e-68
XP_002999571.1	QNG14851.1	49.869	77	1529	3344	381	251	7.95e-68
XP_002999571.1	QNG14851.1	53.271	77	1529	3344	321	248	1.35e-66
XP_002999571.1	QNG14851.1	48.462	77	1529	3344	390	234	1.36e-62
XP_002999571.1	QNG14851.1	39.800	77	1529	3344	500	229	4.58e-61
XP_002999571.1	QNG14851.1	32.167	77	1529	3344	886	194	4.19e-50
XP_002999571.1	QNG14851.1	35.824	77	1529	3344	455	162	1.95e-40
XP_002999571.1	QNG14851.1	37.726	77	1529	3344	387	147	8.78e-36
XP_002999571.1	QNG14851.1	36.364	77	1529	3344	352	116	1.98e-26
XP_002999571.1	QNG14851.1	30.515	77	1529	3344	816	113	1.37e-25
XP_002999571.1	QNG14851.1	34.902	77	1529	3344	255	100	1.43e-21
XP_002999571.1	QNG14851.1	28.504	77	1529	3344	421	68.6	7.52e-12
XP_002999571.1	QNG14851.1	26.738	77	1529	3344	561	52.8	4.35e-07
XP_002999571.1	QNG14851.1	25.980	77	1529	3344	689	52.8	4.46e-07
XP_002999571.1	QNG14851.1	26.842	77	1529	3344	380	38.1	0.011
XP_002999571.1	QNG14851.1	24.956	77	1529	3344	565	37.4	0.022
XP_002999572.1	QNG15132.1	100.000	100	68	68	68	145	1.81e-48
XP_002999573.1	QNG15146.1	100.000	100	106	106	106	201	2.25e-69
XP_002999574.1	QNG15218.1	100.000	100	74	74	74	152	1.97e-51
XP_002999575.1	QNG15392.1	98.420	63	1208	1170	443	790	0.0
XP_002999575.1	QNG15392.1	66.877	63	1208	1170	317	340	3.35e-99
XP_002999576.1	QNG15398.1	88.270	72	1423	1186	1006	1530	0.0
XP_002999576.1	QNG15398.1	97.321	72	1423	1186	112	99.8	1.58e-21
XP_002999577.1	QNG15541.1	100.000	100	94	94	94	200	1.01e-69
XP_002999578.1	QNG15646.1	100.000	100	142	142	142	288	8.86e-103
XP_002999579.1	QNG15653.1	100.000	100	64	64	64	119	2.89e-38
XP_002999580.1	QNG15702.1	100.000	100	93	93	93	184	3.06e-63
XP_002999581.1	QNG15728.1	99.000	100	100	100	100	199	5.65e-69
XP_002999582.1	QNG15816.1	100.000	100	67	67	67	142	1.77e-47
XP_002999583.1	QNG15862.1	100.000	100	100	100	100	198	1.23e-68
XP_002999584.1	QNG13707.1	78.104	100	1731	1856	1909	2501	0.0
XP_002999585.1	QNG12756.1	99.538	13	3241	3329	433	1024	0.0
XP_002999586.1	QNG16199.1	100.000	100	52	52	52	95.5	2.58e-29
XP_002999587.1	QNG16497.1	100.000	100	70	70	70	145	9.16e-49
XP_002999588.1	QNG16426.1	97.872	100	94	94	94	189	2.63e-65
XP_002999589.1	QNG16403.1	96.875	100	64	64	64	127	9.52e-42
XP_002999590.1	QNG15773.1	46.154	61	64	175	39	30.4	0.008
XP_002999591.1	QNG16370.1	100.000	100	52	52	52	103	1.39e-32
XP_002999592.1	QNG16337.1	100.000	100	68	68	68	131	4.00e-43
XP_002999593.1	QNG16263.1	98.450	100	129	129	129	266	1.48e-94
XP_002999594.1	QNG16260.1	100.000	100	51	51	51	101	1.17e-31
XP_002999595.1	QNG16259.1	100.000	100	130	130	130	269	6.84e-96
XP_002999596.1	QNG16561.1	100.000	100	61	61	61	120	5.70e-39
XP_002999597.1	QNG16564.1	82.511	74	1416	1414	1155	1786	0.0
XP_002999598.1	QNG16703.1	76.550	100	1630	5492	1548	2142	0.0
XP_002999598.1	QNG16703.1	98.413	100	1630	5492	1197	2095	0.0
XP_002999598.1	QNG16703.1	80.249	100	1630	5492	1286	1675	0.0
XP_002999598.1	QNG16703.1	75.290	100	1630	5492	1295	1516	0.0
XP_002999598.1	QNG16703.1	68.608	100	1630	5492	1185	1365	0.0
XP_002999598.1	QNG16703.1	68.608	100	1630	5492	1185	1365	0.0
XP_002999598.1	QNG16703.1	68.608	100	1630	5492	1185	1365	0.0
XP_002999598.1	QNG16703.1	69.378	100	1630	5492	1303	1319	0.0
XP_002999598.1	QNG16703.1	63.539	100	1630	5492	1311	1123	0.0
XP_002999598.1	QNG16703.1	57.827	100	1630	5492	1316	927	0.0
XP_002999598.1	QNG16703.1	57.712	100	1630	5492	1355	900	0.0
XP_002999598.1	QNG16703.1	52.492	100	1630	5492	1324	741	0.0
XP_002999599.1	QNG16742.1	100.000	100	85	85	85	171	3.06e-58
XP_002999600.1	QNG16849.1	97.436	100	39	39	39	76.3	5.24e-22
XP_002999601.1	QNG16950.1	100.000	100	64	64	64	127	9.95e-42
XP_002999602.1	QNG17014.1	98.718	100	78	78	78	155	2.58e-52
XP_002999603.1	QNG17079.1	100.000	100	55	55	55	111	1.67e-35
XP_002999604.1	QNG17154.1	100.000	100	93	93	93	185	1.53e-63
XP_002999605.1	QNG17179.1	99.340	100	1667	1755	1667	3431	0.0
XP_002999606.1	QNG17185.1	100.000	100	92	92	92	185	1.06e-63
XP_002999607.1	QNG17189.1	100.000	100	72	72	72	144	6.18e-48
XP_002999608.1	QNG17195.1	100.000	100	98	98	98	203	1.35e-70
XP_022456058.1	QNG12133.1	99.654	58	1504	866	866	1813	0.0
XP_444779.1	QNG12109.1	99.283	100	279	279	279	571	0.0
XP_444780.1	QNG12110.1	99.471	100	756	756	756	1563	0.0
XP_444781.1	QNG12111.1	99.587	100	726	726	726	1488	0.0
XP_444782.1	QNG12112.1	99.748	100	793	793	793	1614	0.0
XP_444783.1	QNG12113.1	100.000	100	223	223	223	450	1.86e-164
XP_444784.1	QNG12114.1	100.000	100	266	266	266	560	0.0
XP_444785.1	QNG12115.1	98.485	100	198	198	198	400	1.22e-145
XP_444786.1	QNG12116.1	99.214	100	509	509	509	1054	0.0
XP_444787.1	QNG12117.1	98.942	100	189	189	189	378	4.58e-137
XP_444788.1	QNG12118.1	99.872	100	784	784	784	1626	0.0
XP_444789.1	QNG12119.1	99.439	100	1069	1069	1069	2180	0.0
XP_444790.1	QNG12120.1	100.000	100	254	254	254	526	0.0
XP_444791.1	QNG12121.1	100.000	100	464	464	464	962	0.0
XP_444792.1	QNG12122.1	99.729	100	1107	1107	1107	2298	0.0
XP_444793.1	QNG12123.1	99.873	100	786	786	786	1638	0.0
XP_444794.1	QNG12124.1	100.000	100	902	902	902	1848	0.0
XP_444795.1	QNG12125.1	100.000	100	1122	1122	1122	2306	0.0
XP_444796.1	QNG12126.1	99.628	100	269	269	269	540	0.0
XP_444797.1	QNG12127.1	98.544	100	412	412	412	831	0.0
XP_444798.1	QNG12128.1	99.071	100	646	646	646	1315	0.0
XP_444799.1	QNG12129.1	99.688	100	640	640	640	1315	0.0
XP_444800.1	QNG12130.1	100.000	100	217	217	217	448	1.16e-163
XP_444801.1	QNG12131.1	98.425	100	127	127	127	259	5.29e-92
XP_444802.1	QNG12134.1	97.917	100	96	96	96	193	6.30e-67
XP_444803.1	QNG12135.1	100.000	100	549	549	549	1128	0.0
XP_444804.1	QNG12136.1	99.337	100	1206	1262	1206	2466	0.0
XP_444805.1	QNG12137.1	99.312	100	1162	1162	1162	2365	0.0
XP_444806.1	QNG12138.1	99.725	100	364	364	364	741	0.0
XP_444807.1	QNG12139.1	99.088	100	329	329	329	669	0.0
XP_444808.1	QNG12140.1	100.000	100	851	851	851	1733	0.0
XP_444809.1	QNG12141.1	99.867	100	752	752	752	1538	0.0
XP_444810.1	QNG12142.1	99.439	100	1426	1426	1426	2912	0.0
XP_444811.1	QNG12143.1	99.115	100	226	226	226	464	9.03e-170
XP_444812.1	QNG12144.1	99.752	100	403	403	403	822	0.0
XP_444813.1	QNG12145.1	100.000	100	78	78	78	157	7.13e-53
XP_444814.1	QNG12146.1	100.000	100	219	219	219	457	4.34e-167
XP_444815.1	QNG12147.1	100.000	100	411	411	411	856	0.0
XP_444816.1	QNG12148.1	100.000	100	483	483	483	1002	0.0
XP_444817.1	QNG12149.1	100.000	100	641	641	641	1323	0.0
XP_444818.1	QNG12150.1	100.000	100	535	535	535	1107	0.0
XP_444819.1	QNG12151.1	100.000	100	69	69	69	140	1.46e-46
XP_444820.1	QNG12152.1	99.501	100	801	801	801	1635	0.0
XP_444821.1	QNG12153.1	99.672	100	609	609	609	1234	0.0
XP_444822.1	QNG12154.1	99.647	100	850	850	850	1766	0.0
XP_444823.1	QNG12156.1	99.837	100	613	613	613	1259	0.0
XP_444824.1	QNG12157.1	99.659	100	293	293	293	602	0.0
XP_444825.1	QNG12158.1	99.812	100	531	531	531	1087	0.0
XP_444828.1	QNG12162.1	98.337	100	481	479	481	927	0.0
XP_444829.1	QNG12163.1	100.000	100	707	707	707	1459	0.0
XP_444830.1	QNG12164.1	99.631	100	814	814	814	1683	0.0
XP_444831.1	QNG12165.1	94.595	100	592	573	592	1089	0.0
XP_444832.1	QNG12166.1	100.000	100	105	105	105	209	9.18e-73
XP_444833.1	QNG12167.1	100.000	100	155	155	155	301	9.29e-108
XP_444834.1	QNG12168.1	98.824	100	85	85	85	171	3.20e-58
XP_444835.1	QNG12169.1	98.551	86	240	215	207	400	2.19e-144
XP_444836.1	QNG12170.1	100.000	100	424	424	424	858	0.0
XP_444837.1	QNG12171.1	100.000	100	118	118	118	247	1.37e-87
XP_444838.1	QNG12172.1	99.856	100	694	694	694	1417	0.0
XP_444839.1	QNG12173.1	99.220	100	641	641	641	1306	0.0
XP_444840.1	QNG12174.1	100.000	100	211	211	211	439	2.79e-160
XP_444841.1	QNG12175.1	99.147	100	469	469	469	959	0.0
XP_444842.1	QNG12176.1	99.504	100	605	605	605	1243	0.0
XP_444843.1	QNG12177.1	99.472	100	568	568	568	1157	0.0
XP_444844.1	QNG12178.1	99.467	100	563	563	563	1152	0.0
XP_444845.2	QNG12179.1	99.830	100	588	588	588	1211	0.0
XP_444846.1	QNG12180.1	99.893	100	934	934	934	1936	0.0
XP_444847.1	QNG12181.1	99.496	100	794	794	794	1574	0.0
XP_444848.1	QNG12182.1	97.727	100	88	88	88	174	1.25e-59
XP_444849.1	QNG12183.1	99.920	100	3743	3743	3743	7697	0.0
XP_444850.1	QNG12184.1	99.754	100	406	406	406	830	0.0
XP_444851.1	QNG12185.1	99.556	100	675	675	675	1368	0.0
XP_444852.1	QNG12186.1	100.000	100	126	126	126	259	3.73e-92
XP_444853.1	QNG12187.1	99.275	100	690	690	690	1394	0.0
XP_444854.1	QNG12188.1	99.871	100	776	776	776	1594	0.0
XP_444855.1	QNG12189.1	99.554	100	673	673	673	1396	0.0
XP_444856.1	QNG12190.1	99.818	100	548	548	548	1132	0.0
XP_444857.1	QNG12191.1	99.654	100	289	380	289	598	0.0
XP_444858.1	QNG12192.1	97.949	99	391	393	390	778	0.0
XP_444859.1	QNG12193.1	100.000	100	605	605	605	1261	0.0
XP_444860.1	QNG12194.1	99.094	100	552	552	552	1126	0.0
XP_444861.1	QNG12195.1	97.450	100	549	549	549	1112	0.0
XP_444862.1	QNG12196.1	71.429	100	272	273	273	428	4.05e-154
XP_444863.1	QNG12196.1	71.429	100	272	273	273	428	4.05e-154
XP_444864.1	QNG12197.1	79.649	100	279	284	285	467	5.40e-169
XP_444865.1	QNG12198.1	99.820	100	556	556	556	1137	0.0
XP_444866.1	QNG12199.1	97.727	100	88	88	88	180	8.44e-62
XP_444867.1	QNG12200.1	99.774	100	443	443	443	917	0.0
XP_444868.1	QNG12201.1	99.687	100	319	319	319	659	0.0
XP_444869.1	QNG12202.1	100.000	100	445	445	445	909	0.0
XP_444870.1	QNG12203.1	99.830	100	587	587	587	1194	0.0
XP_444871.1	QNG12204.1	99.303	100	573	574	574	1186	0.0
XP_444872.1	QNG12205.1	99.654	100	866	866	866	1796	0.0
XP_444873.1	QNG12206.1	99.684	100	316	316	316	647	0.0
XP_444874.1	QNG12207.1	99.687	100	319	319	319	658	0.0
XP_444875.1	QNG12208.1	99.244	100	396	397	397	820	0.0
XP_444876.1	QNG12209.1	100.000	100	379	379	379	781	0.0
XP_444877.1	QNG12210.1	99.197	100	872	872	872	1731	0.0
XP_444878.1	QNG12211.1	100.000	100	100	100	100	196	8.23e-68
XP_444879.1	QNG12212.1	99.490	100	588	588	588	1199	0.0
XP_444880.1	QNG12213.1	98.761	100	1049	1043	1049	2135	0.0
XP_444881.1	QNG12214.1	100.000	100	276	276	276	568	0.0
XP_444882.1	QNG12215.1	98.553	100	691	685	691	1406	0.0
XP_444883.1	QNG12216.1	97.832	100	369	363	369	724	0.0
XP_444884.1	QNG12217.1	90.000	100	90	84	90	155	6.11e-52
XP_444885.1	QNG12218.1	100.000	100	429	429	429	869	0.0
XP_444886.1	QNG12219.1	99.773	100	441	441	441	912	0.0
XP_444887.1	QNG12220.1	100.000	100	216	216	216	449	2.31e-164
XP_444888.1	QNG12221.1	99.677	100	310	310	310	633	0.0
XP_444889.1	QNG12222.1	96.981	100	828	827	828	1647	0.0
XP_444890.1	QNG12223.1	99.005	100	402	402	402	832	0.0
XP_444891.1	QNG12224.1	100.000	100	104	104	104	218	2.91e-76
XP_444892.1	QNG12225.1	99.401	100	501	501	501	1038	0.0
XP_444893.1	QNG12226.1	100.000	100	328	328	328	663	0.0
XP_444894.1	QNG12227.1	100.000	100	190	190	190	391	2.83e-142
XP_444895.1	QNG12228.1	98.382	100	309	309	309	634	0.0
XP_444896.1	QNG12230.1	100.000	100	457	457	457	951	0.0
XP_444897.1	QNG12231.1	99.002	100	501	501	501	1024	0.0
XP_444898.1	QNG12232.1	100.000	100	101	101	101	209	7.47e-73
XP_444900.1	QNG12234.1	99.874	100	792	792	792	1619	0.0
XP_444901.1	QNG12235.1	100.000	100	79	79	79	164	1.34e-55
XP_444902.1	QNG12236.1	99.692	100	649	649	649	1357	0.0
XP_444903.1	QNG12237.1	99.569	100	232	232	232	457	5.79e-167
XP_444904.1	QNG12238.1	100.000	100	115	115	115	232	1.49e-81
XP_444905.1	QNG12239.1	100.000	100	109	109	109	203	1.86e-70
XP_444906.1	QNG12240.1	99.585	100	241	241	241	487	1.55e-178
XP_444907.1	QNG12241.1	100.000	100	268	268	268	549	0.0
XP_444908.1	QNG12242.1	100.000	100	842	842	842	1742	0.0
XP_444909.1	QNG12243.1	100.000	100	628	628	628	1310	0.0
XP_444910.1	QNG12244.1	100.000	100	189	189	189	372	1.47e-134
XP_444911.1	QNG12245.1	98.975	100	488	488	488	995	0.0
XP_444912.1	QNG12246.1	99.556	100	450	450	450	929	0.0
XP_444913.1	QNG12247.1	99.360	100	625	625	625	1278	0.0
XP_444914.1	QNG12248.1	100.000	100	590	590	590	1215	0.0
XP_444915.1	QNG12249.1	100.000	100	204	204	204	414	6.19e-151
XP_444916.1	QNG12250.1	98.785	100	247	247	247	498	0.0
XP_444917.1	QNG12251.1	99.739	100	1151	1151	1151	2358	0.0
XP_444918.1	QNG12252.1	99.383	100	486	486	486	994	0.0
XP_444919.1	QNG12253.1	100.000	100	471	471	471	951	0.0
XP_444920.1	QNG12254.1	99.264	100	679	679	679	1390	0.0
XP_444921.1	QNG12255.1	100.000	100	83	83	83	177	4.44e-61
XP_444922.1	QNG12256.1	99.899	100	993	993	993	2018	0.0
XP_444923.1	QNG12257.1	98.413	100	189	189	189	377	9.97e-137
XP_444924.1	QNG12258.1	100.000	100	214	214	214	416	4.07e-151
XP_444925.1	QNG12259.1	99.718	100	1062	1062	1062	2187	0.0
XP_444926.1	QNG12260.1	99.864	100	733	733	733	1500	0.0
XP_444927.1	QNG12261.1	99.394	100	330	330	330	673	0.0
XP_444928.1	QNG12262.1	100.000	100	415	415	415	858	0.0
XP_444929.1	QNG12263.1	100.000	100	1652	1652	1652	3391	0.0
XP_444930.1	QNG12264.1	100.000	100	748	748	748	1553	0.0
XP_444931.1	QNG12265.1	100.000	100	181	181	181	379	8.10e-138
XP_444932.1	QNG12266.1	99.788	100	470	471	471	963	0.0
XP_444933.1	QNG12267.1	99.370	100	476	476	476	994	0.0
XP_444934.1	QNG12268.1	98.259	100	510	517	517	1013	0.0
XP_444935.1	QNG12269.1	98.551	100	138	138	138	266	3.79e-94
XP_444936.1	QNG12270.1	98.940	100	282	313	283	574	0.0
XP_444937.1	QNG12271.1	100.000	100	437	437	437	919	0.0
XP_444938.1	QNG12272.1	100.000	99	268	268	267	554	0.0
XP_444939.1	QNG12273.1	100.000	100	106	106	106	211	1.37e-73
XP_444940.2	QNG12274.1	99.632	100	272	272	272	559	0.0
XP_444941.1	QNG12275.1	99.803	100	508	508	508	1023	0.0
XP_444942.1	QNG12276.1	99.657	100	583	583	583	1196	0.0
XP_444943.1	QNG12277.1	99.557	100	451	451	451	931	0.0
