# Program:featureCounts v2.0.3; Command:"featureCounts" "-p" "-T" "4" "-s" "2" "-t" "start_to_stop" "-g" "ID" "-a" "/Users/s1964600/Work/isoform_analysis_Dec2023/data/mock_annotations/BG2_GCA_014217725.1/mock_long_gene_400.gtf" "-o" "85_counts.txt" "85_aln.bam" "-R" "BAM" 
Geneid	Chr	Start	End	Strand	Length	85_aln.bam
GWK60_B02013	CP048231.1	203713	204904	+	1192	5387
GWK60_B02035	CP048231.1	204334	207997	-	3664	19300
GWK60_B02057	CP048231.1	208389	215157	-	6769	2181
GWK60_B02079	CP048231.1	215560	217783	+	2224	2312
GWK60_B02101	CP048231.1	217195	217918	-	724	2857
GWK60_B02123	CP048231.1	218033	219125	-	1093	1345
GWK60_B02145	CP048231.1	219721	222052	+	2332	4707
GWK60_B02167	CP048231.1	222603	224541	+	1939	6498
GWK60_B02189	CP048231.1	224111	226124	-	2014	10280
GWK60_B02211	CP048231.1	226645	230197	-	3553	8569
GWK60_B02233	CP048231.1	230190	232005	-	1816	1365
GWK60_B02255	CP048231.1	232068	233553	-	1486	3169
GWK60_B02277	CP048231.1	234728	236702	+	1975	1219
GWK60_B02299	CP048231.1	236102	237449	-	1348	23004
GWK60_B02321	CP048231.1	238381	240523	+	2143	36927
GWK60_B02343	CP048231.1	240864	242604	+	1741	13367
GWK60_B02365	CP048231.1	242850	244188	+	1339	7736
GWK60_B02387	CP048231.1	243696	245862	-	2167	5501
GWK60_B02409	CP048231.1	246986	248933	+	1948	10896
GWK60_B02431	CP048231.1	249151	250435	+	1285	20624
GWK60_B02453	CP048231.1	250748	252740	-	1993	2089
GWK60_B02475	CP048231.1	253234	256111	+	2878	6897
GWK60_B02497	CP048231.1	255443	256412	-	970	4
GWK60_B02519	CP048231.1	257664	259479	+	1816	3258
GWK60_B02541	CP048231.1	258811	260500	-	1690	3348
GWK60_B02563	CP048231.1	260620	263071	-	2452	14565
GWK60_B02585	CP048231.1	264539	266969	-	2431	2915
GWK60_B02607	CP048231.1	267312	267927	+	616	5512
GWK60_B02629	CP048231.1	268320	270456	+	2137	3062
GWK60_B02651	CP048231.1	269638	271336	-	1699	2301
GWK60_B02673	CP048231.1	271252	273100	-	1849	37758
GWK60_B02695	CP048231.1	273429	276513	-	3085	2941
GWK60_B02717	CP048231.1	276931	279040	-	2110	4021
GWK60_B02739	CP048231.1	279981	281031	-	1051	18075
GWK60_B02761	CP048231.1	281309	283559	-	2251	18609
GWK60_B02783	CP048231.1	284104	286321	-	2218	216
GWK60_B02805	CP048231.1	286911	289167	-	2257	65
GWK60_B02827	CP048231.1	290020	292213	-	2194	339
GWK60_B02849	CP048231.1	293262	295551	-	2290	1622
GWK60_B02871	CP048231.1	297335	299828	+	2494	6905
GWK60_B02893	CP048231.1	300948	302547	+	1600	44115
GWK60_B02915	CP048231.1	303869	305273	+	1405	124745
GWK60_B02937	CP048231.1	305138	307628	-	2491	5542
GWK60_B02959	CP048231.1	308045	311015	-	2971	1376
GWK60_B03003	CP048231.1	311846	315029	-	3184	4655
GWK60_B03025	CP048231.1	315269	316625	-	1357	1268
GWK60_B03047	CP048231.1	316720	317422	-	703	0
GWK60_B03069	CP048231.1	318623	320498	+	1876	55673
GWK60_B03091	CP048231.1	320107	320947	-	841	5925
GWK60_B03113	CP048231.1	321443	324455	+	3013	1133
GWK60_B03135	CP048231.1	325089	327351	+	2263	2103
GWK60_B03157	CP048231.1	326797	328513	-	1717	7974
GWK60_B03179	CP048231.1	328476	329643	-	1168	2025
GWK60_B03201	CP048231.1	330203	332897	+	2695	5615
GWK60_B03223	CP048231.1	333268	338662	+	5395	3809
GWK60_B03245	CP048231.1	338101	342568	-	4468	36858
GWK60_B03267	CP048231.1	343823	345980	-	2158	2115
GWK60_B03289	CP048231.1	346026	347058	-	1033	901
GWK60_B03311	CP048231.1	347431	350968	-	3538	218802
GWK60_B03333	CP048231.1	351656	353849	-	2194	11552
GWK60_B03355	CP048231.1	355233	356565	+	1333	4069
GWK60_B03377	CP048231.1	356779	360226	+	3448	10446
GWK60_B03399	CP048231.1	359521	361180	-	1660	7080
GWK60_B03421	CP048231.1	361014	363036	-	2023	9585
GWK60_B03443	CP048231.1	363170	363779	+	610	5335
GWK60_B03465	CP048231.1	363702	365772	+	2071	90789
GWK60_B03487	CP048231.1	366291	369657	+	3367	2192
GWK60_B03509	CP048231.1	370006	371797	+	1792	1152
GWK60_B03531	CP048231.1	372274	373489	+	1216	23944
GWK60_B03553	CP048231.1	373855	375694	+	1840	5948
GWK60_B03597	CP048231.1	376348	378565	+	2218	11631
GWK60_B03619	CP048231.1	378658	379969	+	1312	14231
GWK60_B03641	CP048231.1	380551	381949	+	1399	17567
GWK60_B03663	CP048231.1	382644	384567	+	1924	634
GWK60_B03685	CP048231.1	384064	384748	-	685	7398
GWK60_B03707	CP048231.1	384405	385689	-	1285	0
GWK60_B03729	CP048231.1	385957	387277	+	1321	3599
GWK60_B03751	CP048231.1	386656	387310	-	655	69
GWK60_B03773	CP048231.1	387547	389242	+	1696	4202
GWK60_B03795	CP048231.1	389230	390220	+	991	14101
GWK60_B03817	CP048231.1	389816	392114	-	2299	4355
GWK60_B03839	CP048231.1	392655	394686	-	2032	5747
GWK60_B03861	CP048231.1	395386	397537	-	2152	1428
GWK60_B03883	CP048231.1	397775	399383	-	1609	4658
GWK60_B03905	CP048231.1	399543	400464	-	922	17614
GWK60_B03927	CP048231.1	400355	401795	-	1441	5928
GWK60_B03971	CP048231.1	402687	403920	+	1234	1928
GWK60_B03993	CP048231.1	403468	404872	-	1405	9566
GWK60_B04015	CP048231.1	405153	407253	+	2101	10120
GWK60_B04037	CP048231.1	406668	409653	-	2986	6251
GWK60_B04059	CP048231.1	411044	412337	+	1294	6643
GWK60_B04081	CP048231.1	414571	417673	+	3103	266
GWK60_B04103	CP048231.1	417597	418938	-	1342	372
GWK60_B04125	CP048231.1	419211	420699	-	1489	475639
GWK60_B04147	CP048231.1	420615	422613	-	1999	5066
GWK60_B04169	CP048231.1	422884	424912	+	2029	4620
GWK60_B04191	CP048231.1	425048	426719	+	1672	13311
GWK60_B04213	CP048231.1	426749	428330	+	1582	61443
GWK60_B04235	CP048231.1	427837	429085	-	1249	1282
GWK60_B04257	CP048231.1	429930	433821	+	3892	4622
GWK60_B04279	CP048231.1	433207	434146	-	940	3978
GWK60_B04301	CP048231.1	434181	436563	-	2383	16754
GWK60_B04323	CP048231.1	437818	440035	+	2218	2082
GWK60_B04345	CP048231.1	439338	440589	-	1252	2930
GWK60_B04367	CP048231.1	441038	441842	+	805	16995
GWK60_B04389	CP048231.1	441713	443132	-	1420	14541
GWK60_B04411	CP048231.1	443964	445317	+	1354	2873
GWK60_B04433	CP048231.1	445075	446698	-	1624	24050
GWK60_B04455	CP048231.1	447144	448329	-	1186	6154
GWK60_B04477	CP048231.1	448679	449744	+	1066	2169
GWK60_B04499	CP048231.1	449183	452873	-	3691	4602
GWK60_B04521	CP048231.1	453361	454951	-	1591	94534
GWK60_B04543	CP048231.1	455321	456275	-	955	13558
GWK60_B04565	CP048231.1	456662	458067	+	1406	1485
GWK60_B04587	CP048231.1	457440	459360	-	1921	1280
GWK60_B04609	CP048231.1	459374	460679	-	1306	1333
GWK60_B04631	CP048231.1	461759	462959	+	1201	59
GWK60_B04653	CP048231.1	463089	464748	+	1660	23926
GWK60_B04675	CP048231.1	465042	465997	+	956	6891
GWK60_B04697	CP048231.1	465440	470462	-	5023	13562
GWK60_B04719	CP048231.1	471283	472771	+	1489	880
GWK60_B04741	CP048231.1	477439	479722	+	2284	1357
GWK60_B04763	CP048231.1	479911	481546	-	1636	4350
GWK60_B04785	CP048231.1	482719	484921	-	2203	5392
GWK60_B04807	CP048231.1	485269	486565	+	1297	11020
GWK60_B04829	CP048231.1	486524	487394	+	871	9453
GWK60_B04895	CP048231.1	489548	494360	+	4813	5009
GWK60_B04917	CP048231.1	500565	511083	+	10519	2
GWK60_C00011	CP048232.1	2618	5165	-	2548	8
GWK60_C00033	CP048232.1	14058	15729	-	1672	761
GWK60_C00055	CP048232.1	18654	20676	+	2023	1796
GWK60_C00077	CP048232.1	21225	26166	-	4942	1108
GWK60_C00099	CP048232.1	30573	31683	+	1111	23718
GWK60_C00121	CP048232.1	31928	34478	+	2551	7737
GWK60_C00143	CP048232.1	34393	36535	-	2143	22787
GWK60_C00165	CP048232.1	37298	38048	+	751	7130
GWK60_C00187	CP048232.1	37853	39083	-	1231	342
GWK60_C00209	CP048232.1	39722	42674	+	2953	6922
GWK60_C00231	CP048232.1	43275	45327	+	2053	3742
GWK60_C00253	CP048232.1	45546	46650	+	1105	5448
GWK60_C00275	CP048232.1	46239	47172	-	934	6661
GWK60_C00297	CP048232.1	47286	54825	-	7540	10229
GWK60_C00319	CP048232.1	55145	55931	-	787	3139
GWK60_C00341	CP048232.1	56618	59558	+	2941	5288
GWK60_C00363	CP048232.1	60236	62354	+	2119	11212
GWK60_C00385	CP048232.1	61906	64345	-	2440	1373
GWK60_C00407	CP048232.1	64676	66248	+	1573	3563
GWK60_C00429	CP048232.1	66409	67756	+	1348	2950
GWK60_C00451	CP048232.1	67841	69335	+	1495	3854
GWK60_C00473	CP048232.1	69435	71364	+	1930	45477
GWK60_C00495	CP048232.1	71832	74745	+	2914	23190
GWK60_C00517	CP048232.1	74836	76183	+	1348	255
GWK60_C00539	CP048232.1	76143	77115	-	973	2300
GWK60_C00561	CP048232.1	77073	79923	-	2851	4467
GWK60_C00583	CP048232.1	80123	82880	-	2758	7603
GWK60_C00605	CP048232.1	88503	89133	+	631	56
GWK60_C00627	CP048232.1	90376	96229	+	5854	1308
GWK60_C00649	CP048232.1	96593	97427	+	835	0
GWK60_C00671	CP048232.1	101138	104006	+	2869	6181
GWK60_C00693	CP048232.1	110892	115938	+	5047	32340
GWK60_C00715	CP048232.1	116630	117977	+	1348	5050
GWK60_C00737	CP048232.1	118231	119704	+	1474	5020
GWK60_C00759	CP048232.1	119167	122332	-	3166	31436
GWK60_C00781	CP048232.1	122959	125512	-	2554	19945
GWK60_C00803	CP048232.1	126245	127796	+	1552	10331
GWK60_C00825	CP048232.1	127100	132008	-	4909	7810
