# Program:featureCounts v2.0.3; Command:"featureCounts" "-p" "-T" "4" "-s" "2" "-t" "start_to_stop" "-g" "ID" "-a" "/Users/s1964600/Work/isoform_analysis_Dec2023/data/mock_annotations/BG2_GCA_014217725.1/mock_long_gene_400.gtf" "-o" "79_counts.txt" "79_aln.bam" "-R" "BAM" 
Geneid	Chr	Start	End	Strand	Length	79_aln.bam
GWK60_A02849	CP048230.1	323368	325141	-	1774	81
GWK60_A02871	CP048230.1	325407	327312	+	1906	569
GWK60_A02893	CP048230.1	327258	327963	+	706	3865
GWK60_A02915	CP048230.1	327409	328415	-	1007	4405
GWK60_A02937	CP048230.1	328743	331521	+	2779	1259
GWK60_A02959	CP048230.1	331247	331886	-	640	2857
GWK60_A02981	CP048230.1	333043	335392	+	2350	13
GWK60_A03003	CP048230.1	335757	338155	+	2399	2461
GWK60_A03025	CP048230.1	337721	338468	-	748	955
GWK60_A03047	CP048230.1	339100	339829	+	730	50127
GWK60_A03069	CP048230.1	339268	340393	-	1126	646
GWK60_A03091	CP048230.1	340472	341678	-	1207	4025
GWK60_A03113	CP048230.1	343669	346597	+	2929	5336
GWK60_A03135	CP048230.1	346671	348957	+	2287	307
GWK60_A03157	CP048230.1;CP048230.1	348514;348514	350161;349481	-;-	1648	34144
GWK60_A03179	CP048230.1	350807	352673	-	1867	4
GWK60_A03201	CP048230.1	353607	355359	+	1753	1008
GWK60_A03223	CP048230.1	355593	357870	+	2278	2344
GWK60_A03245	CP048230.1	358679	360851	-	2173	15071
GWK60_A03267	CP048230.1	361447	362461	-	1015	4853
GWK60_A03289	CP048230.1	363837	364980	+	1144	35
GWK60_A03311	CP048230.1	365013	368868	+	3856	530
GWK60_A03333	CP048230.1	369013	370873	+	1861	529
GWK60_A03355	CP048230.1	370349	372164	-	1816	9919
GWK60_A03377	CP048230.1	372366	374805	-	2440	174
GWK60_A03421	CP048230.1	375505	376156	-	652	109
GWK60_A03443	CP048230.1	376558	379939	-	3382	539
GWK60_A03465	CP048230.1	379853	380822	-	970	64
GWK60_A03487	CP048230.1	381016	382060	-	1045	207
GWK60_A03509	CP048230.1	384128	387716	-	3589	1449
GWK60_A03531	CP048230.1	387824	390425	-	2602	1737
GWK60_A03553	CP048230.1	390734	392126	+	1393	93
GWK60_A03575	CP048230.1	392385	394032	+	1648	2254
GWK60_A03597	CP048230.1	393604	398962	-	5359	6954
GWK60_A03619	CP048230.1	399955	402601	+	2647	578
GWK60_A03663	CP048230.1	402592	403537	-	946	677
GWK60_A03685	CP048230.1	403994	405809	+	1816	0
GWK60_A03707	CP048230.1	405826	407656	+	1831	468
GWK60_A03751	CP048230.1	407655	409608	-	1954	2621
GWK60_A03773	CP048230.1	409765	410581	+	817	1565
GWK60_A03795	CP048230.1	409971	411312	-	1342	27903
GWK60_A03817	CP048230.1	412336	414049	+	1714	1532
GWK60_A03839	CP048230.1	414376	415582	+	1207	881
GWK60_A03861	CP048230.1	415047	415767	-	721	1831
GWK60_A03883	CP048230.1	415997	417360	+	1364	989
GWK60_A03905	CP048230.1	416826	418752	-	1927	5422
GWK60_A03927	CP048230.1	418819	420970	-	2152	3364
GWK60_A03949	CP048230.1	421263	423018	+	1756	2398
GWK60_A03971	CP048230.1	423196	424720	+	1525	3604
GWK60_A03993	CP048230.1	424657	425611	+	955	268
GWK60_A04015	CP048230.1	425760	426957	+	1198	29977
GWK60_A04037	CP048230.1	426408	427983	-	1576	596
GWK60_A04059	CP048230.1	428322	430431	-	2110	831
GWK60_A04081	CP048230.1	430649	431318	-	670	4367
GWK60_A04103	CP048230.1	432045	434367	+	2323	845
GWK60_A04125	CP048230.1	435071	437630	+	2560	562
GWK60_A04147	CP048230.1	437075	439409	-	2335	2603
GWK60_A04169	CP048230.1	440135	441689	+	1555	2278
GWK60_A04191	CP048230.1	441248	443006	-	1759	1266
GWK60_A04213	CP048230.1	444199	445249	+	1051	952
GWK60_A04235	CP048230.1	444614	446192	-	1579	4494
GWK60_A04279	CP048230.1	446198	446960	-	763	389
GWK60_A04257	CP048230.1	447237	448104	+	868	884
GWK60_A04301	CP048230.1	448654	451021	+	2368	394
GWK60_A04323	CP048230.1	451222	452404	+	1183	3952
GWK60_A04345	CP048230.1	452620	456316	+	3697	264
GWK60_A04367	CP048230.1	457166	459878	+	2713	1671
GWK60_A04389	CP048230.1	459763	460411	-	649	118
GWK60_A04411	CP048230.1	462348	463353	+	1006	31244
GWK60_A04433	CP048230.1	463883	465374	+	1492	735
GWK60_A04455	CP048230.1	465642	469167	+	3526	2105
GWK60_A04477	CP048230.1	469217	470945	+	1729	207
GWK60_A04499	CP048230.1	471201	472686	+	1486	1393
GWK60_A04521	CP048230.1	472235	474263	-	2029	403
GWK60_A04543	CP048230.1	474804	475560	-	757	64
GWK60_A04565	CP048230.1	476978	477752	+	775	456
GWK60_A04587	CP048230.1	477364	478561	-	1198	4185
GWK60_A04609	CP048230.1	478948	480958	-	2011	4255
GWK60_A04631	CP048230.1	482292	484494	+	2203	1463
GWK60_A04653	CP048230.1	484709	485906	+	1198	2768
GWK60_A04675	CP048230.1	485444	487304	-	1861	108045
GWK60_A04697	CP048230.1	497983	506875	+	8893	0
GWK60_B00011	CP048231.1	3667	7072	-	3406	1
GWK60_B00055	CP048231.1	13090	13720	+	631	18
GWK60_B00077	CP048231.1	12887	13841	-	955	0
GWK60_B00099	CP048231.1	14175	15207	+	1033	0
GWK60_B00121	CP048231.1	15108	16590	-	1483	823
GWK60_B00143	CP048231.1	19247	20939	+	1693	651
GWK60_B00165	CP048231.1	20345	24155	-	3811	1094
GWK60_B00187	CP048231.1	24485	25898	-	1414	1553
GWK60_B00209	CP048231.1	26407	27172	+	766	682
GWK60_B00231	CP048231.1	26812	27478	-	667	1257
GWK60_B00253	CP048231.1	29305	31936	+	2632	3120
GWK60_B00275	CP048231.1	34232	35441	+	1210	3142
GWK60_B00297	CP048231.1	35873	37247	+	1375	4
GWK60_B00319	CP048231.1	38721	41634	+	2914	2934
GWK60_B00341	CP048231.1	40974	42624	-	1651	916
GWK60_B00363	CP048231.1	45405	47826	+	2422	933
GWK60_B00385	CP048231.1	47496	48852	-	1357	3345
GWK60_B00407	CP048231.1	54181	54778	+	598	12756
GWK60_B00429	CP048231.1	55618	57268	+	1651	61
GWK60_B00451	CP048231.1	56568	57795	-	1228	318
GWK60_B00473	CP048231.1	57743	60383	-	2641	2465
GWK60_B00495	CP048231.1	60491	62342	-	1852	1511
GWK60_B00517	CP048231.1	62678	64649	-	1972	17989
GWK60_B00539	CP048231.1	66062	66692	+	631	96
GWK60_B00561	CP048231.1	66607	68257	+	1651	10
GWK60_B00583	CP048231.1	68432	71270	+	2839	2120
GWK60_B00605	CP048231.1	70592	72617	-	2026	941
GWK60_B00627	CP048231.1	73165	74902	-	1738	242
GWK60_B00649	CP048231.1	76074	77562	+	1489	7570
GWK60_B00671	CP048231.1	77070	77961	-	892	3148
GWK60_B00693	CP048231.1	78603	79971	+	1369	1421
GWK60_B00715	CP048231.1	79361	80678	-	1318	558
GWK60_B00737	CP048231.1	80661	83469	-	2809	1544
GWK60_B00759	CP048231.1	83764	85480	-	1717	167
GWK60_B00781	CP048231.1	85815	87399	+	1585	7698
GWK60_B00803	CP048231.1	87385	89023	+	1639	156
GWK60_B00825	CP048231.1	88499	89480	-	982	21742
GWK60_B00847	CP048231.1	93991	96262	+	2272	1234
GWK60_B00891	CP048231.1	98961	101589	+	2629	661
GWK60_B00913	CP048231.1	101303	102335	-	1033	5387
GWK60_B00935	CP048231.1	103080	104628	+	1549	2579
GWK60_B00957	CP048231.1	104275	105850	-	1576	1552
GWK60_B00979	CP048231.1	106169	108995	+	2827	1615
GWK60_B01001	CP048231.1	108425	110411	-	1987	1739
GWK60_B01023	CP048231.1	111567	112894	+	1328	75879
GWK60_B01045	CP048231.1	114776	115865	+	1090	2873
GWK60_B01067	CP048231.1	115211	116133	-	923	298
GWK60_B01089	CP048231.1	117247	121390	+	4144	413
GWK60_B01133	CP048231.1	122063	123083	+	1021	1599
GWK60_B01155	CP048231.1	122477	124934	-	2458	1864
GWK60_B01177	CP048231.1	125344	129076	-	3733	5496
GWK60_B01199	CP048231.1	129799	131743	+	1945	1428
GWK60_B01221	CP048231.1	131233	132139	-	907	3465
GWK60_B01243	CP048231.1	132241	133942	-	1702	2045
GWK60_B01265	CP048231.1	134237	135341	+	1105	631
GWK60_B01287	CP048231.1	135293	137717	+	2425	1886
GWK60_B01309	CP048231.1	137847	139530	+	1684	350
GWK60_B01331	CP048231.1	139599	141108	+	1510	737
GWK60_B01353	CP048231.1	141251	146741	+	5491	1133
GWK60_B01375	CP048231.1	146125	147196	-	1072	1083
GWK60_B01397	CP048231.1	147557	148313	+	757	2858
GWK60_B01419	CP048231.1	148951	151549	+	2599	259
GWK60_B01441	CP048231.1	150817	153343	-	2527	589
GWK60_B01463	CP048231.1	153259	155692	-	2434	1499
GWK60_B01507	CP048231.1	156284	158759	-	2476	1625
GWK60_B01529	CP048231.1	159653	162071	+	2419	450
GWK60_B01551	CP048231.1	161381	163514	-	2134	736
GWK60_B01573	CP048231.1	164194	165463	+	1270	368
GWK60_B01595	CP048231.1	165472	167482	+	2011	382
GWK60_B01617	CP048231.1	167384	168158	+	775	1097
GWK60_B01639	CP048231.1	167657	168929	-	1273	897
GWK60_B01661	CP048231.1	168962	171071	-	2110	604
GWK60_B01683	CP048231.1	171385	173653	+	2269	568
GWK60_B01705	CP048231.1	174528	175152	+	625	0
GWK60_B01727	CP048231.1	174871	176932	-	2062	575
GWK60_B01749	CP048231.1	177545	178520	+	976	1753
GWK60_B01771	CP048231.1	178729	181963	+	3235	2019
GWK60_B01793	CP048231.1	181416	183114	-	1699	566
GWK60_B01815	CP048231.1	183420	185091	-	1672	63
GWK60_B01837	CP048231.1	185308	186700	+	1393	415
GWK60_B01859	CP048231.1	186666	190428	+	3763	1077
GWK60_B01881	CP048231.1	189872	192206	-	2335	5985
GWK60_B01903	CP048231.1	192347	193550	-	1204	62
GWK60_B01925	CP048231.1	193750	196024	-	2275	2
GWK60_B01947	CP048231.1	196865	198602	+	1738	461
GWK60_B01969	CP048231.1	197962	199189	-	1228	316
GWK60_B01991	CP048231.1	201213	203478	+	2266	530
GWK60_B02013	CP048231.1	203713	204904	+	1192	1353
GWK60_B02035	CP048231.1	204334	207997	-	3664	4197
GWK60_B02057	CP048231.1	208389	215157	-	6769	634
GWK60_B02079	CP048231.1	215560	217783	+	2224	644
GWK60_B02101	CP048231.1	217195	217918	-	724	888
GWK60_B02123	CP048231.1	218033	219125	-	1093	381
GWK60_B02145	CP048231.1	219721	222052	+	2332	824
GWK60_B02167	CP048231.1	222603	224541	+	1939	1493
GWK60_B02189	CP048231.1	224111	226124	-	2014	1946
GWK60_B02211	CP048231.1	226645	230197	-	3553	2803
GWK60_B02233	CP048231.1	230190	232005	-	1816	485
GWK60_B02255	CP048231.1	232068	233553	-	1486	1265
GWK60_B02277	CP048231.1	234728	236702	+	1975	225
GWK60_B02299	CP048231.1	236102	237449	-	1348	6539
GWK60_B02321	CP048231.1	238381	240523	+	2143	7881
GWK60_B02343	CP048231.1	240864	242604	+	1741	3099
GWK60_B02365	CP048231.1	242850	244188	+	1339	2207
GWK60_B02387	CP048231.1	243696	245862	-	2167	1365
GWK60_B02409	CP048231.1	246986	248933	+	1948	2830
GWK60_B02431	CP048231.1	249151	250435	+	1285	6669
GWK60_B02453	CP048231.1	250748	252740	-	1993	487
GWK60_B02475	CP048231.1	253234	256111	+	2878	1579
GWK60_B02497	CP048231.1	255443	256412	-	970	0
GWK60_B02519	CP048231.1	257664	259479	+	1816	658
GWK60_B02541	CP048231.1	258811	260500	-	1690	1113
GWK60_B02563	CP048231.1	260620	263071	-	2452	1796
GWK60_B02585	CP048231.1	264539	266969	-	2431	675
GWK60_B02607	CP048231.1	267312	267927	+	616	1675
GWK60_B02629	CP048231.1	268320	270456	+	2137	743
GWK60_B02651	CP048231.1	269638	271336	-	1699	445
GWK60_B02673	CP048231.1	271252	273100	-	1849	9263
GWK60_B02695	CP048231.1	273429	276513	-	3085	563
GWK60_B02717	CP048231.1	276931	279040	-	2110	560
GWK60_B02739	CP048231.1	279981	281031	-	1051	3261
GWK60_B02761	CP048231.1	281309	283559	-	2251	1801
GWK60_B02783	CP048231.1	284104	286321	-	2218	56
GWK60_B02805	CP048231.1	286911	289167	-	2257	8
GWK60_B02827	CP048231.1	290020	292213	-	2194	100
GWK60_B02849	CP048231.1	293262	295551	-	2290	463
GWK60_B02871	CP048231.1	297335	299828	+	2494	2103
GWK60_B02893	CP048231.1	300948	302547	+	1600	10718
GWK60_B02915	CP048231.1	303869	305273	+	1405	32399
GWK60_B02937	CP048231.1	305138	307628	-	2491	1129
GWK60_B02959	CP048231.1	308045	311015	-	2971	233
GWK60_B03003	CP048231.1	311846	315029	-	3184	1158
GWK60_B03025	CP048231.1	315269	316625	-	1357	432
GWK60_B03047	CP048231.1	316720	317422	-	703	0
GWK60_B03069	CP048231.1	318623	320498	+	1876	8791
GWK60_B03091	CP048231.1	320107	320947	-	841	1247
GWK60_B03113	CP048231.1	321443	324455	+	3013	357
GWK60_B03135	CP048231.1	325089	327351	+	2263	467
GWK60_B03157	CP048231.1	326797	328513	-	1717	1618
GWK60_B03179	CP048231.1	328476	329643	-	1168	658
GWK60_B03201	CP048231.1	330203	332897	+	2695	1043
GWK60_B03223	CP048231.1	333268	338662	+	5395	989
GWK60_B03245	CP048231.1	338101	342568	-	4468	7852
GWK60_B03267	CP048231.1	343823	345980	-	2158	718
GWK60_B03289	CP048231.1	346026	347058	-	1033	223
GWK60_B03311	CP048231.1	347431	350968	-	3538	43401
GWK60_B03333	CP048231.1	351656	353849	-	2194	3236
GWK60_B03355	CP048231.1	355233	356565	+	1333	1080
GWK60_B03377	CP048231.1	356779	360226	+	3448	1977
GWK60_B03399	CP048231.1	359521	361180	-	1660	1391
GWK60_B03421	CP048231.1	361014	363036	-	2023	2630
GWK60_B03443	CP048231.1	363170	363779	+	610	1857
GWK60_B03465	CP048231.1	363702	365772	+	2071	19164
GWK60_B03487	CP048231.1	366291	369657	+	3367	397
GWK60_B03509	CP048231.1	370006	371797	+	1792	365
GWK60_B03531	CP048231.1	372274	373489	+	1216	5113
GWK60_B03553	CP048231.1	373855	375694	+	1840	1467
GWK60_B03597	CP048231.1	376348	378565	+	2218	2850
GWK60_B03619	CP048231.1	378658	379969	+	1312	4278
GWK60_B03641	CP048231.1	380551	381949	+	1399	5358
GWK60_B03663	CP048231.1	382644	384567	+	1924	140
GWK60_B03685	CP048231.1	384064	384748	-	685	2024
GWK60_B03707	CP048231.1	384405	385689	-	1285	0
GWK60_B03729	CP048231.1	385957	387277	+	1321	1104
GWK60_B03751	CP048231.1	386656	387310	-	655	12
GWK60_B03773	CP048231.1	387547	389242	+	1696	1199
GWK60_B03795	CP048231.1	389230	390220	+	991	3453
GWK60_B03817	CP048231.1	389816	392114	-	2299	993
GWK60_B03839	CP048231.1	392655	394686	-	2032	1425
GWK60_B03861	CP048231.1	395386	397537	-	2152	231
GWK60_B03883	CP048231.1	397775	399383	-	1609	1432
GWK60_B03905	CP048231.1	399543	400464	-	922	4569
GWK60_B03927	CP048231.1	400355	401795	-	1441	1363
GWK60_B03971	CP048231.1	402687	403920	+	1234	514
GWK60_B03993	CP048231.1	403468	404872	-	1405	1594
GWK60_B04015	CP048231.1	405153	407253	+	2101	1689
GWK60_B04037	CP048231.1	406668	409653	-	2986	1072
GWK60_B04059	CP048231.1	411044	412337	+	1294	1537
GWK60_B04081	CP048231.1	414571	417673	+	3103	48
GWK60_B04103	CP048231.1	417597	418938	-	1342	51
GWK60_B04125	CP048231.1	419211	420699	-	1489	71268
GWK60_B04147	CP048231.1	420615	422613	-	1999	1166
GWK60_B04169	CP048231.1	422884	424912	+	2029	1042
GWK60_B04191	CP048231.1	425048	426719	+	1672	2608
GWK60_B04213	CP048231.1	426749	428330	+	1582	14064
GWK60_B04235	CP048231.1	427837	429085	-	1249	393
GWK60_B04257	CP048231.1	429930	433821	+	3892	596
GWK60_B04279	CP048231.1	433207	434146	-	940	970
GWK60_B04301	CP048231.1	434181	436563	-	2383	2541
GWK60_B04323	CP048231.1	437818	440035	+	2218	386
GWK60_B04345	CP048231.1	439338	440589	-	1252	744
GWK60_B04367	CP048231.1	441038	441842	+	805	4665
GWK60_B04389	CP048231.1	441713	443132	-	1420	3644
GWK60_B04411	CP048231.1	443964	445317	+	1354	485
GWK60_B04433	CP048231.1	445075	446698	-	1624	4625
GWK60_B04455	CP048231.1	447144	448329	-	1186	1327
GWK60_B04477	CP048231.1	448679	449744	+	1066	797
GWK60_B04499	CP048231.1	449183	452873	-	3691	1116
GWK60_B04521	CP048231.1	453361	454951	-	1591	19437
GWK60_B04543	CP048231.1	455321	456275	-	955	1895
GWK60_B04565	CP048231.1	456662	458067	+	1406	464
GWK60_B04587	CP048231.1	457440	459360	-	1921	458
GWK60_B04609	CP048231.1	459374	460679	-	1306	422
GWK60_B04631	CP048231.1	461759	462959	+	1201	11
GWK60_B04653	CP048231.1	463089	464748	+	1660	5230
GWK60_B04675	CP048231.1	465042	465997	+	956	1690
GWK60_B04697	CP048231.1	465440	470462	-	5023	3114
GWK60_B04719	CP048231.1	471283	472771	+	1489	358
GWK60_B04741	CP048231.1	477439	479722	+	2284	382
GWK60_B04763	CP048231.1	479911	481546	-	1636	1004
GWK60_B04785	CP048231.1	482719	484921	-	2203	980
GWK60_B04807	CP048231.1	485269	486565	+	1297	3499
GWK60_B04829	CP048231.1	486524	487394	+	871	2227
GWK60_B04895	CP048231.1	489548	494360	+	4813	1410
GWK60_B04917	CP048231.1	500565	511083	+	10519	0
GWK60_C00011	CP048232.1	2618	5165	-	2548	2
GWK60_C00033	CP048232.1	14058	15729	-	1672	262
GWK60_C00055	CP048232.1	18654	20676	+	2023	390
GWK60_C00077	CP048232.1	21225	26166	-	4942	247
GWK60_C00099	CP048232.1	30573	31683	+	1111	7152
GWK60_C00121	CP048232.1	31928	34478	+	2551	2268
GWK60_C00143	CP048232.1	34393	36535	-	2143	4519
GWK60_C00165	CP048232.1	37298	38048	+	751	1564
GWK60_C00187	CP048232.1	37853	39083	-	1231	45
GWK60_C00209	CP048232.1	39722	42674	+	2953	1319
GWK60_C00231	CP048232.1	43275	45327	+	2053	976
GWK60_C00253	CP048232.1	45546	46650	+	1105	1322
GWK60_C00275	CP048232.1	46239	47172	-	934	1627
GWK60_C00297	CP048232.1	47286	54825	-	7540	2053
GWK60_C00319	CP048232.1	55145	55931	-	787	1024
GWK60_C00341	CP048232.1	56618	59558	+	2941	1384
GWK60_C00363	CP048232.1	60236	62354	+	2119	3433
GWK60_C00385	CP048232.1	61906	64345	-	2440	461
GWK60_C00407	CP048232.1	64676	66248	+	1573	816
GWK60_C00429	CP048232.1	66409	67756	+	1348	933
GWK60_C00451	CP048232.1	67841	69335	+	1495	940
GWK60_C00473	CP048232.1	69435	71364	+	1930	9117
GWK60_C00495	CP048232.1	71832	74745	+	2914	5928
GWK60_C00517	CP048232.1	74836	76183	+	1348	11
GWK60_C00539	CP048232.1	76143	77115	-	973	880
GWK60_C00561	CP048232.1	77073	79923	-	2851	926
GWK60_C00583	CP048232.1	80123	82880	-	2758	1956
GWK60_C00605	CP048232.1	88503	89133	+	631	11
GWK60_C00627	CP048232.1	90376	96229	+	5854	286
GWK60_C00649	CP048232.1	96593	97427	+	835	0
GWK60_C00671	CP048232.1	101138	104006	+	2869	796
GWK60_C00693	CP048232.1	110892	115938	+	5047	6429
GWK60_C00715	CP048232.1	116630	117977	+	1348	848
GWK60_C00737	CP048232.1	118231	119704	+	1474	1490
GWK60_C00759	CP048232.1	119167	122332	-	3166	6727
GWK60_C00781	CP048232.1	122959	125512	-	2554	3578
GWK60_C00803	CP048232.1	126245	127796	+	1552	1654
GWK60_C00825	CP048232.1	127100	132008	-	4909	1464
GWK60_C00847	CP048232.1	132189	133413	-	1225	564
GWK60_C00869	CP048232.1	133889	137636	+	3748	1502
GWK60_C00891	CP048232.1	137693	138542	+	850	607
GWK60_C00913	CP048232.1	138907	140431	+	1525	550
