!
!Date: 05/27/2024
!From: Saccharomyces Genome Database (SGD) 
!URL: http://www.yeastgenome.org/ 
!Contact Email: sgd-helpdesk@lists.stanford.edu 
!Funding: NHGRI at US NIH, grant number 5-U41-HG001315 
!

Regulator	Regulator Systematic Name	Target	Target Systematic Name	Direction	Regulation of	Happens During	Regulator Type	Direction	Regulation Of	Happens During	Method	Evidence	Strain Background	Reference
MSN2	YMR037C	ATR2	YMR279C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	ATS1	YAL020C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	AVT1	YJR001W		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
MSN2	YMR037C	AVT2	YEL064C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	BAP2	YBR068C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	BBP1	YPL255W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	BMH1	YER177W		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
MSN2	YMR037C	BMT2	YBR141C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	BOP2	YLR267W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	BOR1	YNL275W	positive	transcription		transcription factor	positive	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	BUB1	YGR188C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	BUD3	YCL014W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	BUD7	YOR299W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	CAM1	YPL048W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	CCP1	YKR066C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	CCP1	YKR066C		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
MSN2	YMR037C	CCW12	YLR110C	negative	transcription		transcription factor	negative	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	CCW22	YDR134C	negative	transcription		transcription factor	negative	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	CDC19	YAL038W	negative	transcription		transcription factor	negative	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	CDC20	YGL116W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	CHO2	YGR157W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	CIP1	YPL014W		transcription		transcription factor		transcription		high-throughput	DNA to cDNA expression microarray evidence	S288C	Hu Z, et al. (2007) PMID:17417638
MSN2	YMR037C	CIS3	YJL158C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	CIS3	YJL158C	negative	transcription		transcription factor	negative	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	CIT2	YCR005C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	CLA4	YNL298W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	CLN1	YMR199W	negative	transcription		transcription factor	negative	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	CMK2	YOL016C		transcription		transcription factor		transcription		high-throughput	DNA to cDNA expression microarray evidence	S288C	Hu Z, et al. (2007) PMID:17417638
MSN2	YMR037C	COQ6	YGR255C		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
MSN2	YMR037C	COS5	YJR161C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	COX5A	YNL052W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	COX5B	YIL111W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	CPR3	YML078W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	CSI2	YOL007C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	CSI2	YOL007C	negative	transcription		transcription factor	negative	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	CSR2	YPR030W	positive	transcription		transcription factor	positive	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	CST9	YLR394W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	CTK3	YML112W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	CTT1	YGR088W		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
MSN2	YMR037C	CUE4	YML101C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	CUE4	YML101C		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
MSN2	YMR037C	CUE4	YML101C	negative	transcription		transcription factor	negative	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	CUP9	YPL177C	positive	transcription		transcription factor	positive	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	CUZ1	YNL155W		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
MSN2	YMR037C	CWP1	YKL096W		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
MSN2	YMR037C	CWP2	YKL096W-A		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	CWP2	YKL096W-A	negative	transcription		transcription factor	negative	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	CYB2	YML054C	positive	transcription		transcription factor	positive	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	CYC7	YEL039C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	DAL3	YIR032C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	DDI3	YFL061W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	DDR2	YOL052C-A	positive	transcription		transcription factor	positive	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	DDR48	YMR173W		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
MSN2	YMR037C	DER1	YBR201W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	DGR2	YKL121W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	DIA1	YMR316W		transcription		transcription factor		transcription		high-throughput	DNA to cDNA expression microarray evidence	S288C	Hu Z, et al. (2007) PMID:17417638
MSN2	YMR037C	DIB1	YPR082C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	DIG1	YPL049C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	DIS3	YOL021C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	DNF1	YER166W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	DOG2	YHR043C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	DPI8	YJL133C-A		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	DUS3	YLR401C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	DUT1	YBR252W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	ECM19	YLR390W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	ECM21	YBL101C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	ECM33	YBR078W	negative	transcription		transcription factor	negative	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	EFB1	YAL003W		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
MSN2	YMR037C	EFM3	YJR129C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	EGO4	YNR034W-A		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	EMC6	YLL014W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	EMI2	YDR516C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	ENO1	YGR254W	positive	transcription		transcription factor	positive	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	ENO2	YHR174W	positive	transcription		transcription factor	positive	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	ENT5	YDR153C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	ENV11	YGR071C		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
MSN2	YMR037C	EPS1	YIL005W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	ERG4	YGL012W	negative	transcription		transcription factor	negative	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	EST1	YLR233C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	FAR10	YLR238W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	FBP1	YLR377C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	FDH1	YOR388C	positive	transcription		transcription factor	positive	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	FMP48	YGR052W		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
MSN2	YMR037C	FOB1	YDR110W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	FRT1	YOR324C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	FRT2	YAL028W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	FTR1	YER145C	negative	transcription		transcription factor	negative	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	GAS1	YMR307W	negative	transcription		transcription factor	negative	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	GCV3	YAL044C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	GCY1	YOR120W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	GDB1	YPR184W	positive	transcription		transcription factor	positive	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	GIC2	YDR309C	negative	transcription		transcription factor	negative	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	GID11	YLR149C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	GID7	YCL039W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	GID8	YMR135C	positive	transcription		transcription factor	positive	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	GIP2	YER054C	positive	transcription		transcription factor	positive	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	GIS4	YML006C		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
MSN2	YMR037C	GLC3	YEL011W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	GLE1	YDL207W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	GLK1	YCL040W	positive	transcription		transcription factor	positive	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	GLN1	YPR035W	positive	transcription		transcription factor	positive	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	GND1	YHR183W	negative	transcription		transcription factor	negative	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	GND2	YGR256W		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
MSN2	YMR037C	GNP1	YDR508C	negative	transcription		transcription factor	negative	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	GPD1	YDL022W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	GPH1	YPR160W		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
MSN2	YMR037C	GPM1	YKL152C	positive	transcription		transcription factor	positive	transcription		high-throughput	RNA-sequencing evidence	CEN.PK	Kuang Z, et al. (2017) PMID:28949295
MSN2	YMR037C	GPT2	YKR067W		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
MSN2	YMR037C	GRE3	YHR104W		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
MSN2	YMR037C	GRS2	YPR081C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	GSY1	YFR015C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	GSY2	YLR258W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
MSN2	YMR037C	GSY2	YLR258W		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
